item_id,item_name,uniqueness_type,godly_set,required_level,rarity,rarity_rank,item_power,item_category,slot,gear_family,armor_weight_class,weapon_speed,min_damage,max_damage,armor_value,shield_value,health_bonus,primary_stat,secondary_stat,tertiary_stat,class_affinity,combat_hook,affix_or_unique_effect,source_type,source_detail,world_location,source_origin,drop_weight,salvage_output,trade_rule,economy_note,design_note
DF-N-0490,Hardened On-Demand Arteries Ash-Tanned Front-Matter Greaves of Evolution Charge,Standard / Non-Godly,,10,Rare,3,99,Armor,Legs,Greaves,Medium,,0,0,61,4,28,Armor Pierce,Might,Kinetic Charge,Protocol Weaver,Evolution Charge,Standard affix: modest Evolution Charge bonus appropriate for level 10.,Dungeon Cache,Dungeon cache reward tied to On-Demand Arteries instance clears at level 10.,The On-Demand Arteries,Dungeon Cache,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 10 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0495,Hardened Subterranean Grid Tinplate Magnetic Mask of Sonic Reverb,Standard / Non-Godly,,10,Rare,3,98,Armor,Head,Mask,Light,,0,0,36,2,27,Threat Control,Altitude Charge Gain,Threat Control,Scrap-Tek,Sonic Reverb,Standard affix: modest Sonic Reverb bonus appropriate for level 10.,Dungeon Cache,Dungeon cache reward tied to Subterranean Grid instance clears at level 10.,The Subterranean Grid,Dungeon Cache,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 10 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0535,Prismatic On-Demand Arteries Cindervale Steel Stutter Vine Scythe of Thermal Shock,Standard / Non-Godly,,11,Very Rare,4,120,Weapon,Two-Hand Weapon,Vine Scythe,None,Medium,41,65,0,0,14,Cooldown Recovery,Aether,Altitude Charge Gain,Phantom-Shift,Thermal Shock,Very Rare affix: improved Thermal Shock stat budget and one utility roll.,Dungeon Cache,Dungeon cache reward tied to On-Demand Arteries instance clears at level 11.,The On-Demand Arteries,Dungeon Cache,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Baseline leveling gear.,Level 11 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0543,Hardened Burning Playa Cindervale Steel Ratchet Gauntlets of Vault Momentum,Standard / Non-Godly,,11,Rare,3,108,Armor,Hands,Gauntlets,Medium,,0,0,50,3,30,Fortitude,Combo Decay Resistance,Verdant Point Gain,Scrap-Tek,Vault Momentum,Standard affix: modest Vault Momentum bonus appropriate for level 11.,Dungeon Cache,Dungeon cache reward tied to Burning Playa instance clears at level 11.,The Burning Playa,Dungeon Cache,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 11 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0548,Hardened Burning Playa Pressure-Sealed Lexicon Briar Bow of Siphon Guard,Standard / Non-Godly,,11,Rare,3,111,Weapon,Ranged Weapon,Briar Bow,None,Medium,36,56,0,0,13,Command Point Gain,Protocol Rating,Resonance,Protocol Weaver,Siphon Guard,Standard affix: modest Siphon Guard bonus appropriate for level 11.,Dungeon Cache,Dungeon cache reward tied to Burning Playa instance clears at level 11.,The Burning Playa,Dungeon Cache,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 11 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0588,Prismatic Phonetic Wastes Sapglass Tuning Helm of Mirror Deflection,Standard / Non-Godly,,12,Very Rare,4,127,Armor,Head,Helm,Medium,,0,0,59,10,36,Kinetic Charge,Might,Armor Pierce,Resonant,Mirror Deflection,Very Rare affix: improved Mirror Deflection stat budget and one utility roll.,Dungeon Cache,Dungeon cache reward tied to Phonetic Wastes instance clears at level 12.,The Phonetic Wastes,Dungeon Cache,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Baseline leveling gear.,Level 12 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0590,Hardened Magma-Core Forges Cindervale Steel Orbital Bracers of Vault Momentum,Standard / Non-Godly,,12,Rare,3,116,Armor,Wrists,Bracers,Light,,0,0,40,3,32,Evolution Point Gain,Fortitude,Might,Orbital Striker,Vault Momentum,Standard affix: modest Vault Momentum bonus appropriate for level 12.,Dungeon Cache,Dungeon cache reward tied to Magma-Core Forges instance clears at level 12.,The Magma-Core Forges,Dungeon Cache,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 12 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0595,Hardened Molten Forge Pressure-Sealed Thermal Thermal Scepter of Siphon Guard,Standard / Non-Godly,,12,Rare,3,119,Weapon,Caster Weapon,Thermal Scepter,None,Medium,39,61,0,0,14,Flux Charge Gain,Critical Chance,Stagger Damage,Flux-Caster,Siphon Guard,Standard affix: modest Siphon Guard bonus appropriate for level 12.,Dungeon Cache,Dungeon cache reward tied to Molten Forge instance clears at level 12.,The Molten Forge,Dungeon Cache,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 12 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0625,Prismatic Playa of Ash Null-Iron Adaptive Magnetic Grapple Gauntlet of Briar Binding,Standard / Non-Godly,,13,Very Rare,4,142,Weapon,Arm Weapon,Magnetic Grapple Gauntlet,None,Fast,41,64,0,0,17,Might,Command Point Gain,Cooldown Recovery,Apex Mutator,Briar Binding,Very Rare affix: improved Briar Binding stat budget and one utility roll.,Dungeon Cache,Dungeon cache reward tied to Playa of Ash instance clears at level 13.,The Playa of Ash,Dungeon Cache,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Baseline leveling gear.,Level 13 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0630,Prismatic Burning Playa Mirror-Glass Inertia Legwraps of Hydraulic Burst,Standard / Non-Godly,,13,Very Rare,4,137,Armor,Legs,Legwraps,Medium,,0,0,59,10,38,Resonance,Combo Decay Resistance,Scrap Charge Gain,Kinetic Juggernaut,Hydraulic Burst,Very Rare affix: improved Hydraulic Burst stat budget and one utility roll.,Dungeon Cache,Dungeon cache reward tied to Burning Playa instance clears at level 13.,The Burning Playa,Dungeon Cache,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Baseline leveling gear.,Level 13 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0637,Hardened Heavy-Chewer Canyons Cindervale Steel K-0NG Greaves of Vault Momentum,Standard / Non-Godly,,13,Rare,3,125,Armor,Legs,Greaves,Medium,,0,0,78,5,35,Verdant Point Gain,Scrap Charge Gain,Altitude Charge Gain,Packmaster,Vault Momentum,Standard affix: modest Vault Momentum bonus appropriate for level 13.,Dungeon Cache,Dungeon cache reward tied to Heavy-Chewer Canyons instance clears at level 13.,The Heavy-Chewer Canyons,Dungeon Cache,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 13 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0643,Hardened Playa of Ash Sapglass Flux Scrap Cannon of Phase-Step,Standard / Non-Godly,,13,Rare,3,130,Weapon,Heavy Ranged,Scrap Cannon,None,Slow,56,86,0,0,16,Cooldown Recovery,Agility,Kinetic Charge,Flux-Caster,Phase-Step,Standard affix: modest Phase-Step bonus appropriate for level 13.,Dungeon Cache,Dungeon cache reward tied to Playa of Ash instance clears at level 13.,The Playa of Ash,Dungeon Cache,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 13 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0677,Prismatic Burning Playa Mirror-Glass EMP Cloak of Hydraulic Burst,Standard / Non-Godly,,14,Very Rare,4,146,Armor,Back,Cloak,Light,,0,0,41,7,41,Command Point Gain,Fortitude,Threat Control,Scrap-Tek,Hydraulic Burst,Very Rare affix: improved Hydraulic Burst stat budget and one utility roll.,Dungeon Cache,Dungeon cache reward tied to Burning Playa instance clears at level 14.,The Burning Playa,Dungeon Cache,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Baseline leveling gear.,Level 14 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0682,Prismatic Playa of Ash Sapglass Protocol Void Chakrams of Mirror Deflection,Standard / Non-Godly,,14,Very Rare,4,149,Weapon,Thrown Weapon,Void Chakrams,None,Fast,43,69,0,0,18,Critical Chance,Critical Chance,Critical Chance,Protocol Weaver,Mirror Deflection,Very Rare affix: improved Mirror Deflection stat budget and one utility roll.,Dungeon Cache,Dungeon cache reward tied to Playa of Ash instance clears at level 14.,The Playa of Ash,Dungeon Cache,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Baseline leveling gear.,Level 14 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0685,Hardened Scrap-Yard Labyrinth Mirror-Glass Den Gravity Lance of Low-Gravity Lift,Standard / Non-Godly,,14,Rare,3,139,Weapon,Two-Hand Weapon,Gravity Lance,None,Medium,51,80,0,0,17,Shield Break,Perfect Parry Window,Agility,Packmaster,Low-Gravity Lift,Standard affix: modest Low-Gravity Lift bonus appropriate for level 14.,Dungeon Cache,Dungeon cache reward tied to Scrap-Yard Labyrinth instance clears at level 14.,The Scrap-Yard Labyrinth,Dungeon Cache,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 14 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0690,Hardened Heavy-Chewer Canyons Sapglass Root Gauntlets of Phase-Step,Standard / Non-Godly,,14,Rare,3,134,Armor,Hands,Gauntlets,Medium,,0,0,62,4,38,Might,Evolution Point Gain,Armor Pierce,Sylvan Warden,Phase-Step,Standard affix: modest Phase-Step bonus appropriate for level 14.,Dungeon Cache,Dungeon cache reward tied to Heavy-Chewer Canyons instance clears at level 14.,The Heavy-Chewer Canyons,Dungeon Cache,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 14 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0695,Hardened Playa of Ash Moon-Silver Latch Flux Staff of Null Ward,Standard / Non-Godly,,14,Rare,3,137,Weapon,Two-Hand Focus,Flux Staff,None,Medium,47,73,0,0,16,Resonance,Cooldown Recovery,Command Point Gain,Packmaster,Null Ward,Standard affix: modest Null Ward bonus appropriate for level 14.,Dungeon Cache,Dungeon cache reward tied to Playa of Ash instance clears at level 14.,The Playa of Ash,Dungeon Cache,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 14 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0698,Supercharged Playa of Ash Sapglass Asteroid Greaves of EMP Resistance,Standard / Non-Godly,,14,Super,5,165,Armor,Legs,Greaves,Heavy,,0,0,102,16,46,Evolution Point Gain,Focus,Cooldown Recovery,Kinetic Juggernaut,EMP Resistance,Super affix: minor EMP Resistance trigger after a perfect parry or vault.,Dungeon Cache,Dungeon cache reward tied to Playa of Ash instance clears at level 14.,The Playa of Ash,Dungeon Cache,80,Superdense Aether Lattice,Tradeable until equipped,Baseline leveling gear.,Level 14 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0725,Prismatic Playa of Ash Leviathan Pearl Magnetic Coat of Evolution Charge,Standard / Non-Godly,,15,Very Rare,4,158,Armor,Chest,Coat,Heavy,,0,0,103,17,44,Critical Chance,Flux Charge Gain,Verdant Point Gain,Scrap-Tek,Evolution Charge,Very Rare affix: improved Evolution Charge stat budget and one utility roll.,Dungeon Cache,Dungeon cache reward tied to Playa of Ash instance clears at level 15.,The Playa of Ash,Dungeon Cache,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Baseline leveling gear.,Level 15 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0730,Prismatic Playa of Ash Greenfire Red-Pen Belt of Sonic Reverb,Standard / Non-Godly,,15,Very Rare,4,157,Armor,Waist,Belt,Medium,,0,0,49,8,44,Combo Decay Resistance,Agility,Resonance,Protocol Weaver,Sonic Reverb,Very Rare affix: improved Sonic Reverb stat budget and one utility roll.,Dungeon Cache,Dungeon cache reward tied to Playa of Ash instance clears at level 15.,The Playa of Ash,Dungeon Cache,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Baseline leveling gear.,Level 15 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0737,Hardened Reggae-Dub Oasis Sapglass Void Bracers of Phase-Step,Standard / Non-Godly,,15,Rare,3,142,Armor,Wrists,Bracers,Medium,,0,0,48,3,40,Fortitude,Stagger Damage,Fortitude,Phantom-Shift,Phase-Step,Standard affix: modest Phase-Step bonus appropriate for level 15.,Dungeon Cache,Dungeon cache reward tied to Reggae-Dub Oasis instance clears at level 15.,The Reggae-Dub Oasis,Dungeon Cache,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 15 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0743,Hardened Abyssal Trench Null-Iron K-0NG Aether Focus of Hound Latch,Standard / Non-Godly,,15,Rare,3,147,Weapon,Off Hand Focus,Aether Focus,None,Medium,35,54,0,0,18,Altitude Charge Gain,Resonance,Might,Packmaster,Hound Latch,Standard affix: modest Hound Latch bonus appropriate for level 15.,Dungeon Cache,Dungeon cache reward tied to Abyssal Trench instance clears at level 15.,The Abyssal Trench,Dungeon Cache,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 15 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0751,Supercharged Phonetic Wastes Pressure-Sealed Heavy-Chewer Rail Rifle of Dream Memory,Standard / Non-Godly,,16,Super,5,196,Weapon,Ranged Weapon,Rail Rifle,None,Slow,76,125,0,0,24,Combo Decay Resistance,Might,Aether,Packmaster,Dream Memory,Super affix: minor Dream Memory trigger after a perfect parry or vault.,Dungeon Cache,Dungeon cache reward tied to Phonetic Wastes instance clears at level 16.,The Phonetic Wastes,Dungeon Cache,80,Superdense Aether Lattice,Tradeable until equipped,Baseline leveling gear.,Level 16 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0782,Prismatic Phonetic Wastes Null-Iron Thruster Tuning-Fork Blade of Flow Retention,Standard / Non-Godly,,16,Very Rare,4,169,Weapon,Main Hand,Tuning-Fork Blade,None,Medium,56,89,0,0,20,Kinetic Charge,Cooldown Recovery,Evolution Point Gain,Orbital Striker,Flow Retention,Very Rare affix: improved Flow Retention stat budget and one utility roll.,Dungeon Cache,Dungeon cache reward tied to Phonetic Wastes instance clears at level 16.,The Phonetic Wastes,Dungeon Cache,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Baseline leveling gear.,Level 16 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0783,Prismatic Sonic Badlands Pressure-Sealed EMP Rail Rifle of Siphon Guard,Standard / Non-Godly,,16,Very Rare,4,171,Weapon,Ranged Weapon,Rail Rifle,None,Slow,68,108,0,0,21,Protocol Rating,Perfect Parry Window,Scrap Charge Gain,Scrap-Tek,Siphon Guard,Very Rare affix: improved Siphon Guard stat budget and one utility roll.,Dungeon Cache,Dungeon cache reward tied to Sonic Badlands instance clears at level 16.,The Sonic Badlands,Dungeon Cache,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Baseline leveling gear.,Level 16 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0790,Hardened Abyssal Trench Null-Iron Reverb Tuning-Fork Blade of Hound Latch,Standard / Non-Godly,,16,Rare,3,155,Weapon,Main Hand,Tuning-Fork Blade,None,Medium,52,81,0,0,19,Critical Chance,Verdant Point Gain,Altitude Charge Gain,Resonant,Hound Latch,Standard affix: modest Hound Latch bonus appropriate for level 16.,Dungeon Cache,Dungeon cache reward tied to Abyssal Trench instance clears at level 16.,The Abyssal Trench,Dungeon Cache,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 16 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0795,Hardened Burning Playa Mirror-Glass Phantom Legwraps of Armor Sunder,Standard / Non-Godly,,16,Rare,3,150,Armor,Legs,Legwraps,Medium,,0,0,65,4,42,Combo Decay Resistance,Might,Aether,Phantom-Shift,Armor Sunder,Standard affix: modest Armor Sunder bonus appropriate for level 16.,Dungeon Cache,Dungeon cache reward tied to Burning Playa instance clears at level 16.,The Burning Playa,Dungeon Cache,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 16 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0803,Supercharged Resonant Peaks Leviathan Pearl Chrono Helm of Protocol Revision,Standard / Non-Godly,,17,Super,5,202,Armor,Head,Helm,Medium,,0,0,94,15,57,Kinetic Charge,Shield Break,Kinetic Charge,Phantom-Shift,Protocol Revision,Super affix: minor Protocol Revision trigger after a perfect parry or vault.,Dungeon Cache,Dungeon cache reward tied to Resonant Peaks instance clears at level 17.,The Resonant Peaks,Dungeon Cache,80,Superdense Aether Lattice,Tradeable until equipped,Baseline leveling gear.,Level 17 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0804,Supercharged Phonetic Wastes Moon-Silver Thorn Exo-Rig of Critical Timing,Standard / Non-Godly,,17,Super,5,204,Armor,Chest,Exo-Rig,Heavy,,0,0,164,27,57,Protocol Rating,Combo Decay Resistance,Command Point Gain,Sylvan Warden,Critical Timing,Super affix: minor Critical Timing trigger after a perfect parry or vault.,Dungeon Cache,Dungeon cache reward tied to Phonetic Wastes instance clears at level 17.,The Phonetic Wastes,Dungeon Cache,80,Superdense Aether Lattice,Tradeable until equipped,Baseline leveling gear.,Level 17 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0824,Prismatic Resonant Peaks Greenfire Briar Cloak of Sonic Reverb,Standard / Non-Godly,,17,Very Rare,4,175,Armor,Back,Cloak,Medium,,0,0,49,8,49,Resonance,Stagger Damage,Aether,Sylvan Warden,Sonic Reverb,Very Rare affix: improved Sonic Reverb stat budget and one utility roll.,Dungeon Cache,Dungeon cache reward tied to Resonant Peaks instance clears at level 17.,The Resonant Peaks,Dungeon Cache,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Baseline leveling gear.,Level 17 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0825,Prismatic Abyssal Trench Cindervale Steel Thermal Visor of Vault Momentum,Standard / Non-Godly,,17,Very Rare,4,177,Armor,Head,Visor,Medium,,0,0,60,10,50,Kinetic Charge,Shield Break,Kinetic Charge,Flux-Caster,Vault Momentum,Very Rare affix: improved Vault Momentum stat budget and one utility roll.,Dungeon Cache,Dungeon cache reward tied to Abyssal Trench instance clears at level 17.,The Abyssal Trench,Dungeon Cache,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Baseline leveling gear.,Level 17 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0830,Prismatic Sonic Badlands Pressure-Sealed Tether Flux Staff of Siphon Guard,Standard / Non-Godly,,17,Very Rare,4,180,Weapon,Two-Hand Focus,Flux Staff,None,Medium,61,97,0,0,22,Scrap Charge Gain,Resonance,Threat Control,Orbital Striker,Siphon Guard,Very Rare affix: improved Siphon Guard stat budget and one utility roll.,Dungeon Cache,Dungeon cache reward tied to Sonic Badlands instance clears at level 17.,The Sonic Badlands,Dungeon Cache,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Baseline leveling gear.,Level 17 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0837,Hardened Wayfora Archipelago Null-Iron Adaptive Gauntlets of Hound Latch,Standard / Non-Godly,,17,Rare,3,160,Armor,Hands,Gauntlets,Medium,,0,0,74,5,45,Cooldown Recovery,Combo Decay Resistance,Perfect Parry Window,Apex Mutator,Hound Latch,Standard affix: modest Hound Latch bonus appropriate for level 17.,Dungeon Cache,Dungeon cache reward tied to Wayfora Archipelago instance clears at level 17.,The Wayfora Archipelago,Dungeon Cache,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 17 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0843,Hardened Sonic Badlands Leviathan Pearl Void Visor of Briar Binding,Standard / Non-Godly,,17,Rare,3,150,Armor,Head,Visor,Medium,,0,0,51,3,42,Focus,Command Point Gain,Armor Pierce,Phantom-Shift,Briar Binding,Standard affix: modest Briar Binding bonus appropriate for level 17.,Dungeon Cache,Dungeon cache reward tied to Sonic Badlands instance clears at level 17.,The Sonic Badlands,Dungeon Cache,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 17 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0848,Hardened Burning Playa Greenfire Resonant Gloves of Hydraulic Burst,Standard / Non-Godly,,17,Rare,3,160,Armor,Hands,Gloves,Medium,,0,0,55,4,45,Protocol Rating,Combo Decay Resistance,Command Point Gain,Resonant,Hydraulic Burst,Standard affix: modest Hydraulic Burst bonus appropriate for level 17.,Dungeon Cache,Dungeon cache reward tied to Burning Playa instance clears at level 17.,The Burning Playa,Dungeon Cache,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 17 armor tuned for mid band enemies; source never requires fighting above the item level.
