item_id,item_name,uniqueness_type,godly_set,required_level,rarity,rarity_rank,item_power,item_category,slot,gear_family,armor_weight_class,weapon_speed,min_damage,max_damage,armor_value,shield_value,health_bonus,primary_stat,secondary_stat,tertiary_stat,class_affinity,combat_hook,affix_or_unique_effect,source_type,source_detail,world_location,source_origin,drop_weight,salvage_output,trade_rule,economy_note,design_note
DF-N-0036,Plain Urban Sprawl Gridglass Root Rail Rifle of Hydraulic Burst,Standard / Non-Godly,,1,Common,1,18,Weapon,Ranged Weapon,Rail Rifle,None,Slow,7,11,0,0,2,Stagger Damage,Protocol Rating,Threat Control,Sylvan Warden,Hydraulic Burst,Standard affix: modest Hydraulic Burst bonus appropriate for level 1.,Shop Inventory,Rotating shop inventory for level-1 hubs; sold by local outfitters after regional unlock.,The Urban Sprawl,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0040,Plain Zenith Spire Tinplate Tuning Chestplate of Projectile Reversal,Standard / Non-Godly,,1,Common,1,22,Armor,Chest,Chestplate,Light,,0,0,21,1,6,Combo Decay Resistance,Stagger Damage,Scrap Charge Gain,Resonant,Projectile Reversal,Standard affix: modest Projectile Reversal bonus appropriate for level 1.,Shop Inventory,Rotating shop inventory for level-1 hubs; sold by local outfitters after regional unlock.,The Zenith Spire,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0041,Plain Zenith Spire Wirehide Latch Gauntlets of Mirror Deflection,Standard / Non-Godly,,1,Common,1,24,Armor,Hands,Gauntlets,Light,,0,0,11,1,7,Perfect Parry Window,Shield Break,Critical Chance,Packmaster,Mirror Deflection,Standard affix: modest Mirror Deflection bonus appropriate for level 1.,Shop Inventory,Rotating shop inventory for level-1 hubs; sold by local outfitters after regional unlock.,The Zenith Spire,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0045,Plain Central Pillar Civic Iron Flux Magnetic Grapple Gauntlet of Kinetic Absorption,Standard / Non-Godly,,1,Common,1,25,Weapon,Arm Weapon,Magnetic Grapple Gauntlet,None,Fast,7,11,0,0,3,Focus,Aether,Fortitude,Phantom-Shift,Kinetic Absorption,Standard affix: modest Kinetic Absorption bonus appropriate for level 1.,Shop Inventory,Rotating shop inventory for level-1 hubs; sold by local outfitters after regional unlock.,The Central Pillar / Star-Elevator Core,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0046,Plain Central Pillar Aether-Wood Briar Protocol Blade of Dream Memory,Standard / Non-Godly,,1,Common,1,27,Weapon,Main Hand,Protocol Blade,None,Medium,9,14,0,0,3,Aether,Resonance,Protocol Rating,Sylvan Warden,Dream Memory,Standard affix: modest Dream Memory bonus appropriate for level 1.,Shop Inventory,Rotating shop inventory for level-1 hubs; sold by local outfitters after regional unlock.,The Central Pillar / Star-Elevator Core,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0054,Tuned Zenith Spire Cottonweave Root Void Chakrams of Evolution Charge,Standard / Non-Godly,,2,Uncommon,2,35,Weapon,Thrown Weapon,Void Chakrams,None,Fast,11,16,0,0,4,Verdant Point Gain,Might,Altitude Charge Gain,Sylvan Warden,Evolution Charge,Standard affix: modest Evolution Charge bonus appropriate for level 2.,Shop Inventory,Rotating shop inventory for level-2 hubs; sold by local outfitters after regional unlock.,The Zenith Spire,Shop Vendor,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 2 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0059,Tuned Subterranean Grid Gridglass Latch Gloves of Sonic Reverb,Standard / Non-Godly,,2,Uncommon,2,30,Armor,Hands,Gloves,Light,,0,0,10,1,8,Shield Break,Altitude Charge Gain,Aether,Packmaster,Sonic Reverb,Standard affix: modest Sonic Reverb bonus appropriate for level 2.,Shop Inventory,Rotating shop inventory for level-2 hubs; sold by local outfitters after regional unlock.,The Subterranean Grid,Shop Vendor,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 2 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0065,Tuned Subterranean Grid Cloudhook Brass Thermal Gravity Lance of Siphon Guard,Standard / Non-Godly,,2,Uncommon,2,35,Weapon,Two-Hand Weapon,Gravity Lance,None,Medium,13,20,0,0,4,Agility,Might,Threat Control,Flux-Caster,Siphon Guard,Standard affix: modest Siphon Guard bonus appropriate for level 2.,Shop Inventory,Rotating shop inventory for level-2 hubs; sold by local outfitters after regional unlock.,The Subterranean Grid,Shop Vendor,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 2 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0067,Plain Urban Sprawl Gridglass Apex Flux Staff of Dawnforge Resolve,Standard / Non-Godly,,2,Common,1,26,Weapon,Two-Hand Focus,Flux Staff,None,Medium,9,14,0,0,3,Aether,Fortitude,Resonance,Apex Mutator,Dawnforge Resolve,Standard affix: modest Dawnforge Resolve bonus appropriate for level 2.,Shop Inventory,Rotating shop inventory for level-2 hubs; sold by local outfitters after regional unlock.,The Urban Sprawl,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 2 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0072,Plain Central Pillar Wirehide Haymaker Visor of Hound Latch,Standard / Non-Godly,,2,Common,1,21,Armor,Head,Visor,Light,,0,0,7,0,6,Evolution Point Gain,Critical Chance,Perfect Parry Window,Kinetic Juggernaut,Hound Latch,Standard affix: modest Hound Latch bonus appropriate for level 2.,Shop Inventory,Rotating shop inventory for level-2 hubs; sold by local outfitters after regional unlock.,The Central Pillar / Star-Elevator Core,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 2 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0077,Plain Provisioning Sectors Aether-Wood Adaptive Hydraulic Knuckles of Armor Sunder,Standard / Non-Godly,,2,Common,1,35,Weapon,Fist Weapon,Hydraulic Knuckles,None,Medium,13,19,0,0,4,Flux Charge Gain,Focus,Flux Charge Gain,Apex Mutator,Armor Sunder,Standard affix: modest Armor Sunder bonus appropriate for level 2.,Shop Inventory,Rotating shop inventory for level-2 hubs; sold by local outfitters after regional unlock.,The Provisioning Sectors,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 2 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0078,Plain Central Pillar Cottonweave Sub-Bass Boots of Briar Binding,Standard / Non-Godly,,2,Common,1,22,Armor,Feet,Boots,Light,,0,0,9,1,6,Critical Chance,Fortitude,Armor Pierce,Resonant,Briar Binding,Standard affix: modest Briar Binding bonus appropriate for level 2.,Shop Inventory,Rotating shop inventory for level-2 hubs; sold by local outfitters after regional unlock.,The Central Pillar / Star-Elevator Core,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 2 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0082,Plain Zenith Spire Ash-Tanned Inertia Cape of Thermal Shock,Standard / Non-Godly,,2,Common,1,30,Armor,Back,Cape,Light,,0,0,8,1,8,Cooldown Recovery,Verdant Point Gain,Kinetic Charge,Kinetic Juggernaut,Thermal Shock,Standard affix: modest Thermal Shock bonus appropriate for level 2.,Shop Inventory,Rotating shop inventory for level-2 hubs; sold by local outfitters after regional unlock.,The Zenith Spire,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 2 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0083,Plain Provisioning Sectors Gridglass Void Chestplate of Hydraulic Burst,Standard / Non-Godly,,2,Common,1,21,Armor,Chest,Chestplate,Light,,0,0,20,1,6,Combo Decay Resistance,Critical Chance,Command Point Gain,Phantom-Shift,Hydraulic Burst,Standard affix: modest Hydraulic Burst bonus appropriate for level 2.,Shop Inventory,Rotating shop inventory for level-2 hubs; sold by local outfitters after regional unlock.,The Provisioning Sectors,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 2 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0088,Plain On-Demand Arteries Wirehide Resonant Bracers of Mirror Deflection,Standard / Non-Godly,,2,Common,1,31,Armor,Wrists,Bracers,Light,,0,0,11,1,9,Focus,Focus,Focus,Resonant,Mirror Deflection,Standard affix: modest Mirror Deflection bonus appropriate for level 2.,Shop Inventory,Rotating shop inventory for level-2 hubs; sold by local outfitters after regional unlock.,The On-Demand Arteries,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 2 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0093,Plain Central Pillar Aether-Wood Stutter Aegis Shield of Dream Memory,Standard / Non-Godly,,2,Common,1,30,Armor,Shield,Aegis Shield,Light,,0,0,22,1,8,Protocol Rating,Verdant Point Gain,Shield Break,Phantom-Shift,Dream Memory,Standard affix: modest Dream Memory bonus appropriate for level 2.,Shop Inventory,Rotating shop inventory for level-2 hubs; sold by local outfitters after regional unlock.,The Central Pillar / Star-Elevator Core,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 2 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0098,Plain Zenith Spire Ash-Tanned Wub Pauldrons of Protocol Revision,Standard / Non-Godly,,2,Common,1,29,Armor,Shoulders,Pauldrons,Light,,0,0,17,1,8,Verdant Point Gain,Might,Altitude Charge Gain,Resonant,Protocol Revision,Standard affix: modest Protocol Revision bonus appropriate for level 2.,Shop Inventory,Rotating shop inventory for level-2 hubs; sold by local outfitters after regional unlock.,The Zenith Spire,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 2 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0099,Plain Urban Sprawl Gridglass Hound Belt of Critical Timing,Standard / Non-Godly,,2,Common,1,31,Armor,Waist,Belt,Light,,0,0,10,1,9,Flux Charge Gain,Focus,Flux Charge Gain,Packmaster,Critical Timing,Standard affix: modest Critical Timing bonus appropriate for level 2.,Shop Inventory,Rotating shop inventory for level-2 hubs; sold by local outfitters after regional unlock.,The Urban Sprawl,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 2 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0103,Plain Pachyderm Sanctuaries Wirehide Ignition One-Hand Sword of Combo Grace,Standard / Non-Godly,,3,Common,1,33,Weapon,Main Hand,One-Hand Sword,None,Medium,11,17,0,0,4,Cooldown Recovery,Scrap Charge Gain,Fortitude,Flux-Caster,Combo Grace,Standard affix: modest Combo Grace bonus appropriate for level 3.,Shop Inventory,Rotating shop inventory for level-3 hubs; sold by local outfitters after regional unlock.,The Pachyderm Sanctuaries,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 3 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0104,Plain Zenith Spire Cloudhook Brass EPI Data-Katana of Projectile Reversal,Standard / Non-Godly,,3,Common,1,35,Weapon,Main Hand,Data-Katana,None,Fast,11,17,0,0,4,Combo Decay Resistance,Flux Charge Gain,Protocol Rating,Protocol Weaver,Projectile Reversal,Standard affix: modest Projectile Reversal bonus appropriate for level 3.,Shop Inventory,Rotating shop inventory for level-3 hubs; sold by local outfitters after regional unlock.,The Zenith Spire,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 3 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0109,Plain Urban Sprawl Cottonweave Scavenger Gauntlets of Kinetic Absorption,Standard / Non-Godly,,3,Common,1,30,Armor,Hands,Gauntlets,Light,,0,0,14,1,8,Focus,Agility,Might,Scrap-Tek,Kinetic Absorption,Standard affix: modest Kinetic Absorption bonus appropriate for level 3.,Shop Inventory,Rotating shop inventory for level-3 hubs; sold by local outfitters after regional unlock.,The Urban Sprawl,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 3 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0114,Plain Central Pillar Gridglass Syntax Sonic Maul of Dawnforge Resolve,Standard / Non-Godly,,3,Common,1,33,Weapon,Two-Hand Weapon,Sonic Maul,None,Slow,13,19,0,0,4,Protocol Rating,Scrap Charge Gain,Stagger Damage,Protocol Weaver,Dawnforge Resolve,Standard affix: modest Dawnforge Resolve bonus appropriate for level 3.,Shop Inventory,Rotating shop inventory for level-3 hubs; sold by local outfitters after regional unlock.,The Central Pillar / Star-Elevator Core,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 3 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0119,Plain Central Pillar Wirehide Ratchet Coat of Hound Latch,Standard / Non-Godly,,3,Common,1,28,Armor,Chest,Coat,Light,,0,0,18,1,8,Verdant Point Gain,Threat Control,Evolution Point Gain,Scrap-Tek,Hound Latch,Standard affix: modest Hound Latch bonus appropriate for level 3.,Shop Inventory,Rotating shop inventory for level-3 hubs; sold by local outfitters after regional unlock.,The Central Pillar / Star-Elevator Core,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 3 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0120,Plain Zenith Spire Cloudhook Brass Kinetic Gloves of Aerial Juggle,Standard / Non-Godly,,3,Common,1,30,Armor,Hands,Gloves,Light,,0,0,10,1,8,Flux Charge Gain,Agility,Scrap Charge Gain,Kinetic Juggernaut,Aerial Juggle,Standard affix: modest Aerial Juggle bonus appropriate for level 3.,Shop Inventory,Rotating shop inventory for level-3 hubs; sold by local outfitters after regional unlock.,The Zenith Spire,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 3 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0124,Plain Raid-Rush Choke Points Aether-Wood Lexicon Crossbow of Armor Sunder,Standard / Non-Godly,,3,Common,1,42,Weapon,Ranged Weapon,Crossbow,None,Medium,15,22,0,0,5,Shield Break,Command Point Gain,Agility,Protocol Weaver,Armor Sunder,Standard affix: modest Armor Sunder bonus appropriate for level 3.,Shop Inventory,Rotating shop inventory for level-3 hubs; sold by local outfitters after regional unlock.,The Raid-Rush Choke Points,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 3 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0125,Plain Provisioning Sectors Cottonweave Omega Command Whistle of Briar Binding,Standard / Non-Godly,,3,Common,1,33,Weapon,Handler Focus,Command Whistle,None,Medium,8,12,0,0,4,Cooldown Recovery,Scrap Charge Gain,Fortitude,Apex Mutator,Briar Binding,Standard affix: modest Briar Binding bonus appropriate for level 3.,Shop Inventory,Rotating shop inventory for level-3 hubs; sold by local outfitters after regional unlock.,The Provisioning Sectors,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 3 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0130,Plain Micro-Transaction Markets Gridglass Guard Exo-Rig of Hydraulic Burst,Standard / Non-Godly,,3,Common,1,28,Armor,Chest,Exo-Rig,Light,,0,0,23,1,8,Agility,Threat Control,Combo Decay Resistance,Kinetic Juggernaut,Hydraulic Burst,Standard affix: modest Hydraulic Burst bonus appropriate for level 3.,Shop Inventory,Rotating shop inventory for level-3 hubs; sold by local outfitters after regional unlock.,The Micro-Transaction Markets,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 3 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0135,Plain Pachyderm Sanctuaries Wirehide Alpha One-Hand Sword of Mirror Deflection,Standard / Non-Godly,,3,Common,1,42,Weapon,Main Hand,One-Hand Sword,None,Medium,14,21,0,0,5,Kinetic Charge,Command Point Gain,Verdant Point Gain,Apex Mutator,Mirror Deflection,Standard affix: modest Mirror Deflection bonus appropriate for level 3.,Shop Inventory,Rotating shop inventory for level-3 hubs; sold by local outfitters after regional unlock.,The Pachyderm Sanctuaries,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 3 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0138,Tuned Subterranean Grid Gridglass Zero-G Gloves of Low-Gravity Lift,Standard / Non-Godly,,3,Uncommon,2,36,Armor,Hands,Gloves,Light,,0,0,12,1,10,Command Point Gain,Stagger Damage,Threat Control,Orbital Striker,Low-Gravity Lift,Standard affix: modest Low-Gravity Lift bonus appropriate for level 3.,Shop Inventory,Rotating shop inventory for level-3 hubs; sold by local outfitters after regional unlock.,The Subterranean Grid,Shop Vendor,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 3 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0144,Tuned Emerald Canopy Sanctuary Cloudhook Brass Aether-Edit Data-Katana of Dawnforge Resolve,Standard / Non-Godly,,3,Uncommon,2,41,Weapon,Main Hand,Data-Katana,None,Fast,13,20,0,0,5,Stagger Damage,Resonance,Shield Break,Protocol Weaver,Dawnforge Resolve,Standard affix: modest Dawnforge Resolve bonus appropriate for level 3.,Shop Inventory,Rotating shop inventory for level-3 hubs; sold by local outfitters after regional unlock.,The Emerald Canopy Sanctuary,Shop Vendor,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 3 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0149,Tuned Emerald Canopy Sanctuary Cottonweave Junkyard Bracers of Hound Latch,Standard / Non-Godly,,3,Uncommon,2,36,Armor,Wrists,Bracers,Light,,0,0,12,1,10,Perfect Parry Window,Stagger Damage,Altitude Charge Gain,Scrap-Tek,Hound Latch,Standard affix: modest Hound Latch bonus appropriate for level 3.,Shop Inventory,Rotating shop inventory for level-3 hubs; sold by local outfitters after regional unlock.,The Emerald Canopy Sanctuary,Shop Vendor,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 3 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0151,Plain On-Demand Arteries Cloudhook Brass Maelstrom Chestplate of Projectile Reversal,Standard / Non-Godly,,4,Common,1,38,Armor,Chest,Chestplate,Light,,0,0,37,2,11,Agility,Perfect Parry Window,Shield Break,Flux-Caster,Projectile Reversal,Standard affix: modest Projectile Reversal bonus appropriate for level 4.,Shop Inventory,Rotating shop inventory for level-4 hubs; sold by local outfitters after regional unlock.,The On-Demand Arteries,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0156,Plain Pachyderm Sanctuaries Cottonweave Zero-G Bracers of Kinetic Absorption,Standard / Non-Godly,,4,Common,1,37,Armor,Wrists,Bracers,Light,,0,0,13,1,10,Kinetic Charge,Evolution Point Gain,Altitude Charge Gain,Orbital Striker,Kinetic Absorption,Standard affix: modest Kinetic Absorption bonus appropriate for level 4.,Shop Inventory,Rotating shop inventory for level-4 hubs; sold by local outfitters after regional unlock.,The Pachyderm Sanctuaries,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0157,Plain Emerald Canopy Sanctuary Tinplate Hydraulic Cloak of Dream Memory,Standard / Non-Godly,,4,Common,1,39,Armor,Back,Cloak,Light,,0,0,11,1,11,Protocol Rating,Altitude Charge Gain,Flux Charge Gain,Scrap-Tek,Dream Memory,Standard affix: modest Dream Memory bonus appropriate for level 4.,Shop Inventory,Rotating shop inventory for level-4 hubs; sold by local outfitters after regional unlock.,The Emerald Canopy Sanctuary,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0161,Plain Emerald Canopy Sanctuary Gridglass Aether Aegis Shield of Dawnforge Resolve,Standard / Non-Godly,,4,Common,1,36,Armor,Shield,Aegis Shield,Light,,0,0,27,2,10,Scrap Charge Gain,Cooldown Recovery,Aether,Flux-Caster,Dawnforge Resolve,Standard affix: modest Dawnforge Resolve bonus appropriate for level 4.,Shop Inventory,Rotating shop inventory for level-4 hubs; sold by local outfitters after regional unlock.,The Emerald Canopy Sanctuary,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 armor tuned for early band enemies; source never requires fighting above the item level.
