item_id,item_name,uniqueness_type,godly_set,required_level,rarity,rarity_rank,item_power,item_category,slot,gear_family,armor_weight_class,weapon_speed,min_damage,max_damage,armor_value,shield_value,health_bonus,primary_stat,secondary_stat,tertiary_stat,class_affinity,combat_hook,affix_or_unique_effect,source_type,source_detail,world_location,source_origin,drop_weight,salvage_output,trade_rule,economy_note,design_note
DF-N-0466,Tuned Heavy-Chewer Canyons Ash-Tanned Guard Magnetic Grapple Gauntlet of Vault Momentum,Standard / Non-Godly,,10,Uncommon,2,91,Weapon,Arm Weapon,Magnetic Grapple Gauntlet,None,Fast,27,40,0,0,11,Critical Chance,Cooldown Recovery,Might,Kinetic Juggernaut,Vault Momentum,Standard affix: modest Vault Momentum bonus appropriate for level 10.,Faction Vendor,Faction vendor item unlocked by reputation in Heavy-Chewer Canyons; non-Godly and trade-limited.,The Heavy-Chewer Canyons,Faction Vendor,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 10 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0486,Prismatic Heavy-Chewer Canyons Cottonweave Asteroid Glaive of Starwell Sync,Standard / Non-Godly,,10,Very Rare,4,118,Weapon,Two-Hand Weapon,Glaive,None,Medium,42,67,0,0,14,Verdant Point Gain,Critical Chance,Armor Pierce,Kinetic Juggernaut,Starwell Sync,Very Rare affix: improved Starwell Sync stat budget and one utility roll.,Faction Vendor,Faction vendor item unlocked by reputation in Heavy-Chewer Canyons; non-Godly and trade-limited.,The Heavy-Chewer Canyons,Faction Vendor,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Baseline leveling gear.,Level 10 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0492,Hardened Heavy-Chewer Canyons Civic Iron Tempo Coat of Combo Grace,Standard / Non-Godly,,10,Rare,3,92,Armor,Chest,Coat,Medium,,0,0,60,4,26,Cooldown Recovery,Fortitude,Verdant Point Gain,Resonant,Combo Grace,Standard affix: modest Combo Grace bonus appropriate for level 10.,Faction Vendor,Faction vendor item unlocked by reputation in Heavy-Chewer Canyons; non-Godly and trade-limited.,The Heavy-Chewer Canyons,Faction Vendor,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 10 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0508,Tuned On-Demand Arteries Pressure-Sealed Front-Matter Briar Bow of Scrap Magnetism,Standard / Non-Godly,,11,Uncommon,2,99,Weapon,Ranged Weapon,Briar Bow,None,Medium,32,49,0,0,12,Flux Charge Gain,Stagger Damage,Shield Break,Protocol Weaver,Scrap Magnetism,Standard affix: modest Scrap Magnetism bonus appropriate for level 11.,Faction Vendor,Faction vendor item unlocked by reputation in On-Demand Arteries; non-Godly and trade-limited.,The On-Demand Arteries,Faction Vendor,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 11 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0550,Hardened Molten Forge Greenfire Acoustic Mantle of Dawnforge Resolve,Standard / Non-Godly,,11,Rare,3,100,Armor,Shoulders,Mantle,Light,,0,0,43,3,28,Scrap Charge Gain,Scrap Charge Gain,Scrap Charge Gain,Resonant,Dawnforge Resolve,Standard affix: modest Dawnforge Resolve bonus appropriate for level 11.,Faction Vendor,Faction vendor item unlocked by reputation in Molten Forge; non-Godly and trade-limited.,The Molten Forge,Faction Vendor,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 11 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0566,Tuned Playa of Ash Cindervale Steel Lexicon Warhammer of Phase-Step,Standard / Non-Godly,,12,Uncommon,2,107,Weapon,Two-Hand Weapon,Warhammer,None,Slow,48,73,0,0,13,Kinetic Charge,Might,Armor Pierce,Protocol Weaver,Phase-Step,Standard affix: modest Phase-Step bonus appropriate for level 12.,Faction Vendor,Faction vendor item unlocked by reputation in Playa of Ash; non-Godly and trade-limited.,The Playa of Ash,Faction Vendor,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 12 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0586,Prismatic Micro-Transaction Markets Null-Iron Aether-Edit Command Whistle of Combo Grace,Standard / Non-Godly,,12,Very Rare,4,127,Weapon,Handler Focus,Command Whistle,None,Medium,29,46,0,0,15,Fortitude,Cooldown Recovery,Altitude Charge Gain,Protocol Weaver,Combo Grace,Very Rare affix: improved Combo Grace stat budget and one utility roll.,Faction Vendor,Faction vendor item unlocked by reputation in Micro-Transaction Markets; non-Godly and trade-limited.,The Micro-Transaction Markets,Faction Vendor,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Baseline leveling gear.,Level 12 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0592,Hardened Playa of Ash Leviathan Pearl Asteroid Visor of Kinetic Absorption,Standard / Non-Godly,,12,Rare,3,109,Armor,Head,Visor,Light,,0,0,37,2,31,Altitude Charge Gain,Evolution Point Gain,Kinetic Charge,Kinetic Juggernaut,Kinetic Absorption,Standard affix: modest Kinetic Absorption bonus appropriate for level 12.,Faction Vendor,Faction vendor item unlocked by reputation in Playa of Ash; non-Godly and trade-limited.,The Playa of Ash,Faction Vendor,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 12 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0608,Tuned Playa of Ash Moon-Silver Orbital Belt of Low-Gravity Lift,Standard / Non-Godly,,13,Uncommon,2,111,Armor,Waist,Belt,Light,,0,0,34,2,31,Resonance,Combo Decay Resistance,Scrap Charge Gain,Orbital Striker,Low-Gravity Lift,Standard affix: modest Low-Gravity Lift bonus appropriate for level 13.,Faction Vendor,Faction vendor item unlocked by reputation in Playa of Ash; non-Godly and trade-limited.,The Playa of Ash,Faction Vendor,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 13 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0634,Hardened Burning Playa Pressure-Sealed EPI Protocol Blade of Projectile Reversal,Standard / Non-Godly,,13,Rare,3,123,Weapon,Main Hand,Protocol Blade,None,Medium,41,63,0,0,15,Command Point Gain,Resonance,Agility,Protocol Weaver,Projectile Reversal,Standard affix: modest Projectile Reversal bonus appropriate for level 13.,Faction Vendor,Faction vendor item unlocked by reputation in Burning Playa; non-Godly and trade-limited.,The Burning Playa,Faction Vendor,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 13 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0666,Tuned Burning Playa Sapglass Altitude Boots of Hound Latch,Standard / Non-Godly,,14,Uncommon,2,119,Armor,Feet,Boots,Medium,,0,0,48,3,33,Perfect Parry Window,Fortitude,Altitude Charge Gain,Orbital Striker,Hound Latch,Standard affix: modest Hound Latch bonus appropriate for level 14.,Faction Vendor,Faction vendor item unlocked by reputation in Burning Playa; non-Godly and trade-limited.,The Burning Playa,Faction Vendor,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 14 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0681,Prismatic Molten Forge Pressure-Sealed Maelstrom Aegis Shield of Projectile Reversal,Standard / Non-Godly,,14,Very Rare,4,143,Armor,Shield,Aegis Shield,Heavy,,0,0,106,17,40,Flux Charge Gain,Verdant Point Gain,Scrap Charge Gain,Flux-Caster,Projectile Reversal,Very Rare affix: improved Projectile Reversal stat budget and one utility roll.,Faction Vendor,Faction vendor item unlocked by reputation in Molten Forge; non-Godly and trade-limited.,The Molten Forge,Faction Vendor,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Baseline leveling gear.,Level 14 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0687,Hardened Burning Playa Moon-Silver Hydraulic Belt of Dream Memory,Standard / Non-Godly,,14,Rare,3,128,Armor,Waist,Belt,Light,,0,0,40,3,36,Combo Decay Resistance,Focus,Protocol Rating,Scrap-Tek,Dream Memory,Standard affix: modest Dream Memory bonus appropriate for level 14.,Faction Vendor,Faction vendor item unlocked by reputation in Burning Playa; non-Godly and trade-limited.,The Burning Playa,Faction Vendor,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 14 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0692,Hardened Sonic Badlands Cindervale Steel Aether-Edit Twin Daggers of Protocol Revision,Standard / Non-Godly,,14,Rare,3,131,Weapon,Dual Weapon,Twin Daggers,None,Very Fast,34,52,0,0,16,Focus,Verdant Point Gain,Might,Protocol Weaver,Protocol Revision,Standard affix: modest Protocol Revision bonus appropriate for level 14.,Faction Vendor,Faction vendor item unlocked by reputation in Sonic Badlands; non-Godly and trade-limited.,The Sonic Badlands,Faction Vendor,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 14 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0708,Tuned Burning Playa Mirror-Glass Root Gloves of Dawnforge Resolve,Standard / Non-Godly,,15,Uncommon,2,127,Armor,Hands,Gloves,Light,,0,0,43,3,36,Combo Decay Resistance,Agility,Resonance,Sylvan Warden,Dawnforge Resolve,Standard affix: modest Dawnforge Resolve bonus appropriate for level 15.,Faction Vendor,Faction vendor item unlocked by reputation in Burning Playa; non-Godly and trade-limited.,The Burning Playa,Faction Vendor,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 15 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0734,Hardened Wayfora Archipelago Moon-Silver Grav-Lift Sonic Maul of Dream Memory,Standard / Non-Godly,,15,Rare,3,140,Weapon,Two-Hand Weapon,Sonic Maul,None,Slow,54,84,0,0,17,Agility,Command Point Gain,Shield Break,Orbital Striker,Dream Memory,Standard affix: modest Dream Memory bonus appropriate for level 15.,Faction Vendor,Faction vendor item unlocked by reputation in Wayfora Archipelago; non-Godly and trade-limited.,The Wayfora Archipelago,Faction Vendor,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 15 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0766,Tuned Sonic Badlands Null-Iron World-Tree Greaves of Briar Binding,Standard / Non-Godly,,16,Uncommon,2,135,Armor,Legs,Greaves,Medium,,0,0,84,5,38,Verdant Point Gain,Evolution Point Gain,Fortitude,Sylvan Warden,Briar Binding,Standard affix: modest Briar Binding bonus appropriate for level 16.,Faction Vendor,Faction vendor item unlocked by reputation in Sonic Badlands; non-Godly and trade-limited.,The Sonic Badlands,Faction Vendor,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 16 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0781,Prismatic Resonant Peaks Moon-Silver Pack Battleaxe of Dream Memory,Standard / Non-Godly,,16,Very Rare,4,167,Weapon,Two-Hand Weapon,Battleaxe,None,Slow,67,107,0,0,20,Resonance,Armor Pierce,Resonance,Packmaster,Dream Memory,Very Rare affix: improved Dream Memory stat budget and one utility roll.,Faction Vendor,Faction vendor item unlocked by reputation in Resonant Peaks; non-Godly and trade-limited.,The Resonant Peaks,Faction Vendor,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Baseline leveling gear.,Level 16 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0787,Hardened Sonic Badlands Mirror-Glass Maelstrom Gloves of Critical Timing,Standard / Non-Godly,,16,Rare,3,145,Armor,Hands,Gloves,Medium,,0,0,49,3,41,Scrap Charge Gain,Kinetic Charge,Agility,Flux-Caster,Critical Timing,Standard affix: modest Critical Timing bonus appropriate for level 16.,Faction Vendor,Faction vendor item unlocked by reputation in Sonic Badlands; non-Godly and trade-limited.,The Sonic Badlands,Faction Vendor,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 16 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0792,Hardened Phonetic Wastes Sapglass Zero-G Magnetic Grapple Gauntlet of EMP Resistance,Standard / Non-Godly,,16,Rare,3,148,Weapon,Arm Weapon,Magnetic Grapple Gauntlet,None,Fast,43,67,0,0,18,Armor Pierce,Armor Pierce,Armor Pierce,Orbital Striker,EMP Resistance,Standard affix: modest EMP Resistance bonus appropriate for level 16.,Faction Vendor,Faction vendor item unlocked by reputation in Phonetic Wastes; non-Godly and trade-limited.,The Phonetic Wastes,Faction Vendor,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 16 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0808,Tuned Playa of Ash Greenfire Reverb Mantle of Aerial Juggle,Standard / Non-Godly,,17,Uncommon,2,143,Armor,Shoulders,Mantle,Medium,,0,0,62,4,40,Scrap Charge Gain,Resonance,Threat Control,Resonant,Aerial Juggle,Standard affix: modest Aerial Juggle bonus appropriate for level 17.,Faction Vendor,Faction vendor item unlocked by reputation in Playa of Ash; non-Godly and trade-limited.,The Playa of Ash,Faction Vendor,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 17 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0823,Prismatic Wayfora Archipelago Sapglass Flux Bracers of Mirror Deflection,Standard / Non-Godly,,17,Very Rare,4,173,Armor,Wrists,Bracers,Medium,,0,0,59,10,48,Fortitude,Flux Charge Gain,Might,Phantom-Shift,Mirror Deflection,Very Rare affix: improved Mirror Deflection stat budget and one utility roll.,Faction Vendor,Faction vendor item unlocked by reputation in Wayfora Archipelago; non-Godly and trade-limited.,The Wayfora Archipelago,Faction Vendor,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Baseline leveling gear.,Level 17 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0834,Hardened Resonant Peaks Mirror-Glass Sylvan Belt of Critical Timing,Standard / Non-Godly,,17,Rare,3,154,Armor,Waist,Belt,Medium,,0,0,48,3,43,Stagger Damage,Flux Charge Gain,Scrap Charge Gain,Sylvan Warden,Critical Timing,Standard affix: modest Critical Timing bonus appropriate for level 17.,Faction Vendor,Faction vendor item unlocked by reputation in Resonant Peaks; non-Godly and trade-limited.,The Resonant Peaks,Faction Vendor,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 17 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0850,Hardened Wayfora Archipelago Mirror-Glass Exosphere Briar Bow of Scrap Magnetism,Standard / Non-Godly,,17,Rare,3,157,Weapon,Ranged Weapon,Briar Bow,None,Medium,51,79,0,0,19,Command Point Gain,Agility,Stagger Damage,Orbital Striker,Scrap Magnetism,Standard affix: modest Scrap Magnetism bonus appropriate for level 17.,Faction Vendor,Faction vendor item unlocked by reputation in Wayfora Archipelago; non-Godly and trade-limited.,The Wayfora Archipelago,Faction Vendor,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 17 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0855,Supercharged Rhyming Labyrinths Greenfire Adaptive Gloves of Aerial Juggle,Standard / Non-Godly,,18,Super,5,212,Armor,Hands,Gloves,Medium,,0,0,72,12,59,Stagger Damage,Verdant Point Gain,Command Point Gain,Apex Mutator,Aerial Juggle,Super affix: minor Aerial Juggle trigger after a perfect parry or vault.,Faction Vendor,Faction vendor item unlocked by reputation in Rhyming Labyrinths; non-Godly and trade-limited.,The Rhyming Labyrinths,Faction Vendor,80,Superdense Aether Lattice,Tradeable until equipped,Baseline leveling gear.,Level 18 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0866,Tuned Wayfora Archipelago Leviathan Pearl Resonant Bracers of Evolution Charge,Standard / Non-Godly,,18,Uncommon,2,151,Armor,Wrists,Bracers,Medium,,0,0,51,3,42,Fortitude,Verdant Point Gain,Perfect Parry Window,Resonant,Evolution Charge,Standard affix: modest Evolution Charge bonus appropriate for level 18.,Faction Vendor,Faction vendor item unlocked by reputation in Wayfora Archipelago; non-Godly and trade-limited.,The Wayfora Archipelago,Faction Vendor,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 18 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0881,Prismatic Abyssal Trench Mirror-Glass Afterimage Thermal Scepter of Critical Timing,Standard / Non-Godly,,18,Very Rare,4,187,Weapon,Caster Weapon,Thermal Scepter,None,Medium,61,96,0,0,22,Combo Decay Resistance,Perfect Parry Window,Threat Control,Phantom-Shift,Critical Timing,Very Rare affix: improved Critical Timing stat budget and one utility roll.,Faction Vendor,Faction vendor item unlocked by reputation in Abyssal Trench; non-Godly and trade-limited.,The Abyssal Trench,Faction Vendor,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Baseline leveling gear.,Level 18 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0887,Hardened Reggae-Dub Oasis Greenfire Pack Mantle of Leviathan Pressure,Standard / Non-Godly,,18,Rare,3,163,Armor,Shoulders,Mantle,Medium,,0,0,71,5,46,Aether,Altitude Charge Gain,Shield Break,Packmaster,Leviathan Pressure,Standard affix: modest Leviathan Pressure bonus appropriate for level 18.,Faction Vendor,Faction vendor item unlocked by reputation in Reggae-Dub Oasis; non-Godly and trade-limited.,The Reggae-Dub Oasis,Faction Vendor,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 18 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0892,Hardened Playa of Ash Null-Iron Thorn Boots of Starwell Sync,Standard / Non-Godly,,18,Rare,3,162,Armor,Feet,Boots,Medium,,0,0,65,4,45,Evolution Point Gain,Perfect Parry Window,Altitude Charge Gain,Sylvan Warden,Starwell Sync,Standard affix: modest Starwell Sync bonus appropriate for level 18.,Faction Vendor,Faction vendor item unlocked by reputation in Playa of Ash; non-Godly and trade-limited.,The Playa of Ash,Faction Vendor,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 18 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0908,Tuned Abyssal Trench Pressure-Sealed Guard Battleaxe of Afterimage Echo,Standard / Non-Godly,,19,Uncommon,2,164,Weapon,Two-Hand Weapon,Battleaxe,None,Slow,68,103,0,0,20,Aether,Command Point Gain,Stagger Damage,Kinetic Juggernaut,Afterimage Echo,Standard affix: modest Afterimage Echo bonus appropriate for level 19.,Faction Vendor,Faction vendor item unlocked by reputation in Abyssal Trench; non-Godly and trade-limited.,The Abyssal Trench,Faction Vendor,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 19 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0923,Prismatic Wayfora Archipelago Null-Iron Chimera Gauntlets of Flow Retention,Standard / Non-Godly,,19,Very Rare,4,193,Armor,Hands,Gauntlets,Medium,,0,0,90,14,54,Cooldown Recovery,Shield Break,Armor Pierce,Apex Mutator,Flow Retention,Very Rare affix: improved Flow Retention stat budget and one utility roll.,Faction Vendor,Faction vendor item unlocked by reputation in Wayfora Archipelago; non-Godly and trade-limited.,The Wayfora Archipelago,Faction Vendor,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Baseline leveling gear.,Level 19 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0934,Hardened Anomaly Ward Greenfire Tempo Gloves of Leviathan Pressure,Standard / Non-Godly,,19,Rare,3,171,Armor,Hands,Gloves,Medium,,0,0,58,4,48,Protocol Rating,Shield Break,Resonance,Resonant,Leviathan Pressure,Standard affix: modest Leviathan Pressure bonus appropriate for level 19.,Faction Vendor,Faction vendor item unlocked by reputation in Anomaly Ward; non-Godly and trade-limited.,The Anomaly Ward,Faction Vendor,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 19 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0950,Hardened Abyssal Trench Greenfire Ironbark Rail Rifle of Low-Gravity Lift,Standard / Non-Godly,,19,Rare,3,174,Weapon,Ranged Weapon,Rail Rifle,None,Slow,70,108,0,0,21,Agility,Resonance,Command Point Gain,Sylvan Warden,Low-Gravity Lift,Standard affix: modest Low-Gravity Lift bonus appropriate for level 19.,Faction Vendor,Faction vendor item unlocked by reputation in Abyssal Trench; non-Godly and trade-limited.,The Abyssal Trench,Faction Vendor,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 19 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0955,Hardened Anomaly Ward Pressure-Sealed Magnetic Mantle of Afterimage Echo,Standard / Non-Godly,,20,Rare,3,182,Armor,Shoulders,Mantle,Medium,,0,0,79,5,51,Protocol Rating,Armor Pierce,Aether,Scrap-Tek,Afterimage Echo,Standard affix: modest Afterimage Echo bonus appropriate for level 20.,Faction Vendor,Faction vendor item unlocked by reputation in Anomaly Ward; non-Godly and trade-limited.,The Anomaly Ward,Faction Vendor,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 20 armor tuned for mid band enemies; source never requires fighting above the item level.
