item_id,item_name,uniqueness_type,godly_set,required_level,rarity,rarity_rank,item_power,item_category,slot,gear_family,armor_weight_class,weapon_speed,min_damage,max_damage,armor_value,shield_value,health_bonus,primary_stat,secondary_stat,tertiary_stat,class_affinity,combat_hook,affix_or_unique_effect,source_type,source_detail,world_location,source_origin,drop_weight,salvage_output,trade_rule,economy_note,design_note
DF-N-0051,Tuned Raid-Rush Choke Points Gridglass Hydraulic Exo-Rig of Vine Pull,Standard / Non-Godly,,2,Uncommon,2,25,Armor,Chest,Exo-Rig,Light,,0,0,20,1,7,Command Point Gain,Armor Pierce,Agility,Scrap-Tek,Vine Pull,Standard affix: modest Vine Pull bonus appropriate for level 2.,Monster Drop,Drops from level-2 Gnarl-Maws variants in Raid-Rush Choke Points; component: gnarl-hide plates.,The Raid-Rush Choke Points,Gnarl-Maws,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 2 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0056,Tuned Micro-Transaction Markets Wirehide Aether-Edit Twin Daggers of Combo Grace,Standard / Non-Godly,,2,Uncommon,2,28,Weapon,Dual Weapon,Twin Daggers,None,Very Fast,7,11,0,0,3,Critical Chance,Fortitude,Armor Pierce,Protocol Weaver,Combo Grace,Standard affix: modest Combo Grace bonus appropriate for level 2.,Monster Drop,Drops from level-2 Scrap-Phalanx variants in Micro-Transaction Markets; component: phalanx shield scrap.,The Micro-Transaction Markets,Scrap-Phalanx,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 2 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0061,Tuned Urban Sprawl Aether-Wood Junkyard Mask of Low-Gravity Lift,Standard / Non-Godly,,2,Uncommon,2,23,Armor,Head,Mask,Light,,0,0,9,1,6,Combo Decay Resistance,Critical Chance,Command Point Gain,Scrap-Tek,Low-Gravity Lift,Standard affix: modest Low-Gravity Lift bonus appropriate for level 2.,Monster Drop,Drops from level-2 Siphon-Ticks variants in Urban Sprawl; component: siphon glands.,The Urban Sprawl,Siphon-Ticks,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 2 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0062,Tuned Subterranean Grid Cottonweave Asteroid Pauldrons of Kinetic Absorption,Standard / Non-Godly,,2,Uncommon,2,25,Armor,Shoulders,Pauldrons,Light,,0,0,15,1,7,Perfect Parry Window,Armor Pierce,Verdant Point Gain,Kinetic Juggernaut,Kinetic Absorption,Standard affix: modest Kinetic Absorption bonus appropriate for level 2.,Monster Drop,Drops from level-2 Grid-Rushers variants in Subterranean Grid; component: rush-core filaments.,The Subterranean Grid,Grid-Rushers,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 2 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0068,Plain Central Pillar Civic Iron Tempo Helm of Protocol Revision,Standard / Non-Godly,,2,Common,1,24,Armor,Head,Helm,Light,,0,0,11,1,7,Fortitude,Kinetic Charge,Evolution Point Gain,Resonant,Protocol Revision,Standard affix: modest Protocol Revision bonus appropriate for level 2.,Monster Drop,Drops from level-2 Scrap-Phalanx variants in Central Pillar; component: phalanx shield scrap.,The Central Pillar / Star-Elevator Core,Scrap-Phalanx,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 2 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0073,Plain Zenith Spire Cloudhook Brass Blink Mantle of Aerial Juggle,Standard / Non-Godly,,2,Common,1,23,Armor,Shoulders,Mantle,Light,,0,0,10,1,6,Command Point Gain,Armor Pierce,Agility,Phantom-Shift,Aerial Juggle,Standard affix: modest Aerial Juggle bonus appropriate for level 2.,Monster Drop,Drops from level-2 Siphon-Ticks variants in Zenith Spire; component: siphon glands.,The Zenith Spire,Siphon-Ticks,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 2 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0074,Plain Urban Sprawl Ash-Tanned Sylvan Vine Scythe of EMP Resistance,Standard / Non-Godly,,2,Common,1,29,Weapon,Two-Hand Weapon,Vine Scythe,None,Medium,10,15,0,0,3,Altitude Charge Gain,Cooldown Recovery,Fortitude,Sylvan Warden,EMP Resistance,Standard affix: modest EMP Resistance bonus appropriate for level 2.,Monster Drop,Drops from level-2 Grid-Rushers variants in Urban Sprawl; component: rush-core filaments.,The Urban Sprawl,Grid-Rushers,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 2 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0079,Plain Zenith Spire Tinplate Heavy-Chewer Mask of Afterimage Echo,Standard / Non-Godly,,2,Common,1,24,Armor,Head,Mask,Light,,0,0,9,1,7,Stagger Damage,Kinetic Charge,Combo Decay Resistance,Packmaster,Afterimage Echo,Standard affix: modest Afterimage Echo bonus appropriate for level 2.,Monster Drop,Drops from level-2 Gnarl-Maws variants in Zenith Spire; component: gnarl-hide plates.,The Zenith Spire,Gnarl-Maws,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 2 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0084,Plain Subterranean Grid Civic Iron Ironbark Pulse Pistols of Evolution Charge,Standard / Non-Godly,,2,Common,1,27,Weapon,Dual Ranged,Pulse Pistols,None,Fast,8,11,0,0,3,Perfect Parry Window,Armor Pierce,Verdant Point Gain,Sylvan Warden,Evolution Charge,Standard affix: modest Evolution Charge bonus appropriate for level 2.,Monster Drop,Drops from level-2 Scrap-Phalanx variants in Subterranean Grid; component: phalanx shield scrap.,The Subterranean Grid,Scrap-Phalanx,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 2 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0089,Plain Urban Sprawl Cloudhook Brass K-0NG Cloak of Sonic Reverb,Standard / Non-Godly,,2,Common,1,22,Armor,Back,Cloak,Light,,0,0,6,0,6,Aether,Fortitude,Resonance,Packmaster,Sonic Reverb,Standard affix: modest Sonic Reverb bonus appropriate for level 2.,Monster Drop,Drops from level-2 Siphon-Ticks variants in Urban Sprawl; component: siphon glands.,The Urban Sprawl,Siphon-Ticks,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 2 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0094,Plain Central Pillar Cottonweave World-Tree Void Chakrams of Flow Retention,Standard / Non-Godly,,2,Common,1,25,Weapon,Thrown Weapon,Void Chakrams,None,Fast,8,11,0,0,3,Evolution Point Gain,Critical Chance,Perfect Parry Window,Sylvan Warden,Flow Retention,Standard affix: modest Flow Retention bonus appropriate for level 2.,Monster Drop,Drops from level-2 Grid-Rushers variants in Central Pillar; component: rush-core filaments.,The Central Pillar / Star-Elevator Core,Grid-Rushers,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 2 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0095,Plain Raid-Rush Choke Points Tinplate Flux Briar Bow of Siphon Guard,Standard / Non-Godly,,2,Common,1,27,Weapon,Ranged Weapon,Briar Bow,None,Medium,9,13,0,0,3,Command Point Gain,Armor Pierce,Agility,Flux-Caster,Siphon Guard,Standard affix: modest Siphon Guard bonus appropriate for level 2.,Monster Drop,Drops from level-2 Gnarl-Maws variants in Raid-Rush Choke Points; component: gnarl-hide plates.,The Raid-Rush Choke Points,Gnarl-Maws,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 2 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0100,Plain Central Pillar Civic Iron Altitude Cape of Tempo Control,Standard / Non-Godly,,2,Common,1,22,Armor,Back,Cape,Light,,0,0,6,0,6,Critical Chance,Fortitude,Armor Pierce,Orbital Striker,Tempo Control,Standard affix: modest Tempo Control bonus appropriate for level 2.,Monster Drop,Drops from level-2 Scrap-Phalanx variants in Central Pillar; component: phalanx shield scrap.,The Central Pillar / Star-Elevator Core,Scrap-Phalanx,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 2 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0105,Plain Urban Sprawl Ash-Tanned Data-Code Warhammer of Mirror Deflection,Standard / Non-Godly,,3,Common,1,37,Weapon,Two-Hand Weapon,Warhammer,None,Slow,17,25,0,0,4,Perfect Parry Window,Stagger Damage,Altitude Charge Gain,Apex Mutator,Mirror Deflection,Standard affix: modest Mirror Deflection bonus appropriate for level 3.,Monster Drop,Drops from level-3 Grid-Rushers variants in Urban Sprawl; component: rush-core filaments.,The Urban Sprawl,Grid-Rushers,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 3 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0110,Plain Subterranean Grid Tinplate Counterweight Legwraps of Dream Memory,Standard / Non-Godly,,3,Common,1,32,Armor,Legs,Legwraps,Light,,0,0,14,1,9,Aether,Aether,Aether,Kinetic Juggernaut,Dream Memory,Standard affix: modest Dream Memory bonus appropriate for level 3.,Monster Drop,Drops from level-3 Gnarl-Maws variants in Subterranean Grid; component: gnarl-hide plates.,The Subterranean Grid,Gnarl-Maws,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 3 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0115,Plain Central Pillar Civic Iron Mutagen Aether Focus of Protocol Revision,Standard / Non-Godly,,3,Common,1,35,Weapon,Off Hand Focus,Aether Focus,None,Medium,9,13,0,0,4,Evolution Point Gain,Flux Charge Gain,Cooldown Recovery,Apex Mutator,Protocol Revision,Standard affix: modest Protocol Revision bonus appropriate for level 3.,Monster Drop,Drops from level-3 Scrap-Phalanx variants in Central Pillar; component: phalanx shield scrap.,The Central Pillar / Star-Elevator Core,Scrap-Phalanx,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 3 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0116,Plain Raid-Rush Choke Points Aether-Wood Wub Crossbow of Critical Timing,Standard / Non-Godly,,3,Common,1,37,Weapon,Ranged Weapon,Crossbow,None,Medium,13,19,0,0,4,Command Point Gain,Stagger Damage,Threat Control,Resonant,Critical Timing,Standard affix: modest Critical Timing bonus appropriate for level 3.,Monster Drop,Drops from level-3 Siphon-Ticks variants in Raid-Rush Choke Points; component: siphon glands.,The Raid-Rush Choke Points,Siphon-Ticks,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 3 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0121,Plain Urban Sprawl Ash-Tanned Afterimage Boots of EMP Resistance,Standard / Non-Godly,,3,Common,1,32,Armor,Feet,Boots,Light,,0,0,13,1,9,Critical Chance,Aether,Critical Chance,Phantom-Shift,EMP Resistance,Standard affix: modest EMP Resistance bonus appropriate for level 3.,Monster Drop,Drops from level-3 Grid-Rushers variants in Urban Sprawl; component: rush-core filaments.,The Urban Sprawl,Grid-Rushers,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 3 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0126,Plain Emerald Canopy Sanctuary Tinplate Acoustic Thermal Scepter of Afterimage Echo,Standard / Non-Godly,,3,Common,1,35,Weapon,Caster Weapon,Thermal Scepter,None,Medium,12,18,0,0,4,Combo Decay Resistance,Flux Charge Gain,Protocol Rating,Resonant,Afterimage Echo,Standard affix: modest Afterimage Echo bonus appropriate for level 3.,Monster Drop,Drops from level-3 Gnarl-Maws variants in Emerald Canopy Sanctuary; component: gnarl-hide plates.,The Emerald Canopy Sanctuary,Gnarl-Maws,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 3 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0131,Plain Emerald Canopy Sanctuary Civic Iron Chrono Bracers of Evolution Charge,Standard / Non-Godly,,3,Common,1,30,Armor,Wrists,Bracers,Light,,0,0,10,1,8,Focus,Agility,Might,Phantom-Shift,Evolution Charge,Standard affix: modest Evolution Charge bonus appropriate for level 3.,Monster Drop,Drops from level-3 Scrap-Phalanx variants in Emerald Canopy Sanctuary; component: phalanx shield scrap.,The Emerald Canopy Sanctuary,Scrap-Phalanx,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 3 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0140,Tuned Pachyderm Sanctuaries Aether-Wood Seismic Mask of Dream Memory,Standard / Non-Godly,,3,Uncommon,2,40,Armor,Head,Mask,Light,,0,0,15,1,11,Scrap Charge Gain,Combo Decay Resistance,Resonance,Kinetic Juggernaut,Dream Memory,Standard affix: modest Dream Memory bonus appropriate for level 3.,Monster Drop,Drops from level-3 Siphon-Ticks variants in Pachyderm Sanctuaries; component: siphon glands.,The Pachyderm Sanctuaries,Siphon-Ticks,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 3 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0145,Tuned Urban Sprawl Ash-Tanned Chimera Warhammer of Protocol Revision,Standard / Non-Godly,,3,Uncommon,2,43,Weapon,Two-Hand Weapon,Warhammer,None,Slow,19,29,0,0,5,Armor Pierce,Protocol Rating,Perfect Parry Window,Apex Mutator,Protocol Revision,Standard affix: modest Protocol Revision bonus appropriate for level 3.,Monster Drop,Drops from level-3 Grid-Rushers variants in Urban Sprawl; component: rush-core filaments.,The Urban Sprawl,Grid-Rushers,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 3 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0146,Tuned Central Pillar Gridglass Tuning Sonic Maul of Critical Timing,Standard / Non-Godly,,3,Uncommon,2,45,Weapon,Two-Hand Weapon,Sonic Maul,None,Slow,18,27,0,0,5,Shield Break,Command Point Gain,Agility,Resonant,Critical Timing,Standard affix: modest Critical Timing bonus appropriate for level 3.,Monster Drop,Drops from level-3 Gnarl-Maws variants in Central Pillar; component: gnarl-hide plates.,The Central Pillar / Star-Elevator Core,Gnarl-Maws,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 3 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0152,Plain Pachyderm Sanctuaries Ash-Tanned Protocol Glaive of Mirror Deflection,Standard / Non-Godly,,4,Common,1,44,Weapon,Two-Hand Weapon,Glaive,None,Medium,16,24,0,0,5,Focus,Might,Perfect Parry Window,Protocol Weaver,Mirror Deflection,Standard affix: modest Mirror Deflection bonus appropriate for level 4.,Monster Drop,Drops from level-4 Grid-Rushers variants in Pachyderm Sanctuaries; component: rush-core filaments.,The Pachyderm Sanctuaries,Grid-Rushers,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0158,Plain Zenith Spire Wirehide Seismic Visor of Flow Retention,Standard / Non-Godly,,4,Common,1,41,Armor,Head,Visor,Light,,0,0,14,1,11,Evolution Point Gain,Verdant Point Gain,Armor Pierce,Kinetic Juggernaut,Flow Retention,Standard affix: modest Flow Retention bonus appropriate for level 4.,Monster Drop,Drops from level-4 Scrap-Phalanx variants in Zenith Spire; component: phalanx shield scrap.,The Zenith Spire,Scrap-Phalanx,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0163,Plain Raid-Rush Choke Points Aether-Wood Chimera Rail Rifle of Critical Timing,Standard / Non-Godly,,4,Common,1,44,Weapon,Ranged Weapon,Rail Rifle,None,Slow,18,27,0,0,5,Flux Charge Gain,Might,Command Point Gain,Apex Mutator,Critical Timing,Standard affix: modest Critical Timing bonus appropriate for level 4.,Monster Drop,Drops from level-4 Siphon-Ticks variants in Raid-Rush Choke Points; component: siphon glands.,The Raid-Rush Choke Points,Siphon-Ticks,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0168,Plain Zenith Spire Ash-Tanned Asteroid Cape of EMP Resistance,Standard / Non-Godly,,4,Common,1,39,Armor,Back,Cape,Light,,0,0,10,1,11,Cooldown Recovery,Altitude Charge Gain,Focus,Kinetic Juggernaut,EMP Resistance,Standard affix: modest EMP Resistance bonus appropriate for level 4.,Monster Drop,Drops from level-4 Grid-Rushers variants in Zenith Spire; component: rush-core filaments.,The Zenith Spire,Grid-Rushers,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0173,Plain Raid-Rush Choke Points Tinplate Apex Protocol Blade of Afterimage Echo,Standard / Non-Godly,,4,Common,1,42,Weapon,Main Hand,Protocol Blade,None,Medium,14,21,0,0,5,Agility,Perfect Parry Window,Shield Break,Apex Mutator,Afterimage Echo,Standard affix: modest Afterimage Echo bonus appropriate for level 4.,Monster Drop,Drops from level-4 Gnarl-Maws variants in Raid-Rush Choke Points; component: gnarl-hide plates.,The Raid-Rush Choke Points,Gnarl-Maws,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0174,Plain Emerald Canopy Sanctuary Wirehide Tempo Scrap Cannon of Starwell Sync,Standard / Non-Godly,,4,Common,1,44,Weapon,Heavy Ranged,Scrap Cannon,None,Slow,19,29,0,0,5,Focus,Might,Perfect Parry Window,Resonant,Starwell Sync,Standard affix: modest Starwell Sync bonus appropriate for level 4.,Monster Drop,Drops from level-4 Scrap-Phalanx variants in Emerald Canopy Sanctuary; component: phalanx shield scrap.,The Emerald Canopy Sanctuary,Scrap-Phalanx,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0179,Plain Whispering Glade Aether-Wood Blink Aegis Shield of Scrap Magnetism,Standard / Non-Godly,,4,Common,1,39,Armor,Shield,Aegis Shield,Light,,0,0,29,2,11,Protocol Rating,Altitude Charge Gain,Flux Charge Gain,Phantom-Shift,Scrap Magnetism,Standard affix: modest Scrap Magnetism bonus appropriate for level 4.,Monster Drop,Drops from level-4 Siphon-Ticks variants in Whispering Glade; component: siphon glands.,The Whispering Glade,Siphon-Ticks,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0184,Plain Whispering Glade Ash-Tanned Sub-Bass Glaive of Vault Momentum,Standard / Non-Godly,,4,Common,1,42,Weapon,Two-Hand Weapon,Glaive,None,Medium,16,23,0,0,5,Verdant Point Gain,Perfect Parry Window,Kinetic Charge,Resonant,Vault Momentum,Standard affix: modest Vault Momentum bonus appropriate for level 4.,Monster Drop,Drops from level-4 Grid-Rushers variants in Whispering Glade; component: rush-core filaments.,The Whispering Glade,Grid-Rushers,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0188,Tuned Emerald Canopy Sanctuary Cottonweave Inertia Gauntlets of Flow Retention,Standard / Non-Godly,,4,Uncommon,2,38,Armor,Hands,Gauntlets,Light,,0,0,18,1,11,Armor Pierce,Kinetic Charge,Cooldown Recovery,Kinetic Juggernaut,Flow Retention,Standard affix: modest Flow Retention bonus appropriate for level 4.,Monster Drop,Drops from level-4 Grid-Rushers variants in Emerald Canopy Sanctuary; component: rush-core filaments.,The Emerald Canopy Sanctuary,Grid-Rushers,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 4 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0193,Tuned Emerald Canopy Sanctuary Gridglass Data-Code Battleaxe of Critical Timing,Standard / Non-Godly,,4,Uncommon,2,52,Weapon,Two-Hand Weapon,Battleaxe,None,Slow,22,33,0,0,6,Threat Control,Armor Pierce,Scrap Charge Gain,Apex Mutator,Critical Timing,Standard affix: modest Critical Timing bonus appropriate for level 4.,Monster Drop,Drops from level-4 Gnarl-Maws variants in Emerald Canopy Sanctuary; component: gnarl-hide plates.,The Emerald Canopy Sanctuary,Gnarl-Maws,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 4 weapon tuned for early band enemies; source never requires fighting above the item level.
