item_id,item_name,uniqueness_type,godly_set,required_level,rarity,rarity_rank,item_power,item_category,slot,gear_family,armor_weight_class,weapon_speed,min_damage,max_damage,armor_value,shield_value,health_bonus,primary_stat,secondary_stat,tertiary_stat,class_affinity,combat_hook,affix_or_unique_effect,source_type,source_detail,world_location,source_origin,drop_weight,salvage_output,trade_rule,economy_note,design_note
DF-N-0991,Prismatic Anomaly Ward Mirror-Glass Omega Mantle of Scrap Magnetism,Standard / Non-Godly,,20,Very Rare,4,200,Armor,Shoulders,Mantle,Medium,,0,0,87,14,56,Threat Control,Might,Agility,Apex Mutator,Scrap Magnetism,Very Rare affix: improved Scrap Magnetism stat budget and one utility roll.,Special Event Drop,No-XP special-event loot from empowered Siphon-Ticks variants in Anomaly Ward.,The Anomaly Ward,Siphon-Ticks,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Baseline leveling gear.,Level 20 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0996,Prismatic Abyssal Trench Sapglass Guard Vine Scythe of Vault Momentum,Standard / Non-Godly,,20,Very Rare,4,203,Weapon,Two-Hand Weapon,Vine Scythe,None,Medium,69,110,0,0,24,Fortitude,Altitude Charge Gain,Armor Pierce,Kinetic Juggernaut,Vault Momentum,Very Rare affix: improved Vault Momentum stat budget and one utility roll.,Special Event Drop,No-XP special-event loot from empowered Grid-Rushers variants in Abyssal Trench.,The Abyssal Trench,Grid-Rushers,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Baseline leveling gear.,Level 20 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-1049,Prismatic Syndicate Spire Null-Iron Adaptive Bracers of Phase-Step,Standard / Non-Godly,,21,Very Rare,4,209,Armor,Wrists,Bracers,Medium,,0,0,71,11,59,Critical Chance,Protocol Rating,Might,Apex Mutator,Phase-Step,Very Rare affix: improved Phase-Step stat budget and one utility roll.,Special Event Drop,No-XP special-event loot from empowered Venom-Spitter variants in Syndicate Spire.,The Syndicate Spire,Venom-Spitter,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 21 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-1070,Supercharged Shut-Down Academies Leviathan Pearl Grav-Lift Gauntlets of Tempo Control,Standard / Non-Godly,,22,Super,5,253,Armor,Hands,Gauntlets,Heavy,,0,0,118,19,71,Critical Chance,Kinetic Charge,Perfect Parry Window,Orbital Striker,Tempo Control,Super affix: minor Tempo Control trigger after a perfect parry or vault.,Special Event Drop,No-XP special-event loot from empowered Aegis Carapace variants in Shut-Down Academies.,The Shut-Down Academies,Aegis Carapace,80,Superdense Aether Lattice,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 22 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-1091,Prismatic Anomaly Ward Greenfire Ratchet Exo-Rig of Low-Gravity Lift,Standard / Non-Godly,,22,Very Rare,4,220,Armor,Chest,Exo-Rig,Heavy,,0,0,177,29,62,Flux Charge Gain,Fortitude,Shield Break,Scrap-Tek,Low-Gravity Lift,Very Rare affix: improved Low-Gravity Lift stat budget and one utility roll.,Special Event Drop,No-XP special-event loot from empowered Gnarl-Maws variants in Anomaly Ward.,The Anomaly Ward,Gnarl-Maws,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 22 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-1096,Prismatic Shut-Down Academies Null-Iron Lexicon Scrap Cannon of Phase-Step,Standard / Non-Godly,,22,Very Rare,4,223,Weapon,Heavy Ranged,Scrap Cannon,None,Slow,94,150,0,0,27,Cooldown Recovery,Critical Chance,Altitude Charge Gain,Protocol Weaver,Phase-Step,Very Rare affix: improved Phase-Step stat budget and one utility roll.,Special Event Drop,No-XP special-event loot from empowered Venom-Spitter variants in Shut-Down Academies.,The Shut-Down Academies,Venom-Spitter,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 22 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-1149,Prismatic Shut-Down Academies Leviathan Pearl Magnetic Gauntlets of Hound Latch,Standard / Non-Godly,,23,Very Rare,4,229,Armor,Hands,Gauntlets,Heavy,,0,0,106,17,64,Kinetic Charge,Scrap Charge Gain,Armor Pierce,Scrap-Tek,Hound Latch,Very Rare affix: improved Hound Latch stat budget and one utility roll.,Special Event Drop,No-XP special-event loot from empowered Aegis Carapace variants in Shut-Down Academies.,The Shut-Down Academies,Aegis Carapace,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 23 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-1170,Supercharged Deprecated Repositories Cindervale Steel Sylvan Pauldrons of Sevenfold Counter,Standard / Non-Godly,,24,Super,5,276,Armor,Shoulders,Pauldrons,Heavy,,0,0,163,26,77,Kinetic Charge,Altitude Charge Gain,Critical Chance,Sylvan Warden,Sevenfold Counter,Super affix: minor Sevenfold Counter trigger after a perfect parry or vault.,Special Event Drop,No-XP special-event loot from empowered Scrap-Phalanx variants in Deprecated Repositories.,The Deprecated Repositories,Scrap-Phalanx,80,Superdense Aether Lattice,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 24 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-1191,Prismatic Anomaly Ward Pressure-Sealed Flux Chestplate of Dawnforge Resolve,Standard / Non-Godly,,24,Very Rare,4,239,Armor,Chest,Chestplate,Heavy,,0,0,230,37,67,Resonance,Evolution Point Gain,Scrap Charge Gain,Flux-Caster,Dawnforge Resolve,Very Rare affix: improved Dawnforge Resolve stat budget and one utility roll.,Special Event Drop,No-XP special-event loot from empowered Tremor-Fiend variants in Anomaly Ward.,The Anomaly Ward,Tremor-Fiend,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 24 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-1196,Prismatic EPI-Center Leviathan Pearl Altitude Bracers of Hound Latch,Standard / Non-Godly,,24,Very Rare,4,238,Armor,Wrists,Bracers,Medium,,0,0,81,13,67,Altitude Charge Gain,Cooldown Recovery,Fortitude,Orbital Striker,Hound Latch,Very Rare affix: improved Hound Latch stat budget and one utility roll.,Special Event Drop,No-XP special-event loot from empowered Aegis Carapace variants in EPI-Center.,The EPI-Center,Aegis Carapace,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 24 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-1202,Legend-Wrought EPI-Center Mirror-Glass Resonant Battleaxe of Low-Gravity Lift,Standard / Non-Godly,,25,Legend,6,346,Weapon,Two-Hand Weapon,Battleaxe,None,Slow,135,226,0,0,42,Shield Break,Command Point Gain,Agility,Resonant,Low-Gravity Lift,High-tier non-unique affix: +3 Low-Gravity Lift stack(s) after a 25-hit combo; cannot exceed Godly unique mechanics.,Special Event Drop,No-XP special-event loot from empowered Siphon-Ticks variants in EPI-Center.,The EPI-Center,Siphon-Ticks,18,Legend Shard,Bind on pickup / limited trade window,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 25 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-1249,Prismatic Lunar Readiness Base Cindervale Steel Thermal Pauldrons of Briar Binding,Standard / Non-Godly,,25,Very Rare,4,249,Armor,Shoulders,Pauldrons,Heavy,,0,0,147,24,70,Perfect Parry Window,Stagger Damage,Altitude Charge Gain,Flux-Caster,Briar Binding,Very Rare affix: improved Briar Binding stat budget and one utility roll.,Special Event Drop,No-XP special-event loot from empowered Scrap-Phalanx variants in Lunar Readiness Base.,The Lunar Readiness Base,Scrap-Phalanx,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 25 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-1270,Supercharged Raid-Rush Choke Points Dreamglass Tempo Void Chakrams of Thermal Shock,Standard / Non-Godly,,26,Super,5,302,Weapon,Thrown Weapon,Void Chakrams,None,Fast,87,142,0,0,36,Perfect Parry Window,Critical Chance,Evolution Point Gain,Resonant,Thermal Shock,Super affix: minor Thermal Shock trigger after a perfect parry or vault.,Special Event Drop,No-XP special-event loot from empowered Nexus Warden variants in Raid-Rush Choke Points.,The Raid-Rush Choke Points,Nexus Warden,80,Superdense Aether Lattice,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 26 weapon tuned for late band enemies; source never requires fighting above the item level.
DF-N-1275,Supercharged Shut-Down Academies Astral Bone Blink Belt of Projectile Reversal,Standard / Non-Godly,,26,Super,5,297,Armor,Waist,Belt,Medium,,0,0,92,15,83,Aether,Focus,Agility,Phantom-Shift,Projectile Reversal,Super affix: minor Projectile Reversal trigger after a perfect parry or vault.,Special Event Drop,No-XP special-event loot from empowered Gnarl-Maws variants in Shut-Down Academies.,The Shut-Down Academies,Gnarl-Maws,80,Superdense Aether Lattice,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 26 armor tuned for late band enemies; source never requires fighting above the item level.
DF-N-1291,Prismatic Zenith Spire Astral Bone K-0NG Flux Staff of Aerial Juggle,Standard / Non-Godly,,26,Very Rare,4,263,Weapon,Two-Hand Focus,Flux Staff,None,Medium,90,142,0,0,32,Combo Decay Resistance,Verdant Point Gain,Resonance,Packmaster,Aerial Juggle,Very Rare affix: improved Aerial Juggle stat budget and one utility roll.,Special Event Drop,No-XP special-event loot from empowered Aegis Carapace variants in Zenith Spire.,The Zenith Spire,Aegis Carapace,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 26 weapon tuned for late band enemies; source never requires fighting above the item level.
DF-N-1296,Prismatic Anomaly Ward Eclipse-Hardened World-Tree Gauntlets of Briar Binding,Standard / Non-Godly,,26,Very Rare,4,258,Armor,Hands,Gauntlets,Heavy,,0,0,120,19,72,Focus,Might,Perfect Parry Window,Sylvan Warden,Briar Binding,Very Rare affix: improved Briar Binding stat budget and one utility roll.,Special Event Drop,No-XP special-event loot from empowered Nexus Warden variants in Anomaly Ward.,The Anomaly Ward,Nexus Warden,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 26 armor tuned for late band enemies; source never requires fighting above the item level.
DF-N-1302,Legend-Wrought Urban Sprawl Starwell Alloy Inertia Thermal Scepter of Dawnforge Resolve,Standard / Non-Godly,,27,Legend,6,361,Weapon,Caster Weapon,Thermal Scepter,None,Medium,113,190,0,0,43,Command Point Gain,Flux Charge Gain,Shield Break,Kinetic Juggernaut,Dawnforge Resolve,High-tier non-unique affix: +3 Dawnforge Resolve stack(s) after a 25-hit combo; cannot exceed Godly unique mechanics.,Special Event Drop,No-XP special-event loot from empowered Siphon-Ticks variants in Urban Sprawl.,The Urban Sprawl,Siphon-Ticks,18,Legend Shard,Bind on pickup / limited trade window,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 27 weapon tuned for late band enemies; source never requires fighting above the item level.
DF-N-1333,Ancient Zenith Spire Dreamglass Chrono Boots of Protocol Revision,Standard / Non-Godly,,27,Ancient,7,424,Armor,Feet,Boots,Heavy,,0,0,171,28,119,Cooldown Recovery,Command Point Gain,Might,Phantom-Shift,Protocol Revision,High-tier non-unique affix: +4 Protocol Revision stack(s) after a 25-hit combo; cannot exceed Godly unique mechanics.,Special Event Drop,No-XP special-event loot from empowered Nexus Swarmers variants in Zenith Spire.,The Zenith Spire,Nexus Swarmers,6,Ancient Memory-Iron,Bind on pickup / limited trade window,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 27 armor tuned for late band enemies; source never requires fighting above the item level.
DF-N-1349,Prismatic Anomaly Ward Dreamglass Latch Command Whistle of Evolution Charge,Standard / Non-Godly,,27,Very Rare,4,272,Weapon,Handler Focus,Command Whistle,None,Medium,62,98,0,0,33,Verdant Point Gain,Combo Decay Resistance,Fortitude,Packmaster,Evolution Charge,Very Rare affix: improved Evolution Charge stat budget and one utility roll.,Special Event Drop,No-XP special-event loot from empowered Sylvan Juggernaut variants in Anomaly Ward.,The Anomaly Ward,Sylvan Juggernaut,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 27 weapon tuned for late band enemies; source never requires fighting above the item level.
DF-N-1370,Supercharged Urban Sprawl Prismatic Data Asteroid Tuning-Fork Blade of Mirror Deflection,Standard / Non-Godly,,28,Super,5,324,Weapon,Main Hand,Tuning-Fork Blade,None,Medium,105,172,0,0,39,Verdant Point Gain,Cooldown Recovery,Focus,Kinetic Juggernaut,Mirror Deflection,Super affix: minor Mirror Deflection trigger after a perfect parry or vault.,Special Event Drop,No-XP special-event loot from empowered Tremor-Fiend variants in Urban Sprawl.,The Urban Sprawl,Tremor-Fiend,80,Superdense Aether Lattice,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 28 weapon tuned for late band enemies; source never requires fighting above the item level.
DF-N-1375,Supercharged Syndicate Spire Void-Touched Apex Gloves of Dream Memory,Standard / Non-Godly,,28,Super,5,319,Armor,Hands,Gloves,Heavy,,0,0,109,18,89,Shield Break,Kinetic Charge,Shield Break,Apex Mutator,Dream Memory,Super affix: minor Dream Memory trigger after a perfect parry or vault.,Special Event Drop,No-XP special-event loot from empowered Void Anomaly variants in Syndicate Spire.,The Syndicate Spire,Void Anomaly,80,Superdense Aether Lattice,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 28 armor tuned for late band enemies; source never requires fighting above the item level.
DF-N-1391,Prismatic Lunar Readiness Base Void-Touched Void Greatsword of Afterimage Echo,Standard / Non-Godly,,28,Very Rare,4,283,Weapon,Two-Hand Weapon,Greatsword,None,Slow,117,187,0,0,34,Scrap Charge Gain,Armor Pierce,Threat Control,Phantom-Shift,Afterimage Echo,Very Rare affix: improved Afterimage Echo stat budget and one utility roll.,Special Event Drop,No-XP special-event loot from empowered Scrap-Phalanx variants in Lunar Readiness Base.,The Lunar Readiness Base,Scrap-Phalanx,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 28 weapon tuned for late band enemies; source never requires fighting above the item level.
DF-N-1396,Prismatic Urban Sprawl Dreamglass Resonant Pauldrons of Evolution Charge,Standard / Non-Godly,,28,Very Rare,4,278,Armor,Shoulders,Pauldrons,Heavy,,0,0,164,26,78,Armor Pierce,Fortitude,Critical Chance,Resonant,Evolution Charge,Very Rare affix: improved Evolution Charge stat budget and one utility roll.,Special Event Drop,No-XP special-event loot from empowered Tremor-Fiend variants in Urban Sprawl.,The Urban Sprawl,Tremor-Fiend,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 28 armor tuned for late band enemies; source never requires fighting above the item level.
DF-N-1402,Legend-Wrought Urban Sprawl Ancient Ironbark Red-Pen Mask of Aerial Juggle,Standard / Non-Godly,,29,Legend,6,383,Armor,Head,Mask,Heavy,,0,0,142,23,107,Agility,Shield Break,Scrap Charge Gain,Protocol Weaver,Aerial Juggle,High-tier non-unique affix: +3 Aerial Juggle stack(s) after a 25-hit combo; cannot exceed Godly unique mechanics.,Special Event Drop,No-XP special-event loot from empowered Gnarl-Maws variants in Urban Sprawl.,The Urban Sprawl,Gnarl-Maws,18,Legend Shard,Bind on pickup / limited trade window,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 29 armor tuned for late band enemies; source never requires fighting above the item level.
DF-N-1433,Ancient Planet Defense Perimeter Prismatic Data Omega Greaves of EMP Resistance,Standard / Non-Godly,,29,Ancient,7,454,Armor,Legs,Greaves,Heavy,,0,0,281,45,127,Altitude Charge Gain,Flux Charge Gain,Armor Pierce,Apex Mutator,EMP Resistance,High-tier non-unique affix: +4 EMP Resistance stack(s) after a 25-hit combo; cannot exceed Godly unique mechanics.,Special Event Drop,No-XP special-event loot from empowered Venom-Spitter variants in Planet Defense Perimeter.,The Planet Defense Perimeter,Venom-Spitter,6,Ancient Memory-Iron,Bind on pickup / limited trade window,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 29 armor tuned for late band enemies; source never requires fighting above the item level.
DF-N-1449,Prismatic Anomaly Ward Prismatic Data Phantom Vine Scythe of Vault Momentum,Standard / Non-Godly,,29,Very Rare,4,292,Weapon,Two-Hand Weapon,Vine Scythe,None,Medium,99,158,0,0,35,Fortitude,Agility,Perfect Parry Window,Phantom-Shift,Vault Momentum,Very Rare affix: improved Vault Momentum stat budget and one utility roll.,Special Event Drop,No-XP special-event loot from empowered Nexus Warden variants in Anomaly Ward.,The Anomaly Ward,Nexus Warden,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 29 weapon tuned for late band enemies; source never requires fighting above the item level.
DF-N-1454,Prismatic Marlowe Editing Protocol Dawnforge Tempered Thruster Bracers of Briar Binding,Standard / Non-Godly,,30,Very Rare,4,290,Armor,Wrists,Bracers,Medium,,0,0,99,16,81,Altitude Charge Gain,Verdant Point Gain,Critical Chance,Orbital Striker,Briar Binding,Very Rare affix: improved Briar Binding stat budget and one utility roll.,Special Event Drop,No-XP special-event loot from empowered Scrap-Phalanx variants in Marlowe Editing Protocol.,The Marlowe Editing Protocol,Scrap-Phalanx,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 30 armor tuned for late band enemies; source never requires fighting above the item level.
DF-N-1491,Supercharged Lunar Readiness Base Starwell Alloy Adaptive Cloak of Scrap Magnetism,Standard / Non-Godly,,30,Super,5,340,Armor,Back,Cloak,Medium,,0,0,95,15,95,Aether,Perfect Parry Window,Stagger Damage,Apex Mutator,Scrap Magnetism,Super affix: minor Scrap Magnetism trigger after a perfect parry or vault.,Special Event Drop,No-XP special-event loot from empowered Grid-Rushers variants in Lunar Readiness Base.,The Lunar Readiness Base,Grid-Rushers,80,Superdense Aether Lattice,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 30 armor tuned for late band enemies; source never requires fighting above the item level.
DF-N-1512,Prismatic Raid-Rush Choke Points Ancient Ironbark Grav-Lift Legwraps of Sonic Reverb,Standard / Non-Godly,,31,Very Rare,4,300,Armor,Legs,Legwraps,Heavy,,0,0,130,21,84,Aether,Combo Decay Resistance,Flux Charge Gain,Orbital Striker,Sonic Reverb,Very Rare affix: improved Sonic Reverb stat budget and one utility roll.,Special Event Drop,No-XP special-event loot from empowered Nexus Warden variants in Raid-Rush Choke Points.,The Raid-Rush Choke Points,Nexus Warden,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 31 armor tuned for late band enemies; source never requires fighting above the item level.
DF-N-1517,Prismatic Infinite Archives Dawnforge Tempered Ignition Scrap Cannon of Flow Retention,Standard / Non-Godly,,31,Very Rare,4,314,Weapon,Heavy Ranged,Scrap Cannon,None,Slow,132,211,0,0,38,Evolution Point Gain,Protocol Rating,Kinetic Charge,Flux-Caster,Flow Retention,Very Rare affix: improved Flow Retention stat budget and one utility roll.,Special Event Drop,No-XP special-event loot from empowered Gnarl-Maws variants in Infinite Archives.,The Infinite Archives,Gnarl-Maws,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 31 weapon tuned for late band enemies; source never requires fighting above the item level.
DF-N-1538,Supercharged Urban Sprawl Starwell Alloy Lexicon Rail Rifle of Scrap Magnetism,Standard / Non-Godly,,31,Super,5,355,Weapon,Ranged Weapon,Rail Rifle,None,Slow,138,226,0,0,43,Protocol Rating,Resonance,Aether,Protocol Weaver,Scrap Magnetism,Super affix: minor Scrap Magnetism trigger after a perfect parry or vault.,Special Event Drop,No-XP special-event loot from empowered Nexus Warden variants in Urban Sprawl.,The Urban Sprawl,Nexus Warden,80,Superdense Aether Lattice,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 31 weapon tuned for late band enemies; source never requires fighting above the item level.
DF-N-1549,Ancient Alternating Archives Dawnforge Tempered Alpha Helm of Phase-Step,Standard / Non-Godly,,31,Ancient,7,484,Armor,Head,Helm,Heavy,,0,0,225,36,136,Cooldown Recovery,Resonance,Critical Chance,Apex Mutator,Phase-Step,High-tier non-unique affix: +4 Phase-Step stack(s) after a 25-hit combo; cannot exceed Godly unique mechanics.,Special Event Drop,No-XP special-event loot from empowered Tremor-Fiend variants in Alternating Archives.,The Alternating Archives,Tremor-Fiend,6,Ancient Memory-Iron,Bind on pickup / limited trade window,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 31 armor tuned for late band enemies; source never requires fighting above the item level.
