item_id,item_name,uniqueness_type,godly_set,required_level,rarity,rarity_rank,item_power,item_category,slot,gear_family,armor_weight_class,weapon_speed,min_damage,max_damage,armor_value,shield_value,health_bonus,primary_stat,secondary_stat,tertiary_stat,class_affinity,combat_hook,affix_or_unique_effect,source_type,source_detail,world_location,source_origin,drop_weight,salvage_output,trade_rule,economy_note,design_note
DF-N-0992,Prismatic Abyssal Trench Leviathan Pearl Acoustic Greaves of Combo Grace,Standard / Non-Godly,,20,Very Rare,4,202,Armor,Legs,Greaves,Heavy,,0,0,125,20,57,Might,Focus,Fortitude,Resonant,Combo Grace,Very Rare affix: improved Combo Grace stat budget and one utility roll.,Boss Drop,Low-weight drop from Resonance Maestro remnant encounter when fought at or above level 12.,The Abyssal Trench,Resonance Maestro,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Baseline leveling gear.,Level 20 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-0997,Prismatic Resonant Peaks Greenfire Chrono Flux Staff of Low-Gravity Lift,Standard / Non-Godly,,20,Very Rare,4,205,Weapon,Two-Hand Focus,Flux Staff,None,Medium,70,111,0,0,25,Resonance,Verdant Point Gain,Combo Decay Resistance,Phantom-Shift,Low-Gravity Lift,Very Rare affix: improved Low-Gravity Lift stat budget and one utility roll.,Boss Drop,Low-weight drop from Resonance Maestro remnant encounter when fought at or above level 12.,The Resonant Peaks,Resonance Maestro,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Baseline leveling gear.,Level 20 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-1020,Supercharged Deprecated Repositories Greenfire Reverb Gloves of Dawnforge Resolve,Standard / Non-Godly,,21,Super,5,237,Armor,Hands,Gloves,Medium,,0,0,81,13,66,Protocol Rating,Stagger Damage,Agility,Resonant,Dawnforge Resolve,Super affix: minor Dawnforge Resolve trigger after a perfect parry or vault.,Boss Drop,Low-weight drop from Resonant Behemoth remnant encounter when fought at or above level 8.,The Deprecated Repositories,Resonant Behemoth,80,Superdense Aether Lattice,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 21 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-1021,Supercharged Resonant Peaks Cindervale Steel Den Boots of Protocol Revision,Standard / Non-Godly,,21,Super,5,239,Armor,Feet,Boots,Medium,,0,0,96,16,67,Evolution Point Gain,Shield Break,Fortitude,Packmaster,Protocol Revision,Super affix: minor Protocol Revision trigger after a perfect parry or vault.,Boss Drop,Low-weight drop from Resonance Maestro remnant encounter when fought at or above level 12.,The Resonant Peaks,Resonance Maestro,80,Superdense Aether Lattice,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 21 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-1073,Supercharged Anomaly Ward Pressure-Sealed Void Exo-Rig of Aerial Juggle,Standard / Non-Godly,,22,Super,5,248,Armor,Chest,Exo-Rig,Heavy,,0,0,200,32,69,Shield Break,Verdant Point Gain,Protocol Rating,Phantom-Shift,Aerial Juggle,Super affix: minor Aerial Juggle trigger after a perfect parry or vault.,Boss Drop,Low-weight drop from Ivory Behemoth remnant encounter when fought at or above level 4.,The Anomaly Ward,Ivory Behemoth,80,Superdense Aether Lattice,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 22 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-1092,Prismatic EPI-Center Cindervale Steel Kinetic Bracers of Kinetic Absorption,Standard / Non-Godly,,22,Very Rare,4,222,Armor,Wrists,Bracers,Medium,,0,0,76,12,62,Critical Chance,Kinetic Charge,Perfect Parry Window,Kinetic Juggernaut,Kinetic Absorption,Very Rare affix: improved Kinetic Absorption stat budget and one utility roll.,Boss Drop,Low-weight drop from Null Anomaly remnant encounter when fought at or above level 20.,The EPI-Center,Null Anomaly,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 22 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-1097,Prismatic Deprecated Repositories Pressure-Sealed Omega Greatsword of Dawnforge Resolve,Standard / Non-Godly,,22,Very Rare,4,225,Weapon,Two-Hand Weapon,Greatsword,None,Slow,93,149,0,0,27,Combo Decay Resistance,Armor Pierce,Flux Charge Gain,Apex Mutator,Dawnforge Resolve,Very Rare affix: improved Dawnforge Resolve stat budget and one utility roll.,Boss Drop,Low-weight drop from Null Anomaly remnant encounter when fought at or above level 20.,The Deprecated Repositories,Null Anomaly,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 22 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-1120,Supercharged Deprecated Repositories Pressure-Sealed Guard Mantle of Aerial Juggle,Standard / Non-Godly,,23,Super,5,259,Armor,Shoulders,Mantle,Heavy,,0,0,112,18,73,Threat Control,Combo Decay Resistance,Shield Break,Kinetic Juggernaut,Aerial Juggle,Super affix: minor Aerial Juggle trigger after a perfect parry or vault.,Boss Drop,Low-weight drop from Apex Chimera remnant encounter when fought at or above level 16.,The Deprecated Repositories,Apex Chimera,80,Superdense Aether Lattice,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 23 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-1121,Supercharged EPI-Center Sapglass Chrono Greaves of EMP Resistance,Standard / Non-Godly,,23,Super,5,261,Armor,Legs,Greaves,Heavy,,0,0,162,26,73,Might,Threat Control,Perfect Parry Window,Phantom-Shift,EMP Resistance,Super affix: minor EMP Resistance trigger after a perfect parry or vault.,Boss Drop,Low-weight drop from Null Anomaly remnant encounter when fought at or above level 20.,The EPI-Center,Null Anomaly,80,Superdense Aether Lattice,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 23 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-1168,Supercharged Lunar Readiness Base Sapglass Haymaker Boots of EMP Resistance,Standard / Non-Godly,,24,Super,5,272,Armor,Feet,Boots,Heavy,,0,0,110,18,76,Fortitude,Kinetic Charge,Evolution Point Gain,Kinetic Juggernaut,EMP Resistance,Super affix: minor EMP Resistance trigger after a perfect parry or vault.,Boss Drop,Low-weight drop from Resonance Maestro remnant encounter when fought at or above level 12.,The Lunar Readiness Base,Resonance Maestro,80,Superdense Aether Lattice,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 24 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-1173,Supercharged Voyage Incubator Moon-Silver Adaptive Crossbow of Afterimage Echo,Standard / Non-Godly,,24,Super,5,275,Weapon,Ranged Weapon,Crossbow,None,Medium,90,148,0,0,33,Command Point Gain,Armor Pierce,Agility,Apex Mutator,Afterimage Echo,Super affix: minor Afterimage Echo trigger after a perfect parry or vault.,Boss Drop,Low-weight drop from Resonance Maestro remnant encounter when fought at or above level 12.,The Voyage Incubator,Resonance Maestro,80,Superdense Aether Lattice,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 24 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-1192,Prismatic Marlowe Editing Protocol Sapglass Syntax One-Hand Sword of Protocol Revision,Standard / Non-Godly,,24,Very Rare,4,245,Weapon,Main Hand,One-Hand Sword,None,Medium,79,126,0,0,29,Kinetic Charge,Altitude Charge Gain,Critical Chance,Protocol Weaver,Protocol Revision,Very Rare affix: improved Protocol Revision stat budget and one utility roll.,Boss Drop,Low-weight drop from Resonant Behemoth remnant encounter when fought at or above level 8.,The Marlowe Editing Protocol,Resonant Behemoth,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 24 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-1197,Prismatic EPI-Center Moon-Silver Ratchet Cloak of Aerial Juggle,Standard / Non-Godly,,24,Very Rare,4,240,Armor,Back,Cloak,Medium,,0,0,67,11,67,Scrap Charge Gain,Perfect Parry Window,Protocol Rating,Scrap-Tek,Aerial Juggle,Very Rare affix: improved Aerial Juggle stat budget and one utility roll.,Boss Drop,Low-weight drop from Resonant Behemoth remnant encounter when fought at or above level 8.,The EPI-Center,Resonant Behemoth,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 24 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-1199,Legend-Wrought Alternating Archives Pressure-Sealed Afterimage Mantle of Leviathan Pressure,Standard / Non-Godly,,24,Legend,6,329,Armor,Shoulders,Mantle,Heavy,,0,0,143,23,92,Flux Charge Gain,Focus,Flux Charge Gain,Phantom-Shift,Leviathan Pressure,High-tier non-unique affix: +3 Leviathan Pressure stack(s) after a 25-hit combo; cannot exceed Godly unique mechanics.,Boss Drop,Low-weight drop from Apex Chimera remnant encounter when fought at or above level 16.,The Alternating Archives,Apex Chimera,18,Legend Shard,Bind on pickup / limited trade window,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 24 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-1220,Supercharged Syndicate Spire Moon-Silver Lexicon Exo-Rig of Afterimage Echo,Standard / Non-Godly,,25,Super,5,281,Armor,Chest,Exo-Rig,Heavy,,0,0,226,37,79,Flux Charge Gain,Agility,Scrap Charge Gain,Protocol Weaver,Afterimage Echo,Super affix: minor Afterimage Echo trigger after a perfect parry or vault.,Boss Drop,Low-weight drop from Apex Chimera remnant encounter when fought at or above level 16.,The Syndicate Spire,Apex Chimera,80,Superdense Aether Lattice,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 25 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-1221,Supercharged Zenith Spire Null-Iron Omega Magnetic Grapple Gauntlet of Starwell Sync,Standard / Non-Godly,,25,Super,5,287,Weapon,Arm Weapon,Magnetic Grapple Gauntlet,None,Fast,81,132,0,0,34,Critical Chance,Aether,Critical Chance,Apex Mutator,Starwell Sync,Super affix: minor Starwell Sync trigger after a perfect parry or vault.,Boss Drop,Low-weight drop from Null Anomaly remnant encounter when fought at or above level 20.,The Zenith Spire,Null Anomaly,80,Superdense Aether Lattice,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 25 weapon tuned for mid band enemies; source never requires fighting above the item level.
DF-N-1226,Supercharged Deprecated Repositories Mirror-Glass Guard Aegis Shield of Scrap Magnetism,Standard / Non-Godly,,25,Super,5,282,Armor,Shield,Aegis Shield,Heavy,,0,0,210,34,79,Combo Decay Resistance,Flux Charge Gain,Protocol Rating,Kinetic Juggernaut,Scrap Magnetism,Super affix: minor Scrap Magnetism trigger after a perfect parry or vault.,Boss Drop,Low-weight drop from Apex Chimera remnant encounter when fought at or above level 16.,The Deprecated Repositories,Apex Chimera,80,Superdense Aether Lattice,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 25 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-1250,Prismatic Shut-Down Academies Mirror-Glass Front-Matter Belt of Afterimage Echo,Standard / Non-Godly,,25,Very Rare,4,251,Armor,Waist,Belt,Medium,,0,0,78,13,70,Threat Control,Shield Break,Flux Charge Gain,Protocol Weaver,Afterimage Echo,Very Rare affix: improved Afterimage Echo stat budget and one utility roll.,Boss Drop,Low-weight drop from Apex Chimera remnant encounter when fought at or above level 16.,The Shut-Down Academies,Apex Chimera,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 25 armor tuned for mid band enemies; source never requires fighting above the item level.
DF-N-1251,Legend-Wrought Syndicate Spire Astral Bone Den Flux Staff of Dream Memory,Standard / Non-Godly,,26,Legend,6,351,Weapon,Two-Hand Focus,Flux Staff,None,Medium,116,194,0,0,42,Agility,Perfect Parry Window,Shield Break,Packmaster,Dream Memory,High-tier non-unique affix: +3 Dream Memory stack(s) after a 25-hit combo; cannot exceed Godly unique mechanics.,Boss Drop,Low-weight drop from Ascendant Colossus remnant encounter when fought at or above level 25.,The Syndicate Spire,Ascendant Colossus,18,Legend Shard,Bind on pickup / limited trade window,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 26 weapon tuned for late band enemies; source never requires fighting above the item level.
DF-N-1273,Supercharged Urban Sprawl Void-Touched Magnetic Gravity Lance of Scrap Magnetism,Standard / Non-Godly,,26,Super,5,297,Weapon,Two-Hand Weapon,Gravity Lance,None,Medium,106,173,0,0,36,Agility,Perfect Parry Window,Shield Break,Scrap-Tek,Scrap Magnetism,Super affix: minor Scrap Magnetism trigger after a perfect parry or vault.,Boss Drop,Low-weight drop from Apex Chimera remnant encounter when fought at or above level 16.,The Urban Sprawl,Apex Chimera,80,Superdense Aether Lattice,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 26 weapon tuned for late band enemies; source never requires fighting above the item level.
DF-N-1283,Ancient EPI-Center Astral Bone Scrap Flux Staff of Siphon Guard,Standard / Non-Godly,,26,Ancient,7,407,Weapon,Two-Hand Focus,Flux Staff,None,Medium,132,227,0,0,49,Scrap Charge Gain,Cooldown Recovery,Aether,Scrap-Tek,Siphon Guard,High-tier non-unique affix: +4 Siphon Guard stack(s) after a 25-hit combo; cannot exceed Godly unique mechanics.,Boss Drop,Low-weight drop from Resonant Behemoth remnant encounter when fought at or above level 8.,The EPI-Center,Resonant Behemoth,6,Ancient Memory-Iron,Bind on pickup / limited trade window,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 26 weapon tuned for late band enemies; source never requires fighting above the item level.
DF-N-1292,Prismatic Lunar Readiness Base Prismatic Data Exosphere Pulse Pistols of EMP Resistance,Standard / Non-Godly,,26,Very Rare,4,265,Weapon,Dual Ranged,Pulse Pistols,None,Fast,70,112,0,0,32,Perfect Parry Window,Critical Chance,Evolution Point Gain,Orbital Striker,EMP Resistance,Very Rare affix: improved EMP Resistance stat budget and one utility roll.,Boss Drop,Low-weight drop from Null Anomaly remnant encounter when fought at or above level 20.,The Lunar Readiness Base,Null Anomaly,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 26 weapon tuned for late band enemies; source never requires fighting above the item level.
DF-N-1297,Prismatic Pocket-Monster Data Plains Void-Touched Flux Legwraps of Afterimage Echo,Standard / Non-Godly,,26,Very Rare,4,260,Armor,Legs,Legwraps,Heavy,,0,0,113,18,73,Aether,Focus,Agility,Flux-Caster,Afterimage Echo,Very Rare affix: improved Afterimage Echo stat budget and one utility roll.,Boss Drop,Low-weight drop from Apex Chimera remnant encounter when fought at or above level 16.,The Pocket-Monster Data Plains,Apex Chimera,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 26 armor tuned for late band enemies; source never requires fighting above the item level.
DF-N-1320,Supercharged Zenith Spire Void-Touched Altitude Data-Katana of Scrap Magnetism,Standard / Non-Godly,,27,Super,5,308,Weapon,Main Hand,Data-Katana,None,Fast,94,154,0,0,37,Resonance,Resonance,Resonance,Orbital Striker,Scrap Magnetism,Super affix: minor Scrap Magnetism trigger after a perfect parry or vault.,Boss Drop,Low-weight drop from Apex Chimera remnant encounter when fought at or above level 16.,The Zenith Spire,Apex Chimera,80,Superdense Aether Lattice,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 27 weapon tuned for late band enemies; source never requires fighting above the item level.
DF-N-1321,Supercharged Anomaly Ward Dawnforge Tempered Ratchet Warhammer of Combo Grace,Standard / Non-Godly,,27,Super,5,310,Weapon,Two-Hand Weapon,Warhammer,None,Slow,133,216,0,0,37,Kinetic Charge,Protocol Rating,Evolution Point Gain,Scrap-Tek,Combo Grace,Super affix: minor Combo Grace trigger after a perfect parry or vault.,Boss Drop,Low-weight drop from Null Anomaly remnant encounter when fought at or above level 20.,The Anomaly Ward,Null Anomaly,80,Superdense Aether Lattice,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 27 weapon tuned for late band enemies; source never requires fighting above the item level.
DF-N-1326,Supercharged Raid-Rush Choke Points Starwell Alloy Lexicon Cloak of Low-Gravity Lift,Standard / Non-Godly,,27,Super,5,305,Armor,Back,Cloak,Medium,,0,0,85,14,85,Scrap Charge Gain,Shield Break,Agility,Protocol Weaver,Low-Gravity Lift,Super affix: minor Low-Gravity Lift trigger after a perfect parry or vault.,Boss Drop,Low-weight drop from Apex Chimera remnant encounter when fought at or above level 16.,The Raid-Rush Choke Points,Apex Chimera,80,Superdense Aether Lattice,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 27 armor tuned for late band enemies; source never requires fighting above the item level.
DF-N-1350,Prismatic Anomaly Ward Starwell Alloy Orbital Thermal Scepter of Scrap Magnetism,Standard / Non-Godly,,27,Very Rare,4,274,Weapon,Caster Weapon,Thermal Scepter,None,Medium,89,141,0,0,33,Flux Charge Gain,Threat Control,Protocol Rating,Orbital Striker,Scrap Magnetism,Very Rare affix: improved Scrap Magnetism stat budget and one utility roll.,Boss Drop,Low-weight drop from Apex Chimera remnant encounter when fought at or above level 16.,The Anomaly Ward,Apex Chimera,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 27 weapon tuned for late band enemies; source never requires fighting above the item level.
DF-N-1351,Legend-Wrought Zenith Spire Void-Touched Chrono Greatsword of Critical Timing,Standard / Non-Godly,,28,Legend,6,377,Weapon,Two-Hand Weapon,Greatsword,None,Slow,152,254,0,0,45,Stagger Damage,Focus,Scrap Charge Gain,Phantom-Shift,Critical Timing,High-tier non-unique affix: +3 Critical Timing stack(s) after a 25-hit combo; cannot exceed Godly unique mechanics.,Boss Drop,Low-weight drop from Ascendant Colossus remnant encounter when fought at or above level 25.,The Zenith Spire,Ascendant Colossus,18,Legend Shard,Bind on pickup / limited trade window,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 28 weapon tuned for late band enemies; source never requires fighting above the item level.
DF-N-1373,Supercharged EPI-Center Starwell Alloy Thermal Aegis Shield of Low-Gravity Lift,Standard / Non-Godly,,28,Super,5,315,Armor,Shield,Aegis Shield,Heavy,,0,0,234,38,88,Stagger Damage,Focus,Scrap Charge Gain,Flux-Caster,Low-Gravity Lift,Super affix: minor Low-Gravity Lift trigger after a perfect parry or vault.,Boss Drop,Low-weight drop from Apex Chimera remnant encounter when fought at or above level 16.,The EPI-Center,Apex Chimera,80,Superdense Aether Lattice,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 28 armor tuned for late band enemies; source never requires fighting above the item level.
DF-N-1383,Ancient Urban Sprawl Void-Touched Glacial Legwraps of Null Ward,Standard / Non-Godly,,28,Ancient,7,434,Armor,Legs,Legwraps,Heavy,,0,0,188,30,122,Aether,Might,Combo Decay Resistance,Flux-Caster,Null Ward,High-tier non-unique affix: +4 Null Ward stack(s) after a 25-hit combo; cannot exceed Godly unique mechanics.,Boss Drop,Low-weight drop from Resonant Behemoth remnant encounter when fought at or above level 8.,The Urban Sprawl,Resonant Behemoth,6,Ancient Memory-Iron,Bind on pickup / limited trade window,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 28 armor tuned for late band enemies; source never requires fighting above the item level.
DF-N-1392,Prismatic Lunar Readiness Base Dawnforge Tempered Ironbark Coat of Starwell Sync,Standard / Non-Godly,,28,Very Rare,4,281,Armor,Chest,Coat,Heavy,,0,0,183,30,79,Verdant Point Gain,Cooldown Recovery,Focus,Sylvan Warden,Starwell Sync,Very Rare affix: improved Starwell Sync stat budget and one utility roll.,Boss Drop,Low-weight drop from Null Anomaly remnant encounter when fought at or above level 20.,The Lunar Readiness Base,Null Anomaly,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 28 armor tuned for late band enemies; source never requires fighting above the item level.
DF-N-1397,Prismatic Orbital Tether Station Starwell Alloy K-0NG Belt of Scrap Magnetism,Standard / Non-Godly,,28,Very Rare,4,280,Armor,Waist,Belt,Medium,,0,0,87,14,78,Shield Break,Kinetic Charge,Shield Break,Packmaster,Scrap Magnetism,Very Rare affix: improved Scrap Magnetism stat budget and one utility roll.,Boss Drop,Low-weight drop from Apex Chimera remnant encounter when fought at or above level 16.,The Orbital Tether Station,Apex Chimera,275,Prismatic Scale / Violet Circuit,Tradeable until equipped,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 28 armor tuned for late band enemies; source never requires fighting above the item level.
DF-N-1403,Legend-Wrought Orbital Tether Station Dreamglass Adaptive Pauldrons of EMP Resistance,Standard / Non-Godly,,29,Legend,6,385,Armor,Shoulders,Pauldrons,Heavy,,0,0,227,37,108,Focus,Combo Decay Resistance,Critical Chance,Apex Mutator,EMP Resistance,High-tier non-unique affix: +3 EMP Resistance stack(s) after a 25-hit combo; cannot exceed Godly unique mechanics.,Boss Drop,Low-weight drop from Null Anomaly remnant encounter when fought at or above level 20.,The Orbital Tether Station,Null Anomaly,18,Legend Shard,Bind on pickup / limited trade window,Post-20 item; high rarities remain scarce and do not replace farming loops.,Level 29 armor tuned for late band enemies; source never requires fighting above the item level.
