item_id,item_name,uniqueness_type,godly_set,required_level,rarity,rarity_rank,item_power,item_category,slot,gear_family,armor_weight_class,weapon_speed,min_damage,max_damage,armor_value,shield_value,health_bonus,primary_stat,secondary_stat,tertiary_stat,class_affinity,combat_hook,affix_or_unique_effect,source_type,source_detail,world_location,source_origin,drop_weight,salvage_output,trade_rule,economy_note,design_note
DF-N-0043,Plain Urban Sprawl Ash-Tanned Junkyard Helm of Vault Momentum,Standard / Non-Godly,,1,Common,1,17,Armor,Head,Helm,Light,,0,0,8,1,5,Might,Threat Control,Perfect Parry Window,Scrap-Tek,Vault Momentum,Standard affix: modest Vault Momentum bonus appropriate for level 1.,Random Chest,Random chest find from Urban Sprawl exploration caches; respects required level 1.,The Urban Sprawl,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0048,Plain Urban Sprawl Tinplate Front-Matter Greatsword of Siphon Guard,Standard / Non-Godly,,1,Common,1,20,Weapon,Two-Hand Weapon,Greatsword,None,Slow,9,13,0,0,2,Resonance,Command Point Gain,Flux Charge Gain,Protocol Weaver,Siphon Guard,Standard affix: modest Siphon Guard bonus appropriate for level 1.,Random Chest,Random chest find from Urban Sprawl exploration caches; respects required level 1.,The Urban Sprawl,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0052,Tuned Provisioning Sectors Civic Iron Seismic Bracers of Thermal Shock,Standard / Non-Godly,,2,Uncommon,2,27,Armor,Wrists,Bracers,Light,,0,0,9,1,8,Altitude Charge Gain,Cooldown Recovery,Fortitude,Kinetic Juggernaut,Thermal Shock,Standard affix: modest Thermal Shock bonus appropriate for level 2.,Random Chest,Random chest find from Provisioning Sectors exploration caches; respects required level 2.,The Provisioning Sectors,Exploration Cache,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 2 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0057,Tuned Zenith Spire Cloudhook Brass Chimera Gravity Lance of Projectile Reversal,Standard / Non-Godly,,2,Uncommon,2,30,Weapon,Two-Hand Weapon,Gravity Lance,None,Medium,11,17,0,0,4,Stagger Damage,Kinetic Charge,Combo Decay Resistance,Apex Mutator,Projectile Reversal,Standard affix: modest Projectile Reversal bonus appropriate for level 2.,Random Chest,Random chest find from Zenith Spire exploration caches; respects required level 2.,The Zenith Spire,Exploration Cache,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 2 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0063,Tuned On-Demand Arteries Tinplate Flux Belt of Dream Memory,Standard / Non-Godly,,2,Uncommon,2,27,Armor,Waist,Belt,Light,,0,0,8,1,8,Threat Control,Cooldown Recovery,Stagger Damage,Phantom-Shift,Dream Memory,Standard affix: modest Dream Memory bonus appropriate for level 2.,Random Chest,Random chest find from On-Demand Arteries exploration caches; respects required level 2.,The On-Demand Arteries,Exploration Cache,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 2 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0069,Plain Central Pillar Aether-Wood Handler Exo-Rig of Critical Timing,Standard / Non-Godly,,2,Common,1,26,Armor,Chest,Exo-Rig,Light,,0,0,21,1,7,Resonance,Evolution Point Gain,Scrap Charge Gain,Packmaster,Critical Timing,Standard affix: modest Critical Timing bonus appropriate for level 2.,Random Chest,Random chest find from Central Pillar exploration caches; respects required level 2.,The Central Pillar / Star-Elevator Core,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 2 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0075,Plain Central Pillar Gridglass Glacial Flux Staff of Leviathan Pressure,Standard / Non-Godly,,2,Common,1,31,Weapon,Two-Hand Focus,Flux Staff,None,Medium,11,16,0,0,4,Scrap Charge Gain,Perfect Parry Window,Protocol Rating,Flux-Caster,Leviathan Pressure,Standard affix: modest Leviathan Pressure bonus appropriate for level 2.,Random Chest,Random chest find from Central Pillar exploration caches; respects required level 2.,The Central Pillar / Star-Elevator Core,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 2 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0080,Plain Urban Sprawl Wirehide Grav-Lift Pauldrons of Starwell Sync,Standard / Non-Godly,,2,Common,1,26,Armor,Shoulders,Pauldrons,Light,,0,0,15,1,7,Armor Pierce,Evolution Point Gain,Might,Orbital Striker,Starwell Sync,Standard affix: modest Starwell Sync bonus appropriate for level 2.,Random Chest,Random chest find from Urban Sprawl exploration caches; respects required level 2.,The Urban Sprawl,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 2 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0085,Plain Zenith Spire Aether-Wood Ignition Hydraulic Knuckles of Scrap Magnetism,Standard / Non-Godly,,2,Common,1,29,Weapon,Fist Weapon,Hydraulic Knuckles,None,Medium,11,16,0,0,3,Threat Control,Cooldown Recovery,Stagger Damage,Flux-Caster,Scrap Magnetism,Standard affix: modest Scrap Magnetism bonus appropriate for level 2.,Random Chest,Random chest find from Zenith Spire exploration caches; respects required level 2.,The Zenith Spire,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 2 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0090,Plain Subterranean Grid Ash-Tanned Exosphere Visor of Vault Momentum,Standard / Non-Godly,,2,Common,1,24,Armor,Head,Visor,Light,,0,0,8,1,7,Fortitude,Kinetic Charge,Evolution Point Gain,Orbital Striker,Vault Momentum,Standard affix: modest Vault Momentum bonus appropriate for level 2.,Random Chest,Random chest find from Subterranean Grid exploration caches; respects required level 2.,The Subterranean Grid,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 2 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0096,Plain Subterranean Grid Wirehide Syntax Twin Daggers of Phase-Step,Standard / Non-Godly,,2,Common,1,29,Weapon,Dual Weapon,Twin Daggers,None,Very Fast,8,11,0,0,3,Altitude Charge Gain,Cooldown Recovery,Fortitude,Protocol Weaver,Phase-Step,Standard affix: modest Phase-Step bonus appropriate for level 2.,Random Chest,Random chest find from Subterranean Grid exploration caches; respects required level 2.,The Subterranean Grid,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 2 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0101,Plain Provisioning Sectors Cottonweave Void Coat of Evolution Charge,Standard / Non-Godly,,3,Common,1,36,Armor,Chest,Coat,Light,,0,0,23,2,10,Armor Pierce,Protocol Rating,Perfect Parry Window,Phantom-Shift,Evolution Charge,Standard affix: modest Evolution Charge bonus appropriate for level 3.,Random Chest,Random chest find from Provisioning Sectors exploration caches; respects required level 3.,The Provisioning Sectors,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 3 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0106,Plain Subterranean Grid Gridglass Resonant Sonic Maul of Sonic Reverb,Standard / Non-Godly,,3,Common,1,39,Weapon,Two-Hand Weapon,Sonic Maul,None,Slow,16,23,0,0,5,Threat Control,Shield Break,Flux Charge Gain,Resonant,Sonic Reverb,Standard affix: modest Sonic Reverb bonus appropriate for level 3.,Random Chest,Random chest find from Subterranean Grid exploration caches; respects required level 3.,The Subterranean Grid,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 3 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0111,Plain Central Pillar Wirehide Stutter Helm of Flow Retention,Standard / Non-Godly,,3,Common,1,34,Armor,Head,Helm,Light,,0,0,16,1,10,Fortitude,Resonance,Kinetic Charge,Phantom-Shift,Flow Retention,Standard affix: modest Flow Retention bonus appropriate for level 3.,Random Chest,Random chest find from Central Pillar exploration caches; respects required level 3.,The Central Pillar / Star-Elevator Core,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 3 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0112,Plain Emerald Canopy Sanctuary Cloudhook Brass World-Tree Exo-Rig of Siphon Guard,Standard / Non-Godly,,3,Common,1,36,Armor,Chest,Exo-Rig,Light,,0,0,29,2,10,Resonance,Protocol Rating,Command Point Gain,Sylvan Warden,Siphon Guard,Standard affix: modest Siphon Guard bonus appropriate for level 3.,Random Chest,Random chest find from Emerald Canopy Sanctuary exploration caches; respects required level 3.,The Emerald Canopy Sanctuary,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 3 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0117,Plain Emerald Canopy Sanctuary Cottonweave Hound Greaves of Tempo Control,Standard / Non-Godly,,3,Common,1,35,Armor,Legs,Greaves,Light,,0,0,22,1,10,Altitude Charge Gain,Shield Break,Focus,Packmaster,Tempo Control,Standard affix: modest Tempo Control bonus appropriate for level 3.,Random Chest,Random chest find from Emerald Canopy Sanctuary exploration caches; respects required level 3.,The Emerald Canopy Sanctuary,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 3 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0122,Plain Emerald Canopy Sanctuary Gridglass Verdant Mask of Leviathan Pressure,Standard / Non-Godly,,3,Common,1,34,Armor,Head,Mask,Light,,0,0,13,1,10,Stagger Damage,Resonance,Shield Break,Sylvan Warden,Leviathan Pressure,Standard affix: modest Leviathan Pressure bonus appropriate for level 3.,Random Chest,Random chest find from Emerald Canopy Sanctuary exploration caches; respects required level 3.,The Emerald Canopy Sanctuary,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 3 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0127,Plain Central Pillar Wirehide Pack Gauntlets of Starwell Sync,Standard / Non-Godly,,3,Common,1,33,Armor,Hands,Gauntlets,Light,,0,0,15,1,9,Perfect Parry Window,Stagger Damage,Altitude Charge Gain,Packmaster,Starwell Sync,Standard affix: modest Starwell Sync bonus appropriate for level 3.,Random Chest,Random chest find from Central Pillar exploration caches; respects required level 3.,The Central Pillar / Star-Elevator Core,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 3 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0132,Plain Zenith Spire Aether-Wood Thorn Cloak of Scrap Magnetism,Standard / Non-Godly,,3,Common,1,32,Armor,Back,Cloak,Light,,0,0,9,1,9,Aether,Aether,Aether,Sylvan Warden,Scrap Magnetism,Standard affix: modest Scrap Magnetism bonus appropriate for level 3.,Random Chest,Random chest find from Zenith Spire exploration caches; respects required level 3.,The Zenith Spire,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 3 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0133,Plain Provisioning Sectors Cottonweave Maelstrom Command Whistle of Combo Grace,Standard / Non-Godly,,3,Common,1,38,Weapon,Handler Focus,Command Whistle,None,Medium,9,13,0,0,5,Fortitude,Resonance,Kinetic Charge,Flux-Caster,Combo Grace,Standard affix: modest Combo Grace bonus appropriate for level 3.,Random Chest,Random chest find from Provisioning Sectors exploration caches; respects required level 3.,The Provisioning Sectors,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 3 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0136,Tuned Zenith Spire Cloudhook Brass Reverb Data-Katana of Sonic Reverb,Standard / Non-Godly,,3,Uncommon,2,36,Weapon,Main Hand,Data-Katana,None,Fast,12,17,0,0,4,Protocol Rating,Scrap Charge Gain,Stagger Damage,Resonant,Sonic Reverb,Standard affix: modest Sonic Reverb bonus appropriate for level 3.,Random Chest,Random chest find from Zenith Spire exploration caches; respects required level 3.,The Zenith Spire,Exploration Cache,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 3 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0141,Tuned Urban Sprawl Cottonweave Phantom Pauldrons of Flow Retention,Standard / Non-Godly,,3,Uncommon,2,31,Armor,Shoulders,Pauldrons,Light,,0,0,18,1,9,Verdant Point Gain,Threat Control,Evolution Point Gain,Phantom-Shift,Flow Retention,Standard affix: modest Flow Retention bonus appropriate for level 3.,Random Chest,Random chest find from Urban Sprawl exploration caches; respects required level 3.,The Urban Sprawl,Exploration Cache,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 3 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0142,Tuned Subterranean Grid Tinplate Root Belt of Siphon Guard,Standard / Non-Godly,,3,Uncommon,2,33,Armor,Waist,Belt,Light,,0,0,10,1,9,Flux Charge Gain,Agility,Scrap Charge Gain,Sylvan Warden,Siphon Guard,Standard affix: modest Siphon Guard bonus appropriate for level 3.,Random Chest,Random chest find from Subterranean Grid exploration caches; respects required level 3.,The Subterranean Grid,Exploration Cache,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 3 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0147,Tuned Central Pillar Civic Iron Latch Helm of Tempo Control,Standard / Non-Godly,,3,Uncommon,2,32,Armor,Head,Helm,Light,,0,0,15,1,9,Cooldown Recovery,Scrap Charge Gain,Fortitude,Packmaster,Tempo Control,Standard affix: modest Tempo Control bonus appropriate for level 3.,Random Chest,Random chest find from Central Pillar exploration caches; respects required level 3.,The Central Pillar / Star-Elevator Core,Exploration Cache,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 3 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0153,Plain Whispering Glade Gridglass Alpha Battleaxe of Sonic Reverb,Standard / Non-Godly,,4,Common,1,46,Weapon,Two-Hand Weapon,Battleaxe,None,Slow,19,29,0,0,6,Aether,Focus,Agility,Apex Mutator,Sonic Reverb,Standard affix: modest Sonic Reverb bonus appropriate for level 4.,Random Chest,Random chest find from Whispering Glade exploration caches; respects required level 4.,The Whispering Glade,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0154,Plain Provisioning Sectors Civic Iron Reverb Tuning-Fork Blade of Vault Momentum,Standard / Non-Godly,,4,Common,1,48,Weapon,Main Hand,Tuning-Fork Blade,None,Medium,17,25,0,0,6,Fortitude,Fortitude,Fortitude,Resonant,Vault Momentum,Standard affix: modest Vault Momentum bonus appropriate for level 4.,Random Chest,Random chest find from Provisioning Sectors exploration caches; respects required level 4.,The Provisioning Sectors,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0159,Plain Urban Sprawl Cloudhook Brass Phantom Mantle of Siphon Guard,Standard / Non-Godly,,4,Common,1,43,Armor,Shoulders,Mantle,Light,,0,0,19,1,12,Command Point Gain,Critical Chance,Combo Decay Resistance,Phantom-Shift,Siphon Guard,Standard affix: modest Siphon Guard bonus appropriate for level 4.,Random Chest,Random chest find from Urban Sprawl exploration caches; respects required level 4.,The Urban Sprawl,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0164,Plain Provisioning Sectors Cottonweave Tuning Magnetic Grapple Gauntlet of Tempo Control,Standard / Non-Godly,,4,Common,1,46,Weapon,Arm Weapon,Magnetic Grapple Gauntlet,None,Fast,14,20,0,0,6,Critical Chance,Focus,Verdant Point Gain,Resonant,Tempo Control,Standard affix: modest Tempo Control bonus appropriate for level 4.,Random Chest,Random chest find from Provisioning Sectors exploration caches; respects required level 4.,The Provisioning Sectors,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0169,Plain Urban Sprawl Gridglass Flux Chestplate of Leviathan Pressure,Standard / Non-Godly,,4,Common,1,41,Armor,Chest,Chestplate,Light,,0,0,39,3,11,Combo Decay Resistance,Verdant Point Gain,Resonance,Phantom-Shift,Leviathan Pressure,Standard affix: modest Leviathan Pressure bonus appropriate for level 4.,Random Chest,Random chest find from Urban Sprawl exploration caches; respects required level 4.,The Urban Sprawl,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0175,Plain Canopy Portrait Halls Cloudhook Brass Handler Greatsword of Vine Pull,Standard / Non-Godly,,4,Common,1,46,Weapon,Two-Hand Weapon,Greatsword,None,Slow,20,29,0,0,6,Aether,Focus,Agility,Packmaster,Vine Pull,Standard affix: modest Vine Pull bonus appropriate for level 4.,Random Chest,Random chest find from Canopy Portrait Halls exploration caches; respects required level 4.,The Canopy Portrait Halls,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0180,Plain Urban Sprawl Cottonweave Sylvan Coat of Combo Grace,Standard / Non-Godly,,4,Common,1,41,Armor,Chest,Coat,Light,,0,0,27,2,11,Evolution Point Gain,Verdant Point Gain,Armor Pierce,Sylvan Warden,Combo Grace,Standard affix: modest Combo Grace bonus appropriate for level 4.,Random Chest,Random chest find from Urban Sprawl exploration caches; respects required level 4.,The Urban Sprawl,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0185,Plain Provisioning Sectors Gridglass Heavy-Chewer Battleaxe of Low-Gravity Lift,Standard / Non-Godly,,4,Common,1,44,Weapon,Two-Hand Weapon,Battleaxe,None,Slow,19,27,0,0,5,Flux Charge Gain,Might,Command Point Gain,Packmaster,Low-Gravity Lift,Standard affix: modest Low-Gravity Lift bonus appropriate for level 4.,Random Chest,Random chest find from Provisioning Sectors exploration caches; respects required level 4.,The Provisioning Sectors,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0189,Tuned Zenith Spire Tinplate Void Legwraps of Siphon Guard,Standard / Non-Godly,,4,Uncommon,2,40,Armor,Legs,Legwraps,Light,,0,0,17,1,11,Shield Break,Evolution Point Gain,Threat Control,Phantom-Shift,Siphon Guard,Standard affix: modest Siphon Guard bonus appropriate for level 4.,Random Chest,Random chest find from Zenith Spire exploration caches; respects required level 4.,The Zenith Spire,Exploration Cache,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 4 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0194,Tuned Raid-Rush Choke Points Civic Iron Resonant Tuning-Fork Blade of Tempo Control,Standard / Non-Godly,,4,Uncommon,2,43,Weapon,Main Hand,Tuning-Fork Blade,None,Medium,15,22,0,0,5,Might,Cooldown Recovery,Critical Chance,Resonant,Tempo Control,Standard affix: modest Tempo Control bonus appropriate for level 4.,Random Chest,Random chest find from Raid-Rush Choke Points exploration caches; respects required level 4.,The Raid-Rush Choke Points,Exploration Cache,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 4 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0199,Tuned Zenith Spire Cloudhook Brass Stutter Gloves of Leviathan Pressure,Standard / Non-Godly,,4,Uncommon,2,38,Armor,Hands,Gloves,Light,,0,0,13,1,11,Resonance,Kinetic Charge,Protocol Rating,Phantom-Shift,Leviathan Pressure,Standard affix: modest Leviathan Pressure bonus appropriate for level 4.,Random Chest,Random chest find from Zenith Spire exploration caches; respects required level 4.,The Zenith Spire,Exploration Cache,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 4 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0200,Tuned Urban Sprawl Ash-Tanned World-Tree Boots of Sevenfold Counter,Standard / Non-Godly,,4,Uncommon,2,40,Armor,Feet,Boots,Light,,0,0,16,1,11,Kinetic Charge,Evolution Point Gain,Altitude Charge Gain,Sylvan Warden,Sevenfold Counter,Standard affix: modest Sevenfold Counter bonus appropriate for level 4.,Random Chest,Random chest find from Urban Sprawl exploration caches; respects required level 4.,The Urban Sprawl,Exploration Cache,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 4 armor tuned for early band enemies; source never requires fighting above the item level.
