item_id,item_name,uniqueness_type,godly_set,required_level,rarity,rarity_rank,item_power,item_category,slot,gear_family,armor_weight_class,weapon_speed,min_damage,max_damage,armor_value,shield_value,health_bonus,primary_stat,secondary_stat,tertiary_stat,class_affinity,combat_hook,affix_or_unique_effect,source_type,source_detail,world_location,source_origin,drop_weight,salvage_output,trade_rule,economy_note,design_note
DF-N-0148,Tuned Raid-Rush Choke Points Aether-Wood Orbital Exo-Rig of Null Ward,Standard / Non-Godly,,3,Uncommon,2,34,Armor,Chest,Exo-Rig,Light,,0,0,27,2,10,Combo Decay Resistance,Flux Charge Gain,Protocol Rating,Orbital Striker,Null Ward,Standard affix: modest Null Ward bonus appropriate for level 3.,Quest Reward,Reward option from Q022 — Duel on the Elevator Spine in The Raid-Rush Choke Points.,The Raid-Rush Choke Points,Q022,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 3 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0160,Plain Micro-Transaction Markets Ash-Tanned Root Greaves of Phase-Step,Standard / Non-Godly,,4,Common,1,45,Armor,Legs,Greaves,Light,,0,0,28,2,13,Altitude Charge Gain,Armor Pierce,Might,Sylvan Warden,Phase-Step,Standard affix: modest Phase-Step bonus appropriate for level 4.,Quest Reward,Reward option from Q024 — Reignite the Crown Battery in The Micro-Transaction Markets.,The Micro-Transaction Markets,Q024,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0165,Plain Emerald Canopy Sanctuary Tinplate Latch Protocol Blade of Null Ward,Standard / Non-Godly,,4,Common,1,48,Weapon,Main Hand,Protocol Blade,None,Medium,16,24,0,0,6,Stagger Damage,Fortitude,Stagger Damage,Packmaster,Null Ward,Standard affix: modest Null Ward bonus appropriate for level 4.,Quest Reward,Reward option from Q028 — A Village Wrapped in Vines in The Emerald Canopy Sanctuary.,The Emerald Canopy Sanctuary,Q028,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0170,Plain Emerald Canopy Sanctuary Civic Iron Briar Gauntlets of Sevenfold Counter,Standard / Non-Godly,,4,Common,1,43,Armor,Hands,Gauntlets,Light,,0,0,20,1,12,Perfect Parry Window,Critical Chance,Evolution Point Gain,Sylvan Warden,Sevenfold Counter,Standard affix: modest Sevenfold Counter bonus appropriate for level 4.,Quest Reward,Reward option from Q032 — Spores in the Survey Camp in The Emerald Canopy Sanctuary.,The Emerald Canopy Sanctuary,Q032,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0176,Plain Subterranean Grid Ash-Tanned Tether Visor of Thermal Shock,Standard / Non-Godly,,4,Common,1,44,Armor,Head,Visor,Light,,0,0,15,1,12,Fortitude,Fortitude,Fortitude,Orbital Striker,Thermal Shock,Standard affix: modest Thermal Shock bonus appropriate for level 4.,Quest Reward,Reward option from Q012 — Signal Fires on the Spire in The Subterranean Grid.,The Subterranean Grid,Q012,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0181,Plain Subterranean Grid Tinplate Glacial Gloves of Projectile Reversal,Standard / Non-Godly,,4,Common,1,43,Armor,Hands,Gloves,Light,,0,0,15,1,12,Command Point Gain,Critical Chance,Combo Decay Resistance,Flux-Caster,Projectile Reversal,Standard affix: modest Projectile Reversal bonus appropriate for level 4.,Quest Reward,Reward option from Q016 — Three Locks of First Light in The Subterranean Grid.,The Subterranean Grid,Q016,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0190,Tuned Urban Sprawl Wirehide Ironbark Helm of Phase-Step,Standard / Non-Godly,,4,Uncommon,2,42,Armor,Head,Helm,Light,,0,0,20,1,12,Cooldown Recovery,Altitude Charge Gain,Focus,Sylvan Warden,Phase-Step,Standard affix: modest Phase-Step bonus appropriate for level 4.,Quest Reward,Reward option from Q017 — Ambush at the Rain Chain in The Urban Sprawl.,The Urban Sprawl,Q017,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 4 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0195,Tuned Provisioning Sectors Aether-Wood K-0NG Rail Rifle of Null Ward,Standard / Non-Godly,,4,Uncommon,2,45,Weapon,Ranged Weapon,Rail Rifle,None,Slow,18,28,0,0,5,Agility,Perfect Parry Window,Shield Break,Packmaster,Null Ward,Standard affix: modest Null Ward bonus appropriate for level 4.,Quest Reward,Reward option from Q021 — The False Evacuation Order in The Provisioning Sectors.,The Provisioning Sectors,Q021,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 4 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0201,Tuned Whispering Glade Civic Iron Adaptive Vine Scythe of Vault Momentum,Standard / Non-Godly,,5,Uncommon,2,59,Weapon,Two-Hand Weapon,Vine Scythe,None,Medium,21,31,0,0,7,Evolution Point Gain,Scrap Charge Gain,Critical Chance,Apex Mutator,Vault Momentum,Standard affix: modest Vault Momentum bonus appropriate for level 5.,Quest Reward,Reward option from Q041 — The Sapglass Labyrinth in The Whispering Glade.,The Whispering Glade,Q041,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 5 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0206,Tuned Raid-Rush Choke Points Cloudhook Brass Inertia Gloves of Siphon Guard,Standard / Non-Godly,,5,Uncommon,2,54,Armor,Hands,Gloves,Light,,0,0,18,1,15,Flux Charge Gain,Threat Control,Protocol Rating,Kinetic Juggernaut,Siphon Guard,Standard affix: modest Siphon Guard bonus appropriate for level 5.,Quest Reward,Reward option from Q014 — Sable Veyr’s Calling Card in The Raid-Rush Choke Points.,The Raid-Rush Choke Points,Q014,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 5 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0211,Tuned Zenith Spire Cottonweave Data-Code Pulse Pistols of Tempo Control,Standard / Non-Godly,,5,Uncommon,2,57,Weapon,Dual Ranged,Pulse Pistols,None,Fast,16,24,0,0,7,Cooldown Recovery,Command Point Gain,Might,Apex Mutator,Tempo Control,Standard affix: modest Tempo Control bonus appropriate for level 5.,Quest Reward,Reward option from Q018 — The Silent Bell Tower in The Zenith Spire.,The Zenith Spire,Q018,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 5 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0216,Tuned Raid-Rush Choke Points Gridglass Counterweight Exo-Rig of Leviathan Pressure,Standard / Non-Godly,,5,Uncommon,2,52,Armor,Chest,Exo-Rig,Light,,0,0,42,3,15,Agility,Combo Decay Resistance,Stagger Damage,Kinetic Juggernaut,Leviathan Pressure,Standard affix: modest Leviathan Pressure bonus appropriate for level 5.,Quest Reward,Reward option from Q022 — Duel on the Elevator Spine in The Raid-Rush Choke Points.,The Raid-Rush Choke Points,Q022,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 5 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0218,Plain Canopy Portrait Halls Aether-Wood World-Tree Cloak of Armor Sunder,Standard / Non-Godly,,5,Common,1,52,Armor,Back,Cloak,Light,,0,0,15,1,15,Aether,Agility,Threat Control,Sylvan Warden,Armor Sunder,Standard affix: modest Armor Sunder bonus appropriate for level 5.,Quest Reward,Reward option from Q036 — Nursery of Borrowed Faces in The Canopy Portrait Halls.,The Canopy Portrait Halls,Q036,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 5 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0223,Plain Emerald Canopy Sanctuary Ash-Tanned Hound Twin Daggers of Thermal Shock,Standard / Non-Godly,,5,Common,1,55,Weapon,Dual Weapon,Twin Daggers,None,Very Fast,15,21,0,0,7,Evolution Point Gain,Scrap Charge Gain,Critical Chance,Packmaster,Thermal Shock,Standard affix: modest Thermal Shock bonus appropriate for level 5.,Quest Reward,Reward option from Q040 — Rook’s Broken Oath in The Emerald Canopy Sanctuary.,The Emerald Canopy Sanctuary,Q040,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 5 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0228,Plain Canopy Portrait Halls Tinplate Verdant Belt of Projectile Reversal,Standard / Non-Godly,,5,Common,1,50,Armor,Waist,Belt,Light,,0,0,16,1,14,Flux Charge Gain,Threat Control,Protocol Rating,Sylvan Warden,Projectile Reversal,Standard affix: modest Projectile Reversal bonus appropriate for level 5.,Quest Reward,Reward option from Q044 — Verdant Cipher Fragment in The Canopy Portrait Halls.,The Canopy Portrait Halls,Q044,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 5 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0239,Plain Emerald Canopy Sanctuary Ash-Tanned Maelstrom Greaves of Protocol Revision,Standard / Non-Godly,,5,Common,1,50,Armor,Legs,Greaves,Light,,0,0,31,2,14,Focus,Threat Control,Cooldown Recovery,Flux-Caster,Protocol Revision,Standard affix: modest Protocol Revision bonus appropriate for level 5.,Quest Reward,Reward option from Q028 — A Village Wrapped in Vines in The Emerald Canopy Sanctuary.,The Emerald Canopy Sanctuary,Q028,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 5 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0247,Hardened Raid-Rush Choke Points Ash-Tanned Phantom Cape of Sevenfold Counter,Standard / Non-Godly,,5,Rare,3,52,Armor,Back,Cape,Light,,0,0,14,1,15,Altitude Charge Gain,Stagger Damage,Perfect Parry Window,Phantom-Shift,Sevenfold Counter,Standard affix: modest Sevenfold Counter bonus appropriate for level 5.,Quest Reward,Reward option from Q022 — Duel on the Elevator Spine in The Raid-Rush Choke Points.,The Raid-Rush Choke Points,Q022,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 5 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0253,Tuned Emerald Canopy Sanctuary Cloudhook Brass EMP Thermal Scepter of Siphon Guard,Standard / Non-Godly,,6,Uncommon,2,65,Weapon,Caster Weapon,Thermal Scepter,None,Medium,22,33,0,0,8,Shield Break,Kinetic Charge,Shield Break,Scrap-Tek,Siphon Guard,Standard affix: modest Siphon Guard bonus appropriate for level 6.,Quest Reward,Reward option from Q042 — Huntress Mael’s Red Trail in The Emerald Canopy Sanctuary.,The Emerald Canopy Sanctuary,Q042,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 6 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0258,Tuned Evolution Arenas Cottonweave Protocol Helm of Tempo Control,Standard / Non-Godly,,6,Uncommon,2,60,Armor,Head,Helm,Light,,0,0,28,2,17,Might,Armor Pierce,Altitude Charge Gain,Protocol Weaver,Tempo Control,Standard affix: modest Tempo Control bonus appropriate for level 6.,Quest Reward,Reward option from Q046 — The Speaking Grove in The Evolution Arenas.,The Evolution Arenas,Q046,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 6 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0264,Tuned Emerald Canopy Sanctuary Civic Iron Seismic Greaves of Sevenfold Counter,Standard / Non-Godly,,6,Uncommon,2,61,Armor,Legs,Greaves,Light,,0,0,38,2,17,Kinetic Charge,Kinetic Charge,Kinetic Charge,Kinetic Juggernaut,Sevenfold Counter,Standard affix: modest Sevenfold Counter bonus appropriate for level 6.,Quest Reward,Reward option from Q026 — The Forest Refuses the Map in The Emerald Canopy Sanctuary.,The Emerald Canopy Sanctuary,Q026,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 6 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0270,Plain Whispering Glade Ash-Tanned Tuning One-Hand Sword of Thermal Shock,Standard / Non-Godly,,6,Common,1,62,Weapon,Main Hand,One-Hand Sword,None,Medium,21,31,0,0,7,Verdant Point Gain,Cooldown Recovery,Focus,Resonant,Thermal Shock,Standard affix: modest Thermal Shock bonus appropriate for level 6.,Quest Reward,Reward option from Q037 — The Biomancer’s Debt in The Whispering Glade.,The Whispering Glade,Q037,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 6 weapon tuned for early band enemies; source never requires fighting above the item level.
