item_id,item_name,uniqueness_type,godly_set,required_level,rarity,rarity_rank,item_power,item_category,slot,gear_family,armor_weight_class,weapon_speed,min_damage,max_damage,armor_value,shield_value,health_bonus,primary_stat,secondary_stat,tertiary_stat,class_affinity,combat_hook,affix_or_unique_effect,source_type,source_detail,world_location,source_origin,drop_weight,salvage_output,trade_rule,economy_note,design_note
DF-N-0092,Plain Urban Sprawl Civic Iron Counterweight Greaves of Kinetic Absorption,Standard / Non-Godly,,2,Common,1,28,Armor,Legs,Greaves,Light,,0,0,17,1,8,Kinetic Charge,Altitude Charge Gain,Critical Chance,Kinetic Juggernaut,Kinetic Absorption,Standard affix: modest Kinetic Absorption bonus appropriate for level 2.,Crafting Pattern,"Crafting schematic using Civic Iron, phalanx shield scrap, and regional salvage from Urban Sprawl.",The Urban Sprawl,Crafting,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 2 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0108,Plain Pachyderm Sanctuaries Aether-Wood Exosphere Chestplate of Low-Gravity Lift,Standard / Non-Godly,,3,Common,1,28,Armor,Chest,Chestplate,Light,,0,0,27,2,8,Agility,Threat Control,Combo Decay Resistance,Orbital Striker,Low-Gravity Lift,Standard affix: modest Low-Gravity Lift bonus appropriate for level 3.,Crafting Pattern,"Crafting schematic using Aether-Wood, siphon glands, and regional salvage from Pachyderm Sanctuaries.",The Pachyderm Sanctuaries,Crafting,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 3 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0113,Plain Urban Sprawl Ash-Tanned Flux Warhammer of Phase-Step,Standard / Non-Godly,,3,Common,1,42,Weapon,Two-Hand Weapon,Warhammer,None,Slow,19,28,0,0,5,Kinetic Charge,Command Point Gain,Verdant Point Gain,Flux-Caster,Phase-Step,Standard affix: modest Phase-Step bonus appropriate for level 3.,Crafting Pattern,"Crafting schematic using Ash-Tanned, rush-core filaments, and regional salvage from Urban Sprawl.",The Urban Sprawl,Crafting,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 3 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0129,Plain Urban Sprawl Ash-Tanned EMP Helm of Thermal Shock,Standard / Non-Godly,,3,Common,1,37,Armor,Head,Helm,Light,,0,0,17,1,10,Might,Combo Decay Resistance,Armor Pierce,Scrap-Tek,Thermal Shock,Standard affix: modest Thermal Shock bonus appropriate for level 3.,Crafting Pattern,"Crafting schematic using Ash-Tanned, rush-core filaments, and regional salvage from Urban Sprawl.",The Urban Sprawl,Crafting,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 3 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0134,Plain Subterranean Grid Tinplate Protocol Thermal Scepter of Projectile Reversal,Standard / Non-Godly,,3,Common,1,40,Weapon,Caster Weapon,Thermal Scepter,None,Medium,14,20,0,0,5,Resonance,Protocol Rating,Command Point Gain,Protocol Weaver,Projectile Reversal,Standard affix: modest Projectile Reversal bonus appropriate for level 3.,Crafting Pattern,"Crafting schematic using Tinplate, gnarl-hide plates, and regional salvage from Subterranean Grid.",The Subterranean Grid,Crafting,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 3 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0139,Tuned On-Demand Arteries Civic Iron Hydraulic Boots of Kinetic Absorption,Standard / Non-Godly,,3,Uncommon,2,38,Armor,Feet,Boots,Light,,0,0,15,1,11,Altitude Charge Gain,Shield Break,Focus,Scrap-Tek,Kinetic Absorption,Standard affix: modest Kinetic Absorption bonus appropriate for level 3.,Crafting Pattern,"Crafting schematic using Civic Iron, phalanx shield scrap, and regional salvage from On-Demand Arteries.",The On-Demand Arteries,Crafting,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 3 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0155,Plain Subterranean Grid Aether-Wood Den Rail Rifle of Low-Gravity Lift,Standard / Non-Godly,,4,Common,1,39,Weapon,Ranged Weapon,Rail Rifle,None,Slow,16,24,0,0,5,Resonance,Kinetic Charge,Protocol Rating,Packmaster,Low-Gravity Lift,Standard affix: modest Low-Gravity Lift bonus appropriate for level 4.,Crafting Pattern,"Crafting schematic using Aether-Wood, siphon glands, and regional salvage from Subterranean Grid.",The Subterranean Grid,Crafting,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0166,Plain Pachyderm Sanctuaries Wirehide Orbital Pauldrons of Hound Latch,Standard / Non-Godly,,4,Common,1,35,Armor,Shoulders,Pauldrons,Light,,0,0,21,1,10,Armor Pierce,Kinetic Charge,Cooldown Recovery,Orbital Striker,Hound Latch,Standard affix: modest Hound Latch bonus appropriate for level 4.,Crafting Pattern,"Crafting schematic using Wirehide, phalanx shield scrap, and regional salvage from Pachyderm Sanctuaries.",The Pachyderm Sanctuaries,Crafting,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0171,Plain Central Pillar Aether-Wood Thermal Legwraps of Armor Sunder,Standard / Non-Godly,,4,Common,1,45,Armor,Legs,Legwraps,Light,,0,0,20,1,13,Threat Control,Armor Pierce,Scrap Charge Gain,Flux-Caster,Armor Sunder,Standard affix: modest Armor Sunder bonus appropriate for level 4.,Crafting Pattern,"Crafting schematic using Aether-Wood, siphon glands, and regional salvage from Central Pillar.",The Central Pillar / Star-Elevator Core,Crafting,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 4 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0192,Tuned Emerald Canopy Sanctuary Ash-Tanned EPI Glaive of Protocol Revision,Standard / Non-Godly,,4,Uncommon,2,50,Weapon,Two-Hand Weapon,Glaive,None,Medium,18,28,0,0,6,Perfect Parry Window,Critical Chance,Evolution Point Gain,Protocol Weaver,Protocol Revision,Standard affix: modest Protocol Revision bonus appropriate for level 4.,Crafting Pattern,"Crafting schematic using Ash-Tanned, rush-core filaments, and regional salvage from Emerald Canopy Sanctuary.",The Emerald Canopy Sanctuary,Crafting,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 4 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0197,Tuned Pachyderm Sanctuaries Tinplate Scavenger Aegis Shield of Aerial Juggle,Standard / Non-Godly,,4,Uncommon,2,45,Armor,Shield,Aegis Shield,Light,,0,0,33,2,13,Aether,Focus,Agility,Scrap-Tek,Aerial Juggle,Standard affix: modest Aerial Juggle bonus appropriate for level 4.,Crafting Pattern,"Crafting schematic using Tinplate, gnarl-hide plates, and regional salvage from Pachyderm Sanctuaries.",The Pachyderm Sanctuaries,Crafting,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 4 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0202,Tuned Urban Sprawl Aether-Wood Sub-Bass Flux Staff of Low-Gravity Lift,Standard / Non-Godly,,5,Uncommon,2,50,Weapon,Two-Hand Focus,Flux Staff,None,Medium,18,27,0,0,6,Command Point Gain,Flux Charge Gain,Shield Break,Resonant,Low-Gravity Lift,Standard affix: modest Low-Gravity Lift bonus appropriate for level 5.,Crafting Pattern,"Crafting schematic using Aether-Wood, siphon glands, and regional salvage from Urban Sprawl.",The Urban Sprawl,Crafting,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 5 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0213,Tuned Emerald Canopy Sanctuary Wirehide K-0NG Void Chakrams of Hound Latch,Standard / Non-Godly,,5,Uncommon,2,50,Weapon,Thrown Weapon,Void Chakrams,None,Fast,15,23,0,0,6,Perfect Parry Window,Flux Charge Gain,Kinetic Charge,Packmaster,Hound Latch,Standard affix: modest Hound Latch bonus appropriate for level 5.,Crafting Pattern,"Crafting schematic using Wirehide, phalanx shield scrap, and regional salvage from Emerald Canopy Sanctuary.",The Emerald Canopy Sanctuary,Crafting,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 5 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0229,Plain Subterranean Grid Wirehide Crucible Cape of Mirror Deflection,Standard / Non-Godly,,5,Common,1,52,Armor,Back,Cape,Light,,0,0,14,1,15,Critical Chance,Agility,Altitude Charge Gain,Flux-Caster,Mirror Deflection,Standard affix: modest Mirror Deflection bonus appropriate for level 5.,Crafting Pattern,"Crafting schematic using Wirehide, phalanx shield scrap, and regional salvage from Subterranean Grid.",The Subterranean Grid,Crafting,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 5 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0234,Plain Micro-Transaction Markets Aether-Wood Thruster Flux Staff of Dream Memory,Standard / Non-Godly,,5,Common,1,55,Weapon,Two-Hand Focus,Flux Staff,None,Medium,20,29,0,0,7,Combo Decay Resistance,Scrap Charge Gain,Aether,Orbital Striker,Dream Memory,Standard affix: modest Dream Memory bonus appropriate for level 5.,Crafting Pattern,"Crafting schematic using Aether-Wood, siphon glands, and regional salvage from Micro-Transaction Markets.",The Micro-Transaction Markets,Crafting,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 5 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0244,Hardened Emerald Canopy Sanctuary Tinplate Zero-G Hydraulic Knuckles of Aerial Juggle,Standard / Non-Godly,,5,Rare,3,61,Weapon,Fist Weapon,Hydraulic Knuckles,None,Medium,22,34,0,0,7,Protocol Rating,Command Point Gain,Scrap Charge Gain,Orbital Striker,Aerial Juggle,Standard affix: modest Aerial Juggle bonus appropriate for level 5.,Crafting Pattern,"Crafting schematic using Tinplate, gnarl-hide plates, and regional salvage from Emerald Canopy Sanctuary.",The Emerald Canopy Sanctuary,Crafting,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 5 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0255,Tuned Urban Sprawl Gridglass Chrono Chestplate of Dawnforge Resolve,Standard / Non-Godly,,6,Uncommon,2,54,Armor,Chest,Chestplate,Medium,,0,0,52,3,15,Combo Decay Resistance,Altitude Charge Gain,Agility,Phantom-Shift,Dawnforge Resolve,Standard affix: modest Dawnforge Resolve bonus appropriate for level 6.,Crafting Pattern,"Crafting schematic using Gridglass, gnarl-hide plates, and regional salvage from Urban Sprawl.",The Urban Sprawl,Crafting,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 6 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0260,Tuned Emerald Canopy Sanctuary Wirehide Reverb Command Whistle of Hound Latch,Standard / Non-Godly,,6,Uncommon,2,57,Weapon,Handler Focus,Command Whistle,None,Medium,13,20,0,0,7,Focus,Perfect Parry Window,Armor Pierce,Resonant,Hound Latch,Standard affix: modest Hound Latch bonus appropriate for level 6.,Crafting Pattern,"Crafting schematic using Wirehide, phalanx shield scrap, and regional salvage from Emerald Canopy Sanctuary.",The Emerald Canopy Sanctuary,Crafting,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 6 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0271,Plain Canopy Portrait Halls Gridglass Latch Data-Katana of Hydraulic Burst,Standard / Non-Godly,,6,Common,1,53,Weapon,Main Hand,Data-Katana,None,Fast,17,25,0,0,6,Flux Charge Gain,Perfect Parry Window,Resonance,Packmaster,Hydraulic Burst,Standard affix: modest Hydraulic Burst bonus appropriate for level 6.,Crafting Pattern,"Crafting schematic using Gridglass, gnarl-hide plates, and regional salvage from Canopy Portrait Halls.",The Canopy Portrait Halls,Crafting,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 6 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0287,Plain Emerald Canopy Sanctuary Gridglass Glacial Mask of Critical Timing,Standard / Non-Godly,,6,Common,1,59,Armor,Head,Mask,Light,,0,0,22,1,17,Protocol Rating,Evolution Point Gain,Command Point Gain,Flux-Caster,Critical Timing,Standard affix: modest Critical Timing bonus appropriate for level 6.,Crafting Pattern,"Crafting schematic using Gridglass, gnarl-hide plates, and regional salvage from Emerald Canopy Sanctuary.",The Emerald Canopy Sanctuary,Crafting,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 6 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0292,Plain Canopy Portrait Halls Wirehide Grav-Lift Command Whistle of EMP Resistance,Standard / Non-Godly,,6,Common,1,62,Weapon,Handler Focus,Command Whistle,None,Medium,15,22,0,0,7,Verdant Point Gain,Cooldown Recovery,Focus,Orbital Striker,EMP Resistance,Standard affix: modest EMP Resistance bonus appropriate for level 6.,Crafting Pattern,"Crafting schematic using Wirehide, phalanx shield scrap, and regional salvage from Canopy Portrait Halls.",The Canopy Portrait Halls,Crafting,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 6 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0297,Hardened Emerald Canopy Sanctuary Aether-Wood Ignition Cloak of Afterimage Echo,Standard / Non-Godly,,6,Rare,3,67,Armor,Back,Cloak,Light,,0,0,19,1,19,Shield Break,Kinetic Charge,Shield Break,Flux-Caster,Afterimage Echo,Standard affix: modest Afterimage Echo bonus appropriate for level 6.,Crafting Pattern,"Crafting schematic using Aether-Wood, siphon glands, and regional salvage from Emerald Canopy Sanctuary.",The Emerald Canopy Sanctuary,Crafting,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 6 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0302,Tuned Whispering Glade Gridglass Haymaker Greatsword of Dawnforge Resolve,Standard / Non-Godly,,7,Uncommon,2,66,Weapon,Two-Hand Weapon,Greatsword,None,Slow,28,43,0,0,8,Agility,Shield Break,Scrap Charge Gain,Kinetic Juggernaut,Dawnforge Resolve,Standard affix: modest Dawnforge Resolve bonus appropriate for level 7.,Crafting Pattern,"Crafting schematic using Gridglass, gnarl-hide plates, and regional salvage from Whispering Glade.",The Whispering Glade,Crafting,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 7 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0313,Tuned Pachyderm Sanctuaries Cottonweave Void Pauldrons of Briar Binding,Standard / Non-Godly,,7,Uncommon,2,62,Armor,Shoulders,Pauldrons,Light,,0,0,37,2,17,Verdant Point Gain,Shield Break,Might,Phantom-Shift,Briar Binding,Standard affix: modest Briar Binding bonus appropriate for level 7.,Crafting Pattern,"Crafting schematic using Cottonweave, rush-core filaments, and regional salvage from Pachyderm Sanctuaries.",The Pachyderm Sanctuaries,Crafting,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 7 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0329,Plain Evolution Arenas Cottonweave Hound Tuning-Fork Blade of Flow Retention,Standard / Non-Godly,,7,Common,1,60,Weapon,Main Hand,Tuning-Fork Blade,None,Medium,21,31,0,0,7,Kinetic Charge,Resonance,Fortitude,Packmaster,Flow Retention,Standard affix: modest Flow Retention bonus appropriate for level 7.,Crafting Pattern,"Crafting schematic using Cottonweave, rush-core filaments, and regional salvage from Evolution Arenas.",The Evolution Arenas,Crafting,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 7 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0334,Plain Whispering Glade Gridglass Verdant Chestplate of Critical Timing,Standard / Non-Godly,,7,Common,1,66,Armor,Chest,Chestplate,Medium,,0,0,63,4,18,Scrap Charge Gain,Stagger Damage,Combo Decay Resistance,Sylvan Warden,Critical Timing,Standard affix: modest Critical Timing bonus appropriate for level 7.,Crafting Pattern,"Crafting schematic using Gridglass, gnarl-hide plates, and regional salvage from Whispering Glade.",The Whispering Glade,Crafting,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 7 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0344,Hardened Heavy-Chewer Canyons Aether-Wood Thorn Aegis Shield of Afterimage Echo,Standard / Non-Godly,,7,Rare,3,75,Armor,Shield,Aegis Shield,Medium,,0,0,56,4,21,Threat Control,Flux Charge Gain,Resonance,Sylvan Warden,Afterimage Echo,Standard affix: modest Afterimage Echo bonus appropriate for level 7.,Crafting Pattern,"Crafting schematic using Aether-Wood, siphon glands, and regional salvage from Heavy-Chewer Canyons.",The Heavy-Chewer Canyons,Crafting,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 7 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0355,Tuned Molten Forge Cloudhook Brass Omega Mask of Aerial Juggle,Standard / Non-Godly,,8,Uncommon,2,70,Armor,Head,Mask,Light,,0,0,26,2,20,Scrap Charge Gain,Critical Chance,Shield Break,Apex Mutator,Aerial Juggle,Standard affix: modest Aerial Juggle bonus appropriate for level 8.,Crafting Pattern,"Crafting schematic using Cloudhook Brass, siphon glands, and regional salvage from Molten Forge.",The Molten Forge,Crafting,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 8 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0360,Tuned Pachyderm Sanctuaries Cottonweave Guard Vine Scythe of Briar Binding,Standard / Non-Godly,,8,Uncommon,2,73,Weapon,Two-Hand Weapon,Vine Scythe,None,Medium,26,39,0,0,9,Armor Pierce,Focus,Altitude Charge Gain,Kinetic Juggernaut,Briar Binding,Standard affix: modest Briar Binding bonus appropriate for level 8.,Crafting Pattern,"Crafting schematic using Cottonweave, rush-core filaments, and regional salvage from Pachyderm Sanctuaries.",The Pachyderm Sanctuaries,Crafting,2600,Refined Alloy / Greenhide Thread,Tradeable until equipped,Baseline leveling gear.,Level 8 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0371,Plain Emerald Canopy Sanctuary Cloudhook Brass Phantom Hydraulic Knuckles of Sonic Reverb,Standard / Non-Godly,,8,Common,1,68,Weapon,Fist Weapon,Hydraulic Knuckles,None,Medium,25,37,0,0,8,Resonance,Focus,Threat Control,Phantom-Shift,Sonic Reverb,Standard affix: modest Sonic Reverb bonus appropriate for level 8.,Crafting Pattern,"Crafting schematic using Cloudhook Brass, siphon glands, and regional salvage from Emerald Canopy Sanctuary.",The Emerald Canopy Sanctuary,Crafting,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 8 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0387,Plain Emerald Canopy Sanctuary Cloudhook Brass Handler Aegis Shield of Leviathan Pressure,Standard / Non-Godly,,8,Common,1,63,Armor,Shield,Aegis Shield,Medium,,0,0,47,3,18,Threat Control,Verdant Point Gain,Aether,Packmaster,Leviathan Pressure,Standard affix: modest Leviathan Pressure bonus appropriate for level 8.,Crafting Pattern,"Crafting schematic using Cloudhook Brass, siphon glands, and regional salvage from Emerald Canopy Sanctuary.",The Emerald Canopy Sanctuary,Crafting,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 8 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0392,Plain Emerald Canopy Sanctuary Cottonweave Sylvan Pauldrons of Starwell Sync,Standard / Non-Godly,,8,Common,1,73,Armor,Shoulders,Pauldrons,Light,,0,0,43,3,20,Fortitude,Might,Cooldown Recovery,Sylvan Warden,Starwell Sync,Standard affix: modest Starwell Sync bonus appropriate for level 8.,Crafting Pattern,"Crafting schematic using Cottonweave, rush-core filaments, and regional salvage from Emerald Canopy Sanctuary.",The Emerald Canopy Sanctuary,Crafting,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 8 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0397,Hardened Evolution Arenas Gridglass Heavy-Chewer Legwraps of Scrap Magnetism,Standard / Non-Godly,,8,Rare,3,84,Armor,Legs,Legwraps,Light,,0,0,36,2,24,Command Point Gain,Altitude Charge Gain,Scrap Charge Gain,Packmaster,Scrap Magnetism,Standard affix: modest Scrap Magnetism bonus appropriate for level 8.,Crafting Pattern,"Crafting schematic using Gridglass, gnarl-hide plates, and regional salvage from Evolution Arenas.",The Evolution Arenas,Crafting,900,Aether Filament / Blue Tempered Core,Tradeable until equipped,Baseline leveling gear.,Level 8 armor tuned for early band enemies; source never requires fighting above the item level.
