item_id,item_name,uniqueness_type,godly_set,required_level,rarity,rarity_rank,item_power,item_category,slot,gear_family,armor_weight_class,weapon_speed,min_damage,max_damage,armor_value,shield_value,health_bonus,primary_stat,secondary_stat,tertiary_stat,class_affinity,combat_hook,affix_or_unique_effect,source_type,source_detail,world_location,source_origin,drop_weight,salvage_output,trade_rule,economy_note,design_note
DF-N-0014,Plain Central Pillar Aether-Wood Kinetic Aegis Shield of Low-Gravity Lift,Standard / Non-Godly,,1,Common,1,14,Armor,Shield,Aegis Shield,Light,,0,0,10,1,4,Stagger Damage,Protocol Rating,Threat Control,Kinetic Juggernaut,Low-Gravity Lift,Standard affix: modest Low-Gravity Lift bonus appropriate for level 1.,Shop Inventory,Rotating shop inventory for level-1 hubs; sold by local outfitters after regional unlock.,The Central Pillar / Star-Elevator Core,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0015,Plain Raid-Rush Choke Points Cottonweave Afterimage Scrap Cannon of Kinetic Absorption,Standard / Non-Godly,,1,Common,1,20,Weapon,Heavy Ranged,Scrap Cannon,None,Slow,9,13,0,0,2,Armor Pierce,Command Point Gain,Focus,Phantom-Shift,Kinetic Absorption,Standard affix: modest Kinetic Absorption bonus appropriate for level 1.,Monster Drop,Drops from level-1 Grid-Rushers variants in Raid-Rush Choke Points; component: rush-core filaments.,The Raid-Rush Choke Points,Grid-Rushers,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0016,Plain Zenith Spire Tinplate Verdant Greatsword of Dream Memory,Standard / Non-Godly,,1,Common,1,22,Weapon,Two-Hand Weapon,Greatsword,None,Slow,10,14,0,0,3,Shield Break,Scrap Charge Gain,Resonance,Sylvan Warden,Dream Memory,Standard affix: modest Dream Memory bonus appropriate for level 1.,Monster Drop,Drops from level-1 Gnarl-Maws variants in Zenith Spire; component: gnarl-hide plates.,The Zenith Spire,Gnarl-Maws,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0017,Plain Urban Sprawl Wirehide Crucible Glaive of Flow Retention,Standard / Non-Godly,,1,Common,1,24,Weapon,Two-Hand Weapon,Glaive,None,Medium,9,13,0,0,3,Cooldown Recovery,Flux Charge Gain,Evolution Point Gain,Flux-Caster,Flow Retention,Standard affix: modest Flow Retention bonus appropriate for level 1.,Random Chest,Random chest find from Urban Sprawl exploration caches; respects required level 1.,The Urban Sprawl,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0018,Plain Subterranean Grid Cloudhook Brass Lexicon Battleaxe of Siphon Guard,Standard / Non-Godly,,1,Common,1,26,Weapon,Two-Hand Weapon,Battleaxe,None,Slow,11,16,0,0,3,Combo Decay Resistance,Stagger Damage,Scrap Charge Gain,Protocol Weaver,Siphon Guard,Standard affix: modest Siphon Guard bonus appropriate for level 1.,Quest Reward,Reward option from Q016 — Three Locks of First Light in The Subterranean Grid.,The Subterranean Grid,Q016,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0019,Plain Subterranean Grid Ash-Tanned Omega Pauldrons of Phase-Step,Standard / Non-Godly,,1,Common,1,24,Armor,Shoulders,Pauldrons,Light,,0,0,14,1,7,Perfect Parry Window,Shield Break,Critical Chance,Apex Mutator,Phase-Step,Standard affix: modest Phase-Step bonus appropriate for level 1.,Shop Inventory,Rotating shop inventory for level-1 hubs; sold by local outfitters after regional unlock.,The Subterranean Grid,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0020,Plain Central Pillar Gridglass Acoustic Belt of Dawnforge Resolve,Standard / Non-Godly,,1,Common,1,15,Armor,Waist,Belt,Light,,0,0,5,0,4,Threat Control,Combo Decay Resistance,Shield Break,Resonant,Dawnforge Resolve,Standard affix: modest Dawnforge Resolve bonus appropriate for level 1.,Shop Inventory,Rotating shop inventory for level-1 hubs; sold by local outfitters after regional unlock.,The Central Pillar / Star-Elevator Core,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0021,Plain Zenith Spire Civic Iron Pack Cape of Protocol Revision,Standard / Non-Godly,,1,Common,1,17,Armor,Back,Cape,Light,,0,0,4,0,5,Might,Threat Control,Perfect Parry Window,Packmaster,Protocol Revision,Standard affix: modest Protocol Revision bonus appropriate for level 1.,Monster Drop,Drops from level-1 Scrap-Phalanx variants in Zenith Spire; component: phalanx shield scrap.,The Zenith Spire,Scrap-Phalanx,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0022,Plain Zenith Spire Aether-Wood Thruster Chestplate of Critical Timing,Standard / Non-Godly,,1,Common,1,19,Armor,Chest,Chestplate,Light,,0,0,18,1,5,Agility,Agility,Agility,Orbital Striker,Critical Timing,Standard affix: modest Critical Timing bonus appropriate for level 1.,Random Chest,Random chest find from Zenith Spire exploration caches; respects required level 1.,The Zenith Spire,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0023,Plain Provisioning Sectors Cottonweave EMP Gauntlets of Tempo Control,Standard / Non-Godly,,1,Common,1,21,Armor,Hands,Gauntlets,Light,,0,0,10,1,6,Focus,Aether,Fortitude,Scrap-Tek,Tempo Control,Standard affix: modest Tempo Control bonus appropriate for level 1.,Quest Reward,Reward option from Q013 — The Broken Lift Descent in The Provisioning Sectors.,The Provisioning Sectors,Q013,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0024,Plain Urban Sprawl Tinplate Guard Legwraps of Null Ward,Standard / Non-Godly,,1,Common,1,23,Armor,Legs,Legwraps,Light,,0,0,10,1,6,Aether,Resonance,Protocol Rating,Kinetic Juggernaut,Null Ward,Standard affix: modest Null Ward bonus appropriate for level 1.,Shop Inventory,Rotating shop inventory for level-1 hubs; sold by local outfitters after regional unlock.,The Urban Sprawl,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0025,Plain Central Pillar Wirehide Chrono Glaive of Hound Latch,Standard / Non-Godly,,1,Common,1,18,Weapon,Two-Hand Weapon,Glaive,None,Medium,7,10,0,0,2,Fortitude,Protocol Rating,Altitude Charge Gain,Phantom-Shift,Hound Latch,Standard affix: modest Hound Latch bonus appropriate for level 1.,Shop Inventory,Rotating shop inventory for level-1 hubs; sold by local outfitters after regional unlock.,The Central Pillar / Star-Elevator Core,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0026,Plain Central Pillar Cloudhook Brass Thorn Battleaxe of Aerial Juggle,Standard / Non-Godly,,1,Common,1,20,Weapon,Two-Hand Weapon,Battleaxe,None,Slow,8,12,0,0,2,Resonance,Command Point Gain,Flux Charge Gain,Sylvan Warden,Aerial Juggle,Standard affix: modest Aerial Juggle bonus appropriate for level 1.,Monster Drop,Drops from level-1 Siphon-Ticks variants in Central Pillar; component: siphon glands.,The Central Pillar / Star-Elevator Core,Siphon-Ticks,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0027,Plain Central Pillar Ash-Tanned Maelstrom Tuning-Fork Blade of EMP Resistance,Standard / Non-Godly,,1,Common,1,22,Weapon,Main Hand,Tuning-Fork Blade,None,Medium,8,11,0,0,3,Kinetic Charge,Scrap Charge Gain,Armor Pierce,Flux-Caster,EMP Resistance,Standard affix: modest EMP Resistance bonus appropriate for level 1.,Random Chest,Random chest find from Central Pillar exploration caches; respects required level 1.,The Central Pillar / Star-Elevator Core,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0028,Plain Zenith Spire Gridglass Protocol Rail Rifle of Leviathan Pressure,Standard / Non-Godly,,1,Common,1,24,Weapon,Ranged Weapon,Rail Rifle,None,Slow,10,15,0,0,3,Protocol Rating,Flux Charge Gain,Combo Decay Resistance,Protocol Weaver,Leviathan Pressure,Standard affix: modest Leviathan Pressure bonus appropriate for level 1.,Quest Reward,Reward option from Q010 — A Pact with the Skywrights in The Zenith Spire.,The Zenith Spire,Q010,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0029,Plain Urban Sprawl Civic Iron Alpha Visor of Sevenfold Counter,Standard / Non-Godly,,1,Common,1,22,Armor,Head,Visor,Light,,0,0,8,0,6,Evolution Point Gain,Stagger Damage,Might,Apex Mutator,Sevenfold Counter,Standard affix: modest Sevenfold Counter bonus appropriate for level 1.,Crafting Pattern,"Crafting schematic using Civic Iron, phalanx shield scrap, and regional salvage from Urban Sprawl.",The Urban Sprawl,Crafting,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0030,Plain Urban Sprawl Aether-Wood Reverb Mantle of Armor Sunder,Standard / Non-Godly,,1,Common,1,24,Armor,Shoulders,Mantle,Light,,0,0,10,1,7,Command Point Gain,Shield Break,Aether,Resonant,Armor Sunder,Standard affix: modest Armor Sunder bonus appropriate for level 1.,Shop Inventory,Rotating shop inventory for level-1 hubs; sold by local outfitters after regional unlock.,The Urban Sprawl,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0031,Plain Subterranean Grid Cottonweave Den Greaves of Briar Binding,Standard / Non-Godly,,1,Common,1,15,Armor,Legs,Greaves,Light,,0,0,9,1,4,Altitude Charge Gain,Combo Decay Resistance,Kinetic Charge,Packmaster,Briar Binding,Standard affix: modest Briar Binding bonus appropriate for level 1.,Monster Drop,Drops from level-1 Grid-Rushers variants in Subterranean Grid; component: rush-core filaments.,The Subterranean Grid,Grid-Rushers,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0032,Plain Central Pillar Tinplate Zero-G Aegis Shield of Afterimage Echo,Standard / Non-Godly,,1,Common,1,17,Armor,Shield,Aegis Shield,Light,,0,0,13,1,5,Scrap Charge Gain,Threat Control,Command Point Gain,Orbital Striker,Afterimage Echo,Standard affix: modest Afterimage Echo bonus appropriate for level 1.,Random Chest,Random chest find from Central Pillar exploration caches; respects required level 1.,The Central Pillar / Star-Elevator Core,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0033,Plain Central Pillar Wirehide Hydraulic Coat of Starwell Sync,Standard / Non-Godly,,1,Common,1,19,Armor,Chest,Coat,Light,,0,0,12,1,5,Verdant Point Gain,Agility,Verdant Point Gain,Scrap-Tek,Starwell Sync,Standard affix: modest Starwell Sync bonus appropriate for level 1.,Random Chest,Random chest find from Central Pillar exploration caches; respects required level 1.,The Central Pillar / Star-Elevator Core,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0034,Plain Raid-Rush Choke Points Cloudhook Brass Seismic Gloves of Vine Pull,Standard / Non-Godly,,1,Common,1,21,Armor,Hands,Gloves,Light,,0,0,7,0,6,Flux Charge Gain,Aether,Stagger Damage,Kinetic Juggernaut,Vine Pull,Standard affix: modest Vine Pull bonus appropriate for level 1.,Crafting Pattern,"Crafting schematic using Cloudhook Brass, siphon glands, and regional salvage from Raid-Rush Choke Points.",The Raid-Rush Choke Points,Crafting,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0035,Plain Zenith Spire Ash-Tanned Phantom Tuning-Fork Blade of Thermal Shock,Standard / Non-Godly,,1,Common,1,27,Weapon,Main Hand,Tuning-Fork Blade,None,Medium,9,14,0,0,3,Critical Chance,Resonance,Cooldown Recovery,Phantom-Shift,Thermal Shock,Standard affix: modest Thermal Shock bonus appropriate for level 1.,Shop Inventory,Rotating shop inventory for level-1 hubs; sold by local outfitters after regional unlock.,The Zenith Spire,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0036,Plain Urban Sprawl Gridglass Root Rail Rifle of Hydraulic Burst,Standard / Non-Godly,,1,Common,1,18,Weapon,Ranged Weapon,Rail Rifle,None,Slow,7,11,0,0,2,Stagger Damage,Protocol Rating,Threat Control,Sylvan Warden,Hydraulic Burst,Standard affix: modest Hydraulic Burst bonus appropriate for level 1.,Shop Inventory,Rotating shop inventory for level-1 hubs; sold by local outfitters after regional unlock.,The Urban Sprawl,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0037,Plain Subterranean Grid Civic Iron Aether Magnetic Grapple Gauntlet of Evolution Charge,Standard / Non-Godly,,1,Common,1,20,Weapon,Arm Weapon,Magnetic Grapple Gauntlet,None,Fast,6,9,0,0,2,Armor Pierce,Command Point Gain,Focus,Flux-Caster,Evolution Charge,Standard affix: modest Evolution Charge bonus appropriate for level 1.,Monster Drop,Drops from level-1 Scrap-Phalanx variants in Subterranean Grid; component: phalanx shield scrap.,The Subterranean Grid,Scrap-Phalanx,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0038,Plain Subterranean Grid Aether-Wood Aether-Edit Protocol Blade of Scrap Magnetism,Standard / Non-Godly,,1,Common,1,22,Weapon,Main Hand,Protocol Blade,None,Medium,7,11,0,0,3,Shield Break,Scrap Charge Gain,Resonance,Protocol Weaver,Scrap Magnetism,Standard affix: modest Scrap Magnetism bonus appropriate for level 1.,Random Chest,Random chest find from Subterranean Grid exploration caches; respects required level 1.,The Subterranean Grid,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 weapon tuned for early band enemies; source never requires fighting above the item level.
DF-N-0039,Plain Central Pillar Cottonweave Chimera Cape of Combo Grace,Standard / Non-Godly,,1,Common,1,20,Armor,Back,Cape,Light,,0,0,5,0,6,Cooldown Recovery,Flux Charge Gain,Evolution Point Gain,Apex Mutator,Combo Grace,Standard affix: modest Combo Grace bonus appropriate for level 1.,Quest Reward,Reward option from Q011 — The Child Who Heard the Starwell in The Central Pillar / Star-Elevator Core.,The Central Pillar / Star-Elevator Core,Q011,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0040,Plain Zenith Spire Tinplate Tuning Chestplate of Projectile Reversal,Standard / Non-Godly,,1,Common,1,22,Armor,Chest,Chestplate,Light,,0,0,21,1,6,Combo Decay Resistance,Stagger Damage,Scrap Charge Gain,Resonant,Projectile Reversal,Standard affix: modest Projectile Reversal bonus appropriate for level 1.,Shop Inventory,Rotating shop inventory for level-1 hubs; sold by local outfitters after regional unlock.,The Zenith Spire,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0041,Plain Zenith Spire Wirehide Latch Gauntlets of Mirror Deflection,Standard / Non-Godly,,1,Common,1,24,Armor,Hands,Gauntlets,Light,,0,0,11,1,7,Perfect Parry Window,Shield Break,Critical Chance,Packmaster,Mirror Deflection,Standard affix: modest Mirror Deflection bonus appropriate for level 1.,Shop Inventory,Rotating shop inventory for level-1 hubs; sold by local outfitters after regional unlock.,The Zenith Spire,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0042,Plain Provisioning Sectors Cloudhook Brass Orbital Legwraps of Sonic Reverb,Standard / Non-Godly,,1,Common,1,15,Armor,Legs,Legwraps,Light,,0,0,7,0,4,Threat Control,Combo Decay Resistance,Shield Break,Orbital Striker,Sonic Reverb,Standard affix: modest Sonic Reverb bonus appropriate for level 1.,Monster Drop,Drops from level-1 Siphon-Ticks variants in Provisioning Sectors; component: siphon glands.,The Provisioning Sectors,Siphon-Ticks,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0043,Plain Urban Sprawl Ash-Tanned Junkyard Helm of Vault Momentum,Standard / Non-Godly,,1,Common,1,17,Armor,Head,Helm,Light,,0,0,8,1,5,Might,Threat Control,Perfect Parry Window,Scrap-Tek,Vault Momentum,Standard affix: modest Vault Momentum bonus appropriate for level 1.,Random Chest,Random chest find from Urban Sprawl exploration caches; respects required level 1.,The Urban Sprawl,Exploration Cache,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0044,Plain Central Pillar Gridglass Asteroid Exo-Rig of Low-Gravity Lift,Standard / Non-Godly,,1,Common,1,19,Armor,Chest,Exo-Rig,Light,,0,0,15,1,5,Agility,Agility,Agility,Kinetic Juggernaut,Low-Gravity Lift,Standard affix: modest Low-Gravity Lift bonus appropriate for level 1.,Quest Reward,Reward option from Q008 — Embermarket Blackout in The Central Pillar / Star-Elevator Core.,The Central Pillar / Star-Elevator Core,Q008,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 armor tuned for early band enemies; source never requires fighting above the item level.
DF-N-0045,Plain Central Pillar Civic Iron Flux Magnetic Grapple Gauntlet of Kinetic Absorption,Standard / Non-Godly,,1,Common,1,25,Weapon,Arm Weapon,Magnetic Grapple Gauntlet,None,Fast,7,11,0,0,3,Focus,Aether,Fortitude,Phantom-Shift,Kinetic Absorption,Standard affix: modest Kinetic Absorption bonus appropriate for level 1.,Shop Inventory,Rotating shop inventory for level-1 hubs; sold by local outfitters after regional unlock.,The Central Pillar / Star-Elevator Core,Shop Vendor,6000,Plain Alloy / Tanned Hide,Tradeable until equipped,Baseline leveling gear.,Level 1 weapon tuned for early band enemies; source never requires fighting above the item level.
