quest_id,title,arc,unlock_requirement,giver,turn_in,location,quest_type,story_purpose,subquest_count,subquests,godly_reward_id,godly_reward_name,reward_class
SW-PG-011,Audit The Silent Pylon — Wing I,Act I: The Aerie Reopened,Unlocks only after main Quest 250 completion and defeat of the final Astral Sovereign-class postgame gate condition.,Torinn Rhogar,Torinn Rhogar,The Aerie of Oaths,Investigation,Rebuild the sky wardens headquarters after the final boss collapse; this quest advances Sky Warden authority without creating or instantiating Torinn Rhogar as an NPC asset.,3,"1. Receive the sealed order from Torinn Rhogar and verify the postgame unlock seal against the Astral Sovereign defeat record. | 2. Inspect the The Aerie of Oaths, mark hazards, and log any skyship, ward, or anomaly damage on the Sky Warden operations slate. | 3. Coordinate with the Aetherhook Guard, then clear the required route without allowing civilian or ship systems to fail.",GOD-SW-PROTOCOL_WEAVER-02,Revision Chestguard of the Open Sky,Protocol Weaver
SW-PG-012,Reforge The Star-Scarred Anchor — Wing I,Act I: The Aerie Reopened,Unlocks only after main Quest 250 completion and defeat of the final Astral Sovereign-class postgame gate condition.,Torinn Rhogar,Torinn Rhogar,Oath Ring Observatory,Fleet Recovery,Rebuild the sky wardens headquarters after the final boss collapse; this quest advances Sky Warden authority without creating or instantiating Torinn Rhogar as an NPC asset.,4,"1. Receive the sealed order from Torinn Rhogar and verify the postgame unlock seal against the Astral Sovereign defeat record. | 2. Inspect the Oath Ring Observatory, mark hazards, and log any skyship, ward, or anomaly damage on the Sky Warden operations slate. | 3. Coordinate with the Oathwake Wing, then clear the required route without allowing civilian or ship systems to fail. | 4. Recover the primary objective item, proof fragment, survivor, Skyhook Cutter component, or oath record before the stormfront timer expires.",GOD-SW-APEX_MUTATOR-02,Ascendant Genome Chestguard of the Open Sky,Apex Mutator
SW-PG-013,Seal The Fallen Flagmast — Wing I,Act I: The Aerie Reopened,Unlocks only after main Quest 250 completion and defeat of the final Astral Sovereign-class postgame gate condition.,Torinn Rhogar,Torinn Rhogar,North Skydocks,Defense,Rebuild the sky wardens headquarters after the final boss collapse; this quest advances Sky Warden authority without creating or instantiating Torinn Rhogar as an NPC asset.,5,"1. Receive the sealed order from Torinn Rhogar and verify the postgame unlock seal against the Astral Sovereign defeat record. | 2. Inspect the North Skydocks, mark hazards, and log any skyship, ward, or anomaly damage on the Sky Warden operations slate. | 3. Coordinate with the Stormglass Circle, then clear the required route without allowing civilian or ship systems to fail. | 4. Recover the primary objective item, proof fragment, survivor, Silverwing Corvette component, or oath record before the stormfront timer expires. | 5. Survive the defense escalation, environmental hazard, or boarding-wave counterattack using level-40 postgame combat rules.",GOD-SW-RESONANT-02,Festival Thunder Chestguard of the Open Sky,Resonant
SW-PG-014,Awaken The Horizon Engine — Wing I,Act I: The Aerie Reopened,Unlocks only after main Quest 250 completion and defeat of the final Astral Sovereign-class postgame gate condition.,Torinn Rhogar,Torinn Rhogar,Aether Beacon,Boarding Action,Rebuild the sky wardens headquarters after the final boss collapse; this quest advances Sky Warden authority without creating or instantiating Torinn Rhogar as an NPC asset.,3,"1. Receive the sealed order from Torinn Rhogar and verify the postgame unlock seal against the Astral Sovereign defeat record. | 2. Inspect the Aether Beacon, mark hazards, and log any skyship, ward, or anomaly damage on the Sky Warden operations slate. | 3. Coordinate with the Dawnmast Company, then clear the required route without allowing civilian or ship systems to fail.",GOD-SW-PACKMASTER-02,Twin Oath Chestguard of the Open Sky,Packmaster
SW-PG-015,Unmask The Drifted Rescue Buoy — Wing I,Act I: The Aerie Reopened,Unlocks only after main Quest 250 completion and defeat of the final Astral Sovereign-class postgame gate condition.,Torinn Rhogar,Torinn Rhogar,Horizon Barracks,Diplomacy,Rebuild the sky wardens headquarters after the final boss collapse; this quest advances Sky Warden authority without creating or instantiating Torinn Rhogar as an NPC asset.,4,"1. Receive the sealed order from Torinn Rhogar and verify the postgame unlock seal against the Astral Sovereign defeat record. | 2. Inspect the Horizon Barracks, mark hazards, and log any skyship, ward, or anomaly damage on the Sky Warden operations slate. | 3. Coordinate with the Voidweather Watch, then clear the required route without allowing civilian or ship systems to fail. | 4. Recover the primary objective item, proof fragment, survivor, Thunderline Dropship component, or oath record before the stormfront timer expires.",GOD-SW-ORBITAL_STRIKER-02,Exosphere Chestguard of the Open Sky,Orbital Striker
SW-PG-016,Rebuild The Signal Choir — Wing I,Act I: The Aerie Reopened,Unlocks only after main Quest 250 completion and defeat of the final Astral Sovereign-class postgame gate condition.,Torinn Rhogar,Torinn Rhogar,The Aerie of Oaths,Storm-Vault Delve,Rebuild the sky wardens headquarters after the final boss collapse; this quest advances Sky Warden authority without creating or instantiating Torinn Rhogar as an NPC asset.,5,"1. Receive the sealed order from Torinn Rhogar and verify the postgame unlock seal against the Astral Sovereign defeat record. | 2. Inspect the The Aerie of Oaths, mark hazards, and log any skyship, ward, or anomaly damage on the Sky Warden operations slate. | 3. Coordinate with the Horizon Rescue, then clear the required route without allowing civilian or ship systems to fail. | 4. Recover the primary objective item, proof fragment, survivor, Tempest Frigate component, or oath record before the stormfront timer expires. | 5. Survive the storm-vault delve escalation, environmental hazard, or boarding-wave counterattack using level-40 postgame combat rules.",GOD-SW-SCRAP_TEK-02,Junkyard Crown Chestguard of the Open Sky,Scrap-Tek
SW-PG-017,Illuminate The Pressure-Rune — Wing I,Act I: The Aerie Reopened,Unlocks only after main Quest 250 completion and defeat of the final Astral Sovereign-class postgame gate condition.,Torinn Rhogar,Torinn Rhogar,Oath Ring Observatory,Rescue,Rebuild the sky wardens headquarters after the final boss collapse; this quest advances Sky Warden authority without creating or instantiating Torinn Rhogar as an NPC asset.,3,"1. Receive the sealed order from Torinn Rhogar and verify the postgame unlock seal against the Astral Sovereign defeat record. | 2. Inspect the Oath Ring Observatory, mark hazards, and log any skyship, ward, or anomaly damage on the Sky Warden operations slate. | 3. Coordinate with the Prime Aerie Command, then clear the required route without allowing civilian or ship systems to fail.",GOD-SW-KINETIC_JUGGERNAUT-02,Asteroid Plate Chestguard of the Open Sky,Kinetic Juggernaut
SW-PG-018,Anchor The Black-Cloud Cipher — Wing I,Act I: The Aerie Reopened,Unlocks only after main Quest 250 completion and defeat of the final Astral Sovereign-class postgame gate condition.,Torinn Rhogar,Torinn Rhogar,North Skydocks,Aether Calibration,Rebuild the sky wardens headquarters after the final boss collapse; this quest advances Sky Warden authority without creating or instantiating Torinn Rhogar as an NPC asset.,4,"1. Receive the sealed order from Torinn Rhogar and verify the postgame unlock seal against the Astral Sovereign defeat record. | 2. Inspect the North Skydocks, mark hazards, and log any skyship, ward, or anomaly damage on the Sky Warden operations slate. | 3. Coordinate with the Bluewing Cadre, then clear the required route without allowing civilian or ship systems to fail. | 4. Recover the primary objective item, proof fragment, survivor, Aerie Cruiser component, or oath record before the stormfront timer expires.",GOD-SW-PHANTOM_SHIFT-02,Reality Shard Chestguard of the Open Sky,Phantom-Shift
SW-PG-019,Cleanse The Glimmering Hangar — Wing I,Act I: The Aerie Reopened,Unlocks only after main Quest 250 completion and defeat of the final Astral Sovereign-class postgame gate condition.,Torinn Rhogar,Torinn Rhogar,Aether Beacon,Elite Hunt,Rebuild the sky wardens headquarters after the final boss collapse; this quest advances Sky Warden authority without creating or instantiating Torinn Rhogar as an NPC asset.,5,"1. Receive the sealed order from Torinn Rhogar and verify the postgame unlock seal against the Astral Sovereign defeat record. | 2. Inspect the Aether Beacon, mark hazards, and log any skyship, ward, or anomaly damage on the Sky Warden operations slate. | 3. Coordinate with the Gale Lanterns, then clear the required route without allowing civilian or ship systems to fail. | 4. Recover the primary objective item, proof fragment, survivor, Stormcrown Dreadnought component, or oath record before the stormfront timer expires. | 5. Survive the elite hunt escalation, environmental hazard, or boarding-wave counterattack using level-40 postgame combat rules.",GOD-SW-SYLVAN_WARDEN-02,Worldroot Chestguard of the Open Sky,Sylvan Warden
SW-PG-020,Marshal The Open-Sky Writ — Wing I,Act I: The Aerie Reopened,Unlocks only after main Quest 250 completion and defeat of the final Astral Sovereign-class postgame gate condition.,Torinn Rhogar,Torinn Rhogar,Horizon Barracks,Oath Trial,Rebuild the sky wardens headquarters after the final boss collapse; this quest advances Sky Warden authority without creating or instantiating Torinn Rhogar as an NPC asset.,3,"1. Receive the sealed order from Torinn Rhogar and verify the postgame unlock seal against the Astral Sovereign defeat record. | 2. Inspect the Horizon Barracks, mark hazards, and log any skyship, ward, or anomaly damage on the Sky Warden operations slate. | 3. Coordinate with the Thunderline Cohort, then clear the required route without allowing civilian or ship systems to fail.",GOD-SW-FLUX_CASTER-02,Thermal Halo Chestguard of the Open Sky,Flux-Caster
SW-PG-021,Secure The Broken Skyhook — Wing II,Act II: Fleet Above the Broken Starwells,Unlocks only after main Quest 250 completion and defeat of the final Astral Sovereign-class postgame gate condition.,Torinn Rhogar,Torinn Rhogar,Wisp Runner Docks,Investigation,Recover and recommission the sky fleet scattered across the upper atmosphere; this quest advances Sky Warden authority without creating or instantiating Torinn Rhogar as an NPC asset.,4,"1. Receive the sealed order from Torinn Rhogar and verify the postgame unlock seal against the Astral Sovereign defeat record. | 2. Inspect the Wisp Runner Docks, mark hazards, and log any skyship, ward, or anomaly damage on the Sky Warden operations slate. | 3. Coordinate with the Aetherhook Guard, then clear the required route without allowing civilian or ship systems to fail. | 4. Recover the primary objective item, proof fragment, survivor, Wisp Runner component, or oath record before the stormfront timer expires.",GOD-SW-PROTOCOL_WEAVER-03,Revision Pauldrons of the Open Sky,Protocol Weaver
SW-PG-022,Recover The Oath Beacon — Wing II,Act II: Fleet Above the Broken Starwells,Unlocks only after main Quest 250 completion and defeat of the final Astral Sovereign-class postgame gate condition.,Torinn Rhogar,Torinn Rhogar,Stormcrown Mooring,Fleet Recovery,Recover and recommission the sky fleet scattered across the upper atmosphere; this quest advances Sky Warden authority without creating or instantiating Torinn Rhogar as an NPC asset.,5,"1. Receive the sealed order from Torinn Rhogar and verify the postgame unlock seal against the Astral Sovereign defeat record. | 2. Inspect the Stormcrown Mooring, mark hazards, and log any skyship, ward, or anomaly damage on the Sky Warden operations slate. | 3. Coordinate with the Oathwake Wing, then clear the required route without allowing civilian or ship systems to fail. | 4. Recover the primary objective item, proof fragment, survivor, Cloudlace Courier component, or oath record before the stormfront timer expires. | 5. Survive the fleet recovery escalation, environmental hazard, or boarding-wave counterattack using level-40 postgame combat rules.",GOD-SW-APEX_MUTATOR-03,Ascendant Genome Pauldrons of the Open Sky,Apex Mutator
SW-PG-023,Decode The Lost Wing Ledger — Wing II,Act II: Fleet Above the Broken Starwells,Unlocks only after main Quest 250 completion and defeat of the final Astral Sovereign-class postgame gate condition.,Torinn Rhogar,Torinn Rhogar,Cloudlace Dispatch Run,Defense,Recover and recommission the sky fleet scattered across the upper atmosphere; this quest advances Sky Warden authority without creating or instantiating Torinn Rhogar as an NPC asset.,3,"1. Receive the sealed order from Torinn Rhogar and verify the postgame unlock seal against the Astral Sovereign defeat record. | 2. Inspect the Cloudlace Dispatch Run, mark hazards, and log any skyship, ward, or anomaly damage on the Sky Warden operations slate. | 3. Coordinate with the Stormglass Circle, then clear the required route without allowing civilian or ship systems to fail.",GOD-SW-RESONANT-03,Festival Thunder Pauldrons of the Open Sky,Resonant
SW-PG-024,Stabilize The Storm-Lattice — Wing II,Act II: Fleet Above the Broken Starwells,Unlocks only after main Quest 250 completion and defeat of the final Astral Sovereign-class postgame gate condition.,Torinn Rhogar,Torinn Rhogar,Dawnlift Hauler Bay,Boarding Action,Recover and recommission the sky fleet scattered across the upper atmosphere; this quest advances Sky Warden authority without creating or instantiating Torinn Rhogar as an NPC asset.,4,"1. Receive the sealed order from Torinn Rhogar and verify the postgame unlock seal against the Astral Sovereign defeat record. | 2. Inspect the Dawnlift Hauler Bay, mark hazards, and log any skyship, ward, or anomaly damage on the Sky Warden operations slate. | 3. Coordinate with the Dawnmast Company, then clear the required route without allowing civilian or ship systems to fail. | 4. Recover the primary objective item, proof fragment, survivor, Skyhook Cutter component, or oath record before the stormfront timer expires.",GOD-SW-PACKMASTER-03,Twin Oath Pauldrons of the Open Sky,Packmaster
SW-PG-025,Chart The Captainless Skiff — Wing II,Act II: Fleet Above the Broken Starwells,Unlocks only after main Quest 250 completion and defeat of the final Astral Sovereign-class postgame gate condition.,Torinn Rhogar,Torinn Rhogar,Tempest Frigate Yard,Diplomacy,Recover and recommission the sky fleet scattered across the upper atmosphere; this quest advances Sky Warden authority without creating or instantiating Torinn Rhogar as an NPC asset.,5,"1. Receive the sealed order from Torinn Rhogar and verify the postgame unlock seal against the Astral Sovereign defeat record. | 2. Inspect the Tempest Frigate Yard, mark hazards, and log any skyship, ward, or anomaly damage on the Sky Warden operations slate. | 3. Coordinate with the Voidweather Watch, then clear the required route without allowing civilian or ship systems to fail. | 4. Recover the primary objective item, proof fragment, survivor, Silverwing Corvette component, or oath record before the stormfront timer expires. | 5. Survive the diplomacy escalation, environmental hazard, or boarding-wave counterattack using level-40 postgame combat rules.",GOD-SW-ORBITAL_STRIKER-03,Exosphere Pauldrons of the Open Sky,Orbital Striker
SW-PG-026,Defend The Voidweather Wound — Wing II,Act II: Fleet Above the Broken Starwells,Unlocks only after main Quest 250 completion and defeat of the final Astral Sovereign-class postgame gate condition.,Torinn Rhogar,Torinn Rhogar,Wisp Runner Docks,Storm-Vault Delve,Recover and recommission the sky fleet scattered across the upper atmosphere; this quest advances Sky Warden authority without creating or instantiating Torinn Rhogar as an NPC asset.,3,"1. Receive the sealed order from Torinn Rhogar and verify the postgame unlock seal against the Astral Sovereign defeat record. | 2. Inspect the Wisp Runner Docks, mark hazards, and log any skyship, ward, or anomaly damage on the Sky Warden operations slate. | 3. Coordinate with the Horizon Rescue, then clear the required route without allowing civilian or ship systems to fail.",GOD-SW-SCRAP_TEK-03,Junkyard Crown Pauldrons of the Open Sky,Scrap-Tek
SW-PG-027,Board The Shattered Dockline — Wing II,Act II: Fleet Above the Broken Starwells,Unlocks only after main Quest 250 completion and defeat of the final Astral Sovereign-class postgame gate condition.,Torinn Rhogar,Torinn Rhogar,Stormcrown Mooring,Rescue,Recover and recommission the sky fleet scattered across the upper atmosphere; this quest advances Sky Warden authority without creating or instantiating Torinn Rhogar as an NPC asset.,4,"1. Receive the sealed order from Torinn Rhogar and verify the postgame unlock seal against the Astral Sovereign defeat record. | 2. Inspect the Stormcrown Mooring, mark hazards, and log any skyship, ward, or anomaly damage on the Sky Warden operations slate. | 3. Coordinate with the Prime Aerie Command, then clear the required route without allowing civilian or ship systems to fail. | 4. Recover the primary objective item, proof fragment, survivor, Thunderline Dropship component, or oath record before the stormfront timer expires.",GOD-SW-KINETIC_JUGGERNAUT-03,Asteroid Plate Pauldrons of the Open Sky,Kinetic Juggernaut
SW-PG-028,Consecrate The Cloud Treaty — Wing II,Act II: Fleet Above the Broken Starwells,Unlocks only after main Quest 250 completion and defeat of the final Astral Sovereign-class postgame gate condition.,Torinn Rhogar,Torinn Rhogar,Cloudlace Dispatch Run,Aether Calibration,Recover and recommission the sky fleet scattered across the upper atmosphere; this quest advances Sky Warden authority without creating or instantiating Torinn Rhogar as an NPC asset.,5,"1. Receive the sealed order from Torinn Rhogar and verify the postgame unlock seal against the Astral Sovereign defeat record. | 2. Inspect the Cloudlace Dispatch Run, mark hazards, and log any skyship, ward, or anomaly damage on the Sky Warden operations slate. | 3. Coordinate with the Bluewing Cadre, then clear the required route without allowing civilian or ship systems to fail. | 4. Recover the primary objective item, proof fragment, survivor, Tempest Frigate component, or oath record before the stormfront timer expires. | 5. Survive the aether calibration escalation, environmental hazard, or boarding-wave counterattack using level-40 postgame combat rules.",GOD-SW-PHANTOM_SHIFT-03,Reality Shard Pauldrons of the Open Sky,Phantom-Shift
SW-PG-029,Interdict The Aether Compass — Wing II,Act II: Fleet Above the Broken Starwells,Unlocks only after main Quest 250 completion and defeat of the final Astral Sovereign-class postgame gate condition.,Torinn Rhogar,Torinn Rhogar,Dawnlift Hauler Bay,Elite Hunt,Recover and recommission the sky fleet scattered across the upper atmosphere; this quest advances Sky Warden authority without creating or instantiating Torinn Rhogar as an NPC asset.,3,"1. Receive the sealed order from Torinn Rhogar and verify the postgame unlock seal against the Astral Sovereign defeat record. | 2. Inspect the Dawnlift Hauler Bay, mark hazards, and log any skyship, ward, or anomaly damage on the Sky Warden operations slate. | 3. Coordinate with the Gale Lanterns, then clear the required route without allowing civilian or ship systems to fail.",GOD-SW-SYLVAN_WARDEN-03,Worldroot Pauldrons of the Open Sky,Sylvan Warden
SW-PG-030,Escort The Forbidden Launch Key — Wing II,Act II: Fleet Above the Broken Starwells,Unlocks only after main Quest 250 completion and defeat of the final Astral Sovereign-class postgame gate condition.,Torinn Rhogar,Torinn Rhogar,Tempest Frigate Yard,Oath Trial,Recover and recommission the sky fleet scattered across the upper atmosphere; this quest advances Sky Warden authority without creating or instantiating Torinn Rhogar as an NPC asset.,4,"1. Receive the sealed order from Torinn Rhogar and verify the postgame unlock seal against the Astral Sovereign defeat record. | 2. Inspect the Tempest Frigate Yard, mark hazards, and log any skyship, ward, or anomaly damage on the Sky Warden operations slate. | 3. Coordinate with the Thunderline Cohort, then clear the required route without allowing civilian or ship systems to fail. | 4. Recover the primary objective item, proof fragment, survivor, Aerie Cruiser component, or oath record before the stormfront timer expires.",GOD-SW-FLUX_CASTER-03,Thermal Halo Pauldrons of the Open Sky,Flux-Caster
SW-PG-031,Audit The Silent Pylon — Wing II,Act II: Fleet Above the Broken Starwells,Unlocks only after main Quest 250 completion and defeat of the final Astral Sovereign-class postgame gate condition.,Torinn Rhogar,Torinn Rhogar,Wisp Runner Docks,Investigation,Recover and recommission the sky fleet scattered across the upper atmosphere; this quest advances Sky Warden authority without creating or instantiating Torinn Rhogar as an NPC asset.,5,"1. Receive the sealed order from Torinn Rhogar and verify the postgame unlock seal against the Astral Sovereign defeat record. | 2. Inspect the Wisp Runner Docks, mark hazards, and log any skyship, ward, or anomaly damage on the Sky Warden operations slate. | 3. Coordinate with the Aetherhook Guard, then clear the required route without allowing civilian or ship systems to fail. | 4. Recover the primary objective item, proof fragment, survivor, Stormcrown Dreadnought component, or oath record before the stormfront timer expires. | 5. Survive the investigation escalation, environmental hazard, or boarding-wave counterattack using level-40 postgame combat rules.",GOD-SW-PROTOCOL_WEAVER-04,Revision Gauntlets of the Open Sky,Protocol Weaver
SW-PG-032,Reforge The Star-Scarred Anchor — Wing II,Act II: Fleet Above the Broken Starwells,Unlocks only after main Quest 250 completion and defeat of the final Astral Sovereign-class postgame gate condition.,Torinn Rhogar,Torinn Rhogar,Stormcrown Mooring,Fleet Recovery,Recover and recommission the sky fleet scattered across the upper atmosphere; this quest advances Sky Warden authority without creating or instantiating Torinn Rhogar as an NPC asset.,3,"1. Receive the sealed order from Torinn Rhogar and verify the postgame unlock seal against the Astral Sovereign defeat record. | 2. Inspect the Stormcrown Mooring, mark hazards, and log any skyship, ward, or anomaly damage on the Sky Warden operations slate. | 3. Coordinate with the Oathwake Wing, then clear the required route without allowing civilian or ship systems to fail.",GOD-SW-APEX_MUTATOR-04,Ascendant Genome Gauntlets of the Open Sky,Apex Mutator
