event_id,event_title,world_map_location,map_category,sublocation,required_player_level,recommended_combat_rating,difficulty_kind,event_type,xp_reward,spawned_enemy_xp_reward,primary_variant,primary_standard_monster,support_variants,encounter_goal,trigger_rule,failure_state,hazard_profile,variant_mechanic,no_xp_policy,group_scaling,loot_item,loot_tier,item_slot,item_power,first_clear_reward,repeat_drop_rule,unique_perk,drop_chance_percent
SEV-053,Spore-Sick Incident: Pressure-Plate Gallery,The Canopy Portrait Halls,Conservation Wilds,Pressure-Plate Gallery,25,27,Elite-Variant,Variant Hunt,0,0,Spore-Sick Tremor-Fiend,Tremor-Fiend,Spore-Sick Siphon-Ticks | Spore-Sick Iron-Jaw Hound,"Control priority targets, solve the counter/vault pattern under added hazard pressure, and collapse the elite formation without dropping flow.","Trigger only when player level >= 25, player enters or completes a combat action inside Pressure-Plate Gallery, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","root snares, moving beast-platforms, and canopy traversal pressure","Spore-Sick Syncopation: Metronome Strike intentionally skips every fourth beat, punishing players who rely only on memorized rhythm.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Pressure-Plate Tremor-Fiend Gauntlets,Epic Relic,gauntlets,644,Guaranteed first-clear: Pressure-Plate Tremor-Fiend Gauntlets pattern token + Epic Relic crafting imprint.,Repeat clear: 16% chance for the unique gauntlets; pity token after 8 eligible clears.,"Unique Perk: while inside Canopy-type arenas, gain a short defensive or traversal proc after countering Tremor-Fiend mechanics. Does not increase XP gain.",16
SEV-054,Chrome-Maw Incident: Root-Sealed Reliquary,The Canopy Portrait Halls,Conservation Wilds,Root-Sealed Reliquary,25,27,Elite-Variant,Timed Defense,0,0,Chrome-Maw Aegis Carapace,Aegis Carapace,Chrome-Maw Tremor-Fiend | Chrome-Maw Gnarl-Maws,"Control priority targets, solve the counter/vault pattern under added hazard pressure, and collapse the elite formation without dropping flow.","Trigger only when player level >= 25, player enters or completes a combat action inside Root-Sealed Reliquary, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","root snares, moving beast-platforms, and canopy traversal pressure","Chrome-Maw Rotating Bulwark: frontal armor rotates 90 degrees after every vault punish, forcing alternating aerial and rear attacks.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Root-Sealed Aegis Greaves,Epic Relic,greaves,651,Guaranteed first-clear: Root-Sealed Aegis Greaves pattern token + Epic Relic crafting imprint.,Repeat clear: 16% chance for the unique greaves; pity token after 8 eligible clears.,"Unique Perk: while inside Canopy-type arenas, gain a short defensive or traversal proc after countering Aegis Carapace mechanics. Does not increase XP gain.",16
SEV-055,Eclipse-Synced Incident: Collapsed Fresco Walk,The Canopy Portrait Halls,Conservation Wilds,Collapsed Fresco Walk,25,27,Elite-Variant,Rift Incursion,0,0,Eclipse-Synced Iron-Jaw Hound,Iron-Jaw Hound,Eclipse-Synced Aegis Carapace | Eclipse-Synced Siphon-Ticks,"Hunt the mobile flanker variant, protect isolated players from pin mechanics, and force the enemy into a punishable arena state.","Trigger only when player level >= 25, player enters or completes a combat action inside Collapsed Fresco Walk, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","root snares, moving beast-platforms, and canopy traversal pressure","Eclipse-Synced Pack Latch: if the first latch is not broken within 4 seconds, a support hound joins and halves the victim’s healing received.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Collapsed Iron-Jaw Cloak,Epic Relic,cloak,658,Guaranteed first-clear: Collapsed Iron-Jaw Cloak pattern token + Epic Relic crafting imprint.,Repeat clear: 16% chance for the unique cloak; pity token after 8 eligible clears.,"Unique Perk: while inside Canopy-type arenas, gain a short defensive or traversal proc after countering Iron-Jaw Hound mechanics. Does not increase XP gain.",16
SEV-056,Overcharged Incident: Lumenroot Meadow,The Whispering Glade,Ethereal & Resonant Zones,Lumenroot Meadow,25,27,Elite-Variant,Horde Compression,0,0,Overcharged Gnarl-Maws,Gnarl-Maws,Overcharged Siphon-Ticks | Overcharged Aegis Carapace,"Survive a condensed horde pattern, prevent escalation loops, and eliminate the Gnarl-Maws variant commander before it converts the sublocation into a permanent hazard node.","Trigger only when player level >= 25, player enters or completes a combat action inside Lumenroot Meadow, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","tempo-locked shockwaves, parry-window distortion, and bass pulses that punish dropped combos",Overcharged Anchor Bite: latch effects stack movement slow and temporarily disable sprint cancels until shaken off with a heavy slam.,0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Lumenroot Gnarl-Maws Ring,Epic Relic,ring,630,Guaranteed first-clear: Lumenroot Gnarl-Maws Ring pattern token + Epic Relic crafting imprint.,Repeat clear: 16% chance for the unique ring; pity token after 8 eligible clears.,"Unique Perk: while inside Whispering-type arenas, gain a short defensive or traversal proc after countering Gnarl-Maws mechanics. Does not increase XP gain.",16
SEV-057,Bark-Crowned Incident: Glow-Vine Path,The Whispering Glade,Ethereal & Resonant Zones,Glow-Vine Path,25,27,Boss-Echo,Mini-Boss Echo,0,0,Bark-Crowned Ascendant Colossus,Ascendant Colossus,Bark-Crowned Tremor-Fiend | Bark-Crowned Iron-Jaw Hound,"Break the Ascendant Colossus echo before its signature phase mechanic fully resolves, while suppressing support variants and maintaining encounter control.","Trigger only when player level >= 25, player enters or completes a combat action inside Glow-Vine Path, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","tempo-locked shockwaves, parry-window distortion, and bass pulses that punish dropped combos","Bark-Crowned Echo Rule: the boss repeats one signature world mechanic at 70%, 40%, and 15% health, each time with a tighter counter window.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Glow-Vine Ascendant Amulet,Epic Relic,amulet,637,Guaranteed first-clear: Glow-Vine Ascendant Amulet pattern token + Epic Relic crafting imprint.,Repeat clear: 16% chance for the unique amulet; pity token after 8 eligible clears.,"Unique Perk: while inside Whispering-type arenas, gain a short defensive or traversal proc after countering Ascendant Colossus mechanics. Does not increase XP gain.",16
SEV-058,Echo-Split Incident: Silent Pool,The Whispering Glade,Ethereal & Resonant Zones,Silent Pool,25,27,Elite-Variant,Traversal Gauntlet,0,0,Echo-Split Tremor-Fiend,Tremor-Fiend,Echo-Split Aegis Carapace | Echo-Split Gnarl-Maws,"Control priority targets, solve the counter/vault pattern under added hazard pressure, and collapse the elite formation without dropping flow.","Trigger only when player level >= 25, player enters or completes a combat action inside Silent Pool, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","tempo-locked shockwaves, parry-window distortion, and bass pulses that punish dropped combos","Echo-Split Syncopation: Metronome Strike intentionally skips every fourth beat, punishing players who rely only on memorized rhythm.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Silent Tremor-Fiend Main-Hand Weapon,Epic Relic,main-hand weapon,644,Guaranteed first-clear: Silent Tremor-Fiend Main-Hand Weapon pattern token + Epic Relic crafting imprint.,Repeat clear: 16% chance for the unique main-hand weapon; pity token after 8 eligible clears.,"Unique Perk: while inside Whispering-type arenas, gain a short defensive or traversal proc after countering Tremor-Fiend mechanics. Does not increase XP gain.",16
SEV-059,Null-Branded Incident: Combo-Lit Hidden Trail,The Whispering Glade,Ethereal & Resonant Zones,Combo-Lit Hidden Trail,25,27,Elite-Variant,Hazard Lockdown,0,0,Null-Branded Aegis Carapace,Aegis Carapace,Null-Branded Iron-Jaw Hound | Null-Branded Siphon-Ticks,"Control priority targets, solve the counter/vault pattern under added hazard pressure, and collapse the elite formation without dropping flow.","Trigger only when player level >= 25, player enters or completes a combat action inside Combo-Lit Hidden Trail, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","tempo-locked shockwaves, parry-window distortion, and bass pulses that punish dropped combos","Null-Branded Rotating Bulwark: frontal armor rotates 90 degrees after every vault punish, forcing alternating aerial and rear attacks.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Combo-Lit Aegis Off-Hand Focus,Epic Relic,off-hand focus,651,Guaranteed first-clear: Combo-Lit Aegis Off-Hand Focus pattern token + Epic Relic crafting imprint.,Repeat clear: 16% chance for the unique off-hand focus; pity token after 8 eligible clears.,"Unique Perk: while inside Whispering-type arenas, gain a short defensive or traversal proc after countering Aegis Carapace mechanics. Does not increase XP gain.",16
SEV-060,Grav-Torn Incident: Twilight Elite Clearing,The Whispering Glade,Ethereal & Resonant Zones,Twilight Elite Clearing,26,28,Elite-Variant,Alliance Trial,0,0,Grav-Torn Iron-Jaw Hound,Iron-Jaw Hound,Grav-Torn Gnarl-Maws | Grav-Torn Tremor-Fiend,"Hunt the mobile flanker variant, protect isolated players from pin mechanics, and force the enemy into a punishable arena state.","Trigger only when player level >= 26, player enters or completes a combat action inside Twilight Elite Clearing, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","tempo-locked shockwaves, parry-window distortion, and bass pulses that punish dropped combos","Grav-Torn Pack Latch: if the first latch is not broken within 4 seconds, a support hound joins and halves the victim’s healing received.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Twilight Iron-Jaw Class Mod,Epic Relic,class mod,676,Guaranteed first-clear: Twilight Iron-Jaw Class Mod pattern token + Epic Relic crafting imprint.,Repeat clear: 16% chance for the unique class mod; pity token after 8 eligible clears.,"Unique Perk: while inside Whispering-type arenas, gain a short defensive or traversal proc after countering Iron-Jaw Hound mechanics. Does not increase XP gain.",16
SEV-061,Ablative Incident: Dormant Crater Floor,The Evolution Arenas,Conservation Wilds,Dormant Crater Floor,26,28,Elite-Variant,Elite Ambush,0,0,Ablative Gnarl-Maws,Gnarl-Maws,Ablative Tremor-Fiend | Ablative Iron-Jaw Hound,Defeat the raised Gnarl-Maws variant and cleanse the triggered anomaly without allowing the mechanic stack to reach maximum intensity.,"Trigger only when player level >= 26, player enters or completes a combat action inside Dormant Crater Floor, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","elite spawn pressure, sublocation-specific chokepoints, and forced traversal interrupts",Ablative Anchor Bite: latch effects stack movement slow and temporarily disable sprint cancels until shaken off with a heavy slam.,0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Dormant Gnarl-Maws Mount Cosmetic,Epic Relic,mount cosmetic,648,Guaranteed first-clear: Dormant Gnarl-Maws Mount Cosmetic pattern token + Epic Relic crafting imprint.,Repeat clear: 16% chance for the unique mount cosmetic; pity token after 8 eligible clears.,"Unique Perk: while inside Evolution-type arenas, gain a short defensive or traversal proc after countering Gnarl-Maws mechanics. Does not increase XP gain.",16
SEV-062,Phase-Bound Incident: Rising Pillar Ring,The Evolution Arenas,Conservation Wilds,Rising Pillar Ring,26,28,Elite-Variant,Environmental Surge,0,0,Phase-Bound Siphon-Ticks,Siphon-Ticks,Phase-Bound Aegis Carapace | Phase-Bound Gnarl-Maws,Defeat the raised Siphon-Ticks variant and cleanse the triggered anomaly without allowing the mechanic stack to reach maximum intensity.,"Trigger only when player level >= 26, player enters or completes a combat action inside Rising Pillar Ring, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","elite spawn pressure, sublocation-specific chokepoints, and forced traversal interrupts",Phase-Bound Deep Siphon: stolen meter decays every second until the fleeing tick is killed; recovery requires a chase route through Rising Pillar Ring.,0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Rising Siphon-Ticks Weapon Skin,Epic Relic,weapon skin,655,Guaranteed first-clear: Rising Siphon-Ticks Weapon Skin pattern token + Epic Relic crafting imprint.,Repeat clear: 16% chance for the unique weapon skin; pity token after 8 eligible clears.,"Unique Perk: while inside Evolution-type arenas, gain a short defensive or traversal proc after countering Siphon-Ticks mechanics. Does not increase XP gain.",16
SEV-063,Venom-Laced Incident: Adaptive Pit Lanes,The Evolution Arenas,Conservation Wilds,Adaptive Pit Lanes,26,28,Elite-Variant,Variant Hunt,0,0,Venom-Laced Tremor-Fiend,Tremor-Fiend,Venom-Laced Iron-Jaw Hound | Venom-Laced Siphon-Ticks,"Control priority targets, solve the counter/vault pattern under added hazard pressure, and collapse the elite formation without dropping flow.","Trigger only when player level >= 26, player enters or completes a combat action inside Adaptive Pit Lanes, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","elite spawn pressure, sublocation-specific chokepoints, and forced traversal interrupts","Venom-Laced Syncopation: Metronome Strike intentionally skips every fourth beat, punishing players who rely only on memorized rhythm.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Adaptive Tremor-Fiend Back Trophy,Epic Relic,back trophy,662,Guaranteed first-clear: Adaptive Tremor-Fiend Back Trophy pattern token + Epic Relic crafting imprint.,Repeat clear: 16% chance for the unique back trophy; pity token after 8 eligible clears.,"Unique Perk: while inside Evolution-type arenas, gain a short defensive or traversal proc after countering Tremor-Fiend mechanics. Does not increase XP gain.",16
SEV-064,Warden-Fused Incident: Elemental Hazard Crown,The Evolution Arenas,Conservation Wilds,Elemental Hazard Crown,26,28,Boss-Echo,Timed Defense,0,0,Warden-Fused Apex Chimera,Apex Chimera,Warden-Fused Iron-Jaw Hound | Warden-Fused Siphon-Ticks,"Break the Apex Chimera echo before its signature phase mechanic fully resolves, while suppressing support variants and maintaining encounter control.","Trigger only when player level >= 26, player enters or completes a combat action inside Elemental Hazard Crown, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","elite spawn pressure, sublocation-specific chokepoints, and forced traversal interrupts","Warden-Fused Echo Rule: the boss repeats one signature world mechanic at 70%, 40%, and 15% health, each time with a tighter counter window.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Elemental Battle-Tonic Schematic,Epic Relic,consumable schematic,669,Guaranteed first-clear: Elemental Battle-Tonic Schematic pattern token + Epic Relic crafting imprint.,Repeat clear: 16% chance for the unique consumable schematic; pity token after 8 eligible clears.,"Unique Perk: while inside Evolution-type arenas, gain a short defensive or traversal proc after countering Apex Chimera mechanics. Does not increase XP gain.",16
SEV-065,Sovereign-Touched Incident: Arena Evolution Core,The Evolution Arenas,Conservation Wilds,Arena Evolution Core,26,28,Elite-Variant,Rift Incursion,0,0,Sovereign-Touched Iron-Jaw Hound,Iron-Jaw Hound,Sovereign-Touched Siphon-Ticks | Sovereign-Touched Aegis Carapace,"Hunt the mobile flanker variant, protect isolated players from pin mechanics, and force the enemy into a punishable arena state.","Trigger only when player level >= 26, player enters or completes a combat action inside Arena Evolution Core, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","elite spawn pressure, sublocation-specific chokepoints, and forced traversal interrupts","Sovereign-Touched Pack Latch: if the first latch is not broken within 4 seconds, a support hound joins and halves the victim’s healing received.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Arena Iron-Jaw Helmet,Epic Relic,helmet,676,Guaranteed first-clear: Arena Iron-Jaw Helmet pattern token + Epic Relic crafting imprint.,Repeat clear: 16% chance for the unique helmet; pity token after 8 eligible clears.,"Unique Perk: while inside Evolution-type arenas, gain a short defensive or traversal proc after countering Iron-Jaw Hound mechanics. Does not increase XP gain.",16
SEV-066,Data-Forged Incident: Geode Narrows,The Heavy-Chewer Canyons,Terrestrial Sanctuaries,Geode Narrows,26,28,Elite-Variant,Horde Compression,0,0,Data-Forged Gnarl-Maws,Gnarl-Maws,Data-Forged Aegis Carapace | Data-Forged Siphon-Ticks,"Survive a condensed horde pattern, prevent escalation loops, and eliminate the Gnarl-Maws variant commander before it converts the sublocation into a permanent hazard node.","Trigger only when player level >= 26, player enters or completes a combat action inside Geode Narrows, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","elite spawn pressure, sublocation-specific chokepoints, and forced traversal interrupts",Data-Forged Anchor Bite: latch effects stack movement slow and temporarily disable sprint cancels until shaken off with a heavy slam.,0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Geode Gnarl-Maws Chest Armor,Epic Relic,chest armor,648,Guaranteed first-clear: Geode Gnarl-Maws Chest Armor pattern token + Epic Relic crafting imprint.,Repeat clear: 16% chance for the unique chest armor; pity token after 8 eligible clears.,"Unique Perk: while inside Heavy-Chewer-type arenas, gain a short defensive or traversal proc after countering Gnarl-Maws mechanics. Does not increase XP gain.",16
SEV-067,Ash-Baptized Incident: Jawbone Switchback,The Heavy-Chewer Canyons,Terrestrial Sanctuaries,Jawbone Switchback,26,28,Elite-Variant,Mini-Boss Echo,0,0,Ash-Baptized Siphon-Ticks,Siphon-Ticks,Ash-Baptized Iron-Jaw Hound | Ash-Baptized Tremor-Fiend,Defeat the raised Siphon-Ticks variant and cleanse the triggered anomaly without allowing the mechanic stack to reach maximum intensity.,"Trigger only when player level >= 26, player enters or completes a combat action inside Jawbone Switchback, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","high-speed transit sweeps, lane swaps, and lethal timing windows",Ash-Baptized Deep Siphon: stolen meter decays every second until the fleeing tick is killed; recovery requires a chase route through Jawbone Switchback.,0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Jawbone Siphon-Ticks Gauntlets,Epic Relic,gauntlets,655,Guaranteed first-clear: Jawbone Siphon-Ticks Gauntlets pattern token + Epic Relic crafting imprint.,Repeat clear: 16% chance for the unique gauntlets; pity token after 8 eligible clears.,"Unique Perk: while inside Heavy-Chewer-type arenas, gain a short defensive or traversal proc after countering Siphon-Ticks mechanics. Does not increase XP gain.",16
SEV-068,Tide-Broken Incident: Pack-Hunter Ledge,The Heavy-Chewer Canyons,Terrestrial Sanctuaries,Pack-Hunter Ledge,26,28,Elite-Variant,Traversal Gauntlet,0,0,Tide-Broken Tremor-Fiend,Tremor-Fiend,Tide-Broken Gnarl-Maws | Tide-Broken Aegis Carapace,"Control priority targets, solve the counter/vault pattern under added hazard pressure, and collapse the elite formation without dropping flow.","Trigger only when player level >= 26, player enters or completes a combat action inside Pack-Hunter Ledge, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","elite spawn pressure, sublocation-specific chokepoints, and forced traversal interrupts","Tide-Broken Syncopation: Metronome Strike intentionally skips every fourth beat, punishing players who rely only on memorized rhythm.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Pack-Hunter Tremor-Fiend Greaves,Epic Relic,greaves,662,Guaranteed first-clear: Pack-Hunter Tremor-Fiend Greaves pattern token + Epic Relic crafting imprint.,Repeat clear: 16% chance for the unique greaves; pity token after 8 eligible clears.,"Unique Perk: while inside Heavy-Chewer-type arenas, gain a short defensive or traversal proc after countering Tremor-Fiend mechanics. Does not increase XP gain.",16
SEV-069,Magnetized Incident: Choke-Canyon Basin,The Heavy-Chewer Canyons,Terrestrial Sanctuaries,Choke-Canyon Basin,26,28,Elite-Variant,Hazard Lockdown,0,0,Magnetized Aegis Carapace,Aegis Carapace,Magnetized Siphon-Ticks | Magnetized Iron-Jaw Hound,"Control priority targets, solve the counter/vault pattern under added hazard pressure, and collapse the elite formation without dropping flow.","Trigger only when player level >= 26, player enters or completes a combat action inside Choke-Canyon Basin, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","elite spawn pressure, sublocation-specific chokepoints, and forced traversal interrupts","Magnetized Rotating Bulwark: frontal armor rotates 90 degrees after every vault punish, forcing alternating aerial and rear attacks.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Choke-Canyon Aegis Cloak,Epic Relic,cloak,669,Guaranteed first-clear: Choke-Canyon Aegis Cloak pattern token + Epic Relic crafting imprint.,Repeat clear: 16% chance for the unique cloak; pity token after 8 eligible clears.,"Unique Perk: while inside Heavy-Chewer-type arenas, gain a short defensive or traversal proc after countering Aegis Carapace mechanics. Does not increase XP gain.",16
SEV-070,Sonic-Scarred Incident: Echoing Redstone Gate,The Heavy-Chewer Canyons,Terrestrial Sanctuaries,Echoing Redstone Gate,26,28,Elite-Variant,Alliance Trial,0,0,Sonic-Scarred Iron-Jaw Hound,Iron-Jaw Hound,Sonic-Scarred Tremor-Fiend | Sonic-Scarred Gnarl-Maws,"Hunt the mobile flanker variant, protect isolated players from pin mechanics, and force the enemy into a punishable arena state.","Trigger only when player level >= 26, player enters or completes a combat action inside Echoing Redstone Gate, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","elite spawn pressure, sublocation-specific chokepoints, and forced traversal interrupts","Sonic-Scarred Pack Latch: if the first latch is not broken within 4 seconds, a support hound joins and halves the victim’s healing received.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Echoing Iron-Jaw Ring,Epic Relic,ring,676,Guaranteed first-clear: Echoing Iron-Jaw Ring pattern token + Epic Relic crafting imprint.,Repeat clear: 16% chance for the unique ring; pity token after 8 eligible clears.,"Unique Perk: while inside Heavy-Chewer-type arenas, gain a short defensive or traversal proc after countering Iron-Jaw Hound mechanics. Does not increase XP gain.",16
