event_id,event_title,world_map_location,sublocation,required_player_level,loot_item,loot_tier,item_slot,item_power,first_clear_reward,repeat_drop_rule,unique_perk,drop_chance_percent,xp_reward
SEV-019,Overcharged Incident: Train-Hazard Arena,The Subterranean Grid,Train-Hazard Arena,22,Train-Hazard Iron-Jaw Class Mod,Refined Relic,class mod,597,Guaranteed first-clear: Train-Hazard Iron-Jaw Class Mod pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique class mod; pity token after 8 eligible clears.,"Unique Perk: while inside Subterranean-type arenas, gain a short defensive or traversal proc after countering Iron-Jaw Hound mechanics. Does not increase XP gain.",20,0
SEV-020,Bark-Crowned Incident: Spark’s Signal Den,The Subterranean Grid,Spark’s Signal Den,22,Spark’s Tremor-Fiend Mount Cosmetic,Refined Relic,mount cosmetic,604,Guaranteed first-clear: Spark’s Tremor-Fiend Mount Cosmetic pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique mount cosmetic; pity token after 8 eligible clears.,"Unique Perk: while inside Subterranean-type arenas, gain a short defensive or traversal proc after countering Tremor-Fiend mechanics. Does not increase XP gain.",20,0
SEV-021,Echo-Split Incident: Drone Dispatch Alleys,The Provisioning Sectors,Drone Dispatch Alleys,22,Drone Scrap-Phalanx Weapon Skin,Refined Relic,weapon skin,576,Guaranteed first-clear: Drone Scrap-Phalanx Weapon Skin pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique weapon skin; pity token after 8 eligible clears.,"Unique Perk: while inside Provisioning-type arenas, gain a short defensive or traversal proc after countering Scrap-Phalanx mechanics. Does not increase XP gain.",20,0
SEV-022,Null-Branded Incident: Ration Kiosk Row,The Provisioning Sectors,Ration Kiosk Row,22,Ration Null Back Trophy,Refined Relic,back trophy,583,Guaranteed first-clear: Ration Null Back Trophy pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique back trophy; pity token after 8 eligible clears.,"Unique Perk: while inside Provisioning-type arenas, gain a short defensive or traversal proc after countering Null Anomaly mechanics. Does not increase XP gain.",20,0
SEV-023,Rhythm-Warped Incident: Reinforced Storefront Lane,The Provisioning Sectors,Reinforced Storefront Lane,22,Reinforced Battle-Tonic Schematic,Refined Relic,consumable schematic,590,Guaranteed first-clear: Reinforced Battle-Tonic Schematic pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique consumable schematic; pity token after 8 eligible clears.,"Unique Perk: while inside Provisioning-type arenas, gain a short defensive or traversal proc after countering Iron-Jaw Hound mechanics. Does not increase XP gain.",20,0
SEV-024,Grav-Torn Incident: Wall-Run Market Roofs,The Provisioning Sectors,Wall-Run Market Roofs,22,Wall-Run Tremor-Fiend Helmet,Refined Relic,helmet,597,Guaranteed first-clear: Wall-Run Tremor-Fiend Helmet pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique helmet; pity token after 8 eligible clears.,"Unique Perk: while inside Provisioning-type arenas, gain a short defensive or traversal proc after countering Tremor-Fiend mechanics. Does not increase XP gain.",20,0
SEV-025,Ablative Incident: Vendor Audit Vault,The Provisioning Sectors,Vendor Audit Vault,22,Vendor Scrap-Phalanx Chest Armor,Refined Relic,chest armor,604,Guaranteed first-clear: Vendor Scrap-Phalanx Chest Armor pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique chest armor; pity token after 8 eligible clears.,"Unique Perk: while inside Provisioning-type arenas, gain a short defensive or traversal proc after countering Scrap-Phalanx mechanics. Does not increase XP gain.",20,0
SEV-026,Phase-Bound Incident: Barricade Gate Alpha,The Raid-Rush Choke Points,Barricade Gate Alpha,22,Barricade Aegis Gauntlets,Refined Relic,gauntlets,576,Guaranteed first-clear: Barricade Aegis Gauntlets pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique gauntlets; pity token after 8 eligible clears.,"Unique Perk: while inside Raid-Rush-type arenas, gain a short defensive or traversal proc after countering Aegis Carapace mechanics. Does not increase XP gain.",20,0
SEV-027,Venom-Laced Incident: Crush-Gate Corridor,The Raid-Rush Choke Points,Crush-Gate Corridor,22,Crush-Gate Iron-Jaw Greaves,Refined Relic,greaves,583,Guaranteed first-clear: Crush-Gate Iron-Jaw Greaves pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique greaves; pity token after 8 eligible clears.,"Unique Perk: while inside Raid-Rush-type arenas, gain a short defensive or traversal proc after countering Iron-Jaw Hound mechanics. Does not increase XP gain.",20,0
SEV-028,Sovereign-Touched Incident: Militia Sensor Nest,The Raid-Rush Choke Points,Militia Sensor Nest,23,Militia Tremor-Fiend Ring,Refined Relic,ring,608,Guaranteed first-clear: Militia Tremor-Fiend Ring pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique ring; pity token after 8 eligible clears.,"Unique Perk: while inside Raid-Rush-type arenas, gain a short defensive or traversal proc after countering Tremor-Fiend mechanics. Does not increase XP gain.",20,0
SEV-029,Data-Forged Incident: Kill-Lane Overpass,The Raid-Rush Choke Points,Kill-Lane Overpass,23,Kill-Lane Null Amulet,Refined Relic,amulet,615,Guaranteed first-clear: Kill-Lane Null Amulet pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique amulet; pity token after 8 eligible clears.,"Unique Perk: while inside Raid-Rush-type arenas, gain a short defensive or traversal proc after countering Null Anomaly mechanics. Does not increase XP gain.",20,0
SEV-030,Ash-Baptized Incident: Fallback Ammunition Yard,The Raid-Rush Choke Points,Fallback Ammunition Yard,23,Fallback Aegis Main-Hand Weapon,Refined Relic,main-hand weapon,622,Guaranteed first-clear: Fallback Aegis Main-Hand Weapon pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique main-hand weapon; pity token after 8 eligible clears.,"Unique Perk: while inside Raid-Rush-type arenas, gain a short defensive or traversal proc after countering Aegis Carapace mechanics. Does not increase XP gain.",20,0
SEV-031,Tide-Broken Incident: RideShare Roofway,The On-Demand Arteries,RideShare Roofway,23,RideShare Iron-Jaw Off-Hand Focus,Refined Relic,off-hand focus,594,Guaranteed first-clear: RideShare Iron-Jaw Off-Hand Focus pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique off-hand focus; pity token after 8 eligible clears.,"Unique Perk: while inside On-Demand-type arenas, gain a short defensive or traversal proc after countering Iron-Jaw Hound mechanics. Does not increase XP gain.",20,0
SEV-032,Magnetized Incident: Lane-Swap Bridges,The On-Demand Arteries,Lane-Swap Bridges,23,Lane-Swap Tremor-Fiend Relic Core,Refined Relic,relic core,601,Guaranteed first-clear: Lane-Swap Tremor-Fiend Relic Core pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique relic core; pity token after 8 eligible clears.,"Unique Perk: while inside On-Demand-type arenas, gain a short defensive or traversal proc after countering Tremor-Fiend mechanics. Does not increase XP gain.",20,0
SEV-033,Sonic-Scarred Incident: Automated Toll Spine,The On-Demand Arteries,Automated Toll Spine,23,Automated Scrap-Phalanx Class Mod,Refined Relic,class mod,608,Guaranteed first-clear: Automated Scrap-Phalanx Class Mod pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique class mod; pity token after 8 eligible clears.,"Unique Perk: while inside On-Demand-type arenas, gain a short defensive or traversal proc after countering Scrap-Phalanx mechanics. Does not increase XP gain.",20,0
SEV-034,Glass-Hardened Incident: Overpass Leap Chain,The On-Demand Arteries,Overpass Leap Chain,23,Overpass Aegis Mount Cosmetic,Refined Relic,mount cosmetic,615,Guaranteed first-clear: Overpass Aegis Mount Cosmetic pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique mount cosmetic; pity token after 8 eligible clears.,"Unique Perk: while inside On-Demand-type arenas, gain a short defensive or traversal proc after countering Aegis Carapace mechanics. Does not increase XP gain.",20,0
SEV-035,Spore-Sick Incident: Service Vehicle Depot,The On-Demand Arteries,Service Vehicle Depot,23,Service Iron-Jaw Weapon Skin,Refined Relic,weapon skin,622,Guaranteed first-clear: Service Iron-Jaw Weapon Skin pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique weapon skin; pity token after 8 eligible clears.,"Unique Perk: while inside On-Demand-type arenas, gain a short defensive or traversal proc after countering Iron-Jaw Hound mechanics. Does not increase XP gain.",20,0
SEV-036,Chrome-Maw Incident: Slot-Lantern Bazaar,The Micro-Transaction Markets,Slot-Lantern Bazaar,23,Slot-Lantern Null Back Trophy,Refined Relic,back trophy,594,Guaranteed first-clear: Slot-Lantern Null Back Trophy pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique back trophy; pity token after 8 eligible clears.,"Unique Perk: while inside Micro-Transaction-type arenas, gain a short defensive or traversal proc after countering Null Anomaly mechanics. Does not increase XP gain.",20,0
SEV-037,Eclipse-Synced Incident: Coin-Dispenser Arcade,The Micro-Transaction Markets,Coin-Dispenser Arcade,23,Coin-Dispenser Battle-Tonic Schematic,Refined Relic,consumable schematic,601,Guaranteed first-clear: Coin-Dispenser Battle-Tonic Schematic pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique consumable schematic; pity token after 8 eligible clears.,"Unique Perk: while inside Micro-Transaction-type arenas, gain a short defensive or traversal proc after countering Venom-Spitter mechanics. Does not increase XP gain.",20,0
SEV-038,Overcharged Incident: Neon Vendor Labyrinth,The Micro-Transaction Markets,Neon Vendor Labyrinth,23,Neon Tremor-Fiend Helmet,Refined Relic,helmet,608,Guaranteed first-clear: Neon Tremor-Fiend Helmet pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique helmet; pity token after 8 eligible clears.,"Unique Perk: while inside Micro-Transaction-type arenas, gain a short defensive or traversal proc after countering Tremor-Fiend mechanics. Does not increase XP gain.",20,0
SEV-039,Echo-Split Incident: Prize-Chest Alley,The Micro-Transaction Markets,Prize-Chest Alley,24,Prize-Chest Aegis Gauntlets,Refined Relic,gauntlets,633,Guaranteed first-clear: Prize-Chest Aegis Gauntlets pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique gauntlets; pity token after 8 eligible clears.,"Unique Perk: while inside Micro-Transaction-type arenas, gain a short defensive or traversal proc after countering Aegis Carapace mechanics. Does not increase XP gain.",20,0
SEV-040,Null-Branded Incident: Market Combat Stage,The Micro-Transaction Markets,Market Combat Stage,24,Market Venom-Spitter Greaves,Refined Relic,greaves,640,Guaranteed first-clear: Market Venom-Spitter Greaves pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique greaves; pity token after 8 eligible clears.,"Unique Perk: while inside Micro-Transaction-type arenas, gain a short defensive or traversal proc after countering Venom-Spitter mechanics. Does not increase XP gain.",20,0
SEV-041,Rhythm-Warped Incident: Suspended Rope Bridges,The Emerald Canopy Sanctuary,Suspended Rope Bridges,24,Suspended Gnarl-Maws Cloak,Refined Relic,cloak,612,Guaranteed first-clear: Suspended Gnarl-Maws Cloak pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique cloak; pity token after 8 eligible clears.,"Unique Perk: while inside Emerald-type arenas, gain a short defensive or traversal proc after countering Gnarl-Maws mechanics. Does not increase XP gain.",20,0
SEV-042,Grav-Torn Incident: Beast-Back Platforms,The Emerald Canopy Sanctuary,Beast-Back Platforms,24,Beast-Back Siphon-Ticks Ring,Refined Relic,ring,619,Guaranteed first-clear: Beast-Back Siphon-Ticks Ring pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique ring; pity token after 8 eligible clears.,"Unique Perk: while inside Emerald-type arenas, gain a short defensive or traversal proc after countering Siphon-Ticks mechanics. Does not increase XP gain.",20,0
SEV-043,Ablative Incident: Upper Canopy Safe Nests,The Emerald Canopy Sanctuary,Upper Canopy Safe Nests,24,Upper Apex Amulet,Refined Relic,amulet,626,Guaranteed first-clear: Upper Apex Amulet pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique amulet; pity token after 8 eligible clears.,"Unique Perk: while inside Emerald-type arenas, gain a short defensive or traversal proc after countering Apex Chimera mechanics. Does not increase XP gain.",20,0
SEV-044,Phase-Bound Incident: Sanctuary Water Steps,The Emerald Canopy Sanctuary,Sanctuary Water Steps,24,Sanctuary Aegis Main-Hand Weapon,Refined Relic,main-hand weapon,633,Guaranteed first-clear: Sanctuary Aegis Main-Hand Weapon pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique main-hand weapon; pity token after 8 eligible clears.,"Unique Perk: while inside Emerald-type arenas, gain a short defensive or traversal proc after countering Aegis Carapace mechanics. Does not increase XP gain.",20,0
SEV-045,Venom-Laced Incident: Kaelen’s Treetop Camp,The Emerald Canopy Sanctuary,Kaelen’s Treetop Camp,24,Kaelen’s Iron-Jaw Off-Hand Focus,Refined Relic,off-hand focus,640,Guaranteed first-clear: Kaelen’s Iron-Jaw Off-Hand Focus pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique off-hand focus; pity token after 8 eligible clears.,"Unique Perk: while inside Emerald-type arenas, gain a short defensive or traversal proc after countering Iron-Jaw Hound mechanics. Does not increase XP gain.",20,0
SEV-046,Warden-Fused Incident: Titan Footfall Basin,The Pachyderm Sanctuaries,Titan Footfall Basin,24,Titan Gnarl-Maws Relic Core,Refined Relic,relic core,612,Guaranteed first-clear: Titan Gnarl-Maws Relic Core pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique relic core; pity token after 8 eligible clears.,"Unique Perk: while inside Pachyderm-type arenas, gain a short defensive or traversal proc after countering Gnarl-Maws mechanics. Does not increase XP gain.",20,0
SEV-047,Sovereign-Touched Incident: Poacher-Drone Blind,The Pachyderm Sanctuaries,Poacher-Drone Blind,24,Poacher-Drone Siphon-Ticks Class Mod,Refined Relic,class mod,619,Guaranteed first-clear: Poacher-Drone Siphon-Ticks Class Mod pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique class mod; pity token after 8 eligible clears.,"Unique Perk: while inside Pachyderm-type arenas, gain a short defensive or traversal proc after countering Siphon-Ticks mechanics. Does not increase XP gain.",20,0
SEV-048,Data-Forged Incident: Wet Fern Corridor,The Pachyderm Sanctuaries,Wet Fern Corridor,24,Wet Tremor-Fiend Mount Cosmetic,Refined Relic,mount cosmetic,626,Guaranteed first-clear: Wet Tremor-Fiend Mount Cosmetic pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique mount cosmetic; pity token after 8 eligible clears.,"Unique Perk: while inside Pachyderm-type arenas, gain a short defensive or traversal proc after countering Tremor-Fiend mechanics. Does not increase XP gain.",20,0
SEV-049,Ash-Baptized Incident: Sanctuary Feeding Run,The Pachyderm Sanctuaries,Sanctuary Feeding Run,24,Sanctuary Aegis Weapon Skin,Refined Relic,weapon skin,633,Guaranteed first-clear: Sanctuary Aegis Weapon Skin pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique weapon skin; pity token after 8 eligible clears.,"Unique Perk: while inside Pachyderm-type arenas, gain a short defensive or traversal proc after countering Aegis Carapace mechanics. Does not increase XP gain.",20,0
SEV-050,Magnetized Incident: Ancient Beast Hollow,The Pachyderm Sanctuaries,Ancient Beast Hollow,25,Ancient Battle-Tonic Schematic,Epic Relic,consumable schematic,658,Guaranteed first-clear: Ancient Battle-Tonic Schematic pattern token + Epic Relic crafting imprint.,Repeat clear: 16% chance for the unique consumable schematic; pity token after 8 eligible clears.,"Unique Perk: while inside Pachyderm-type arenas, gain a short defensive or traversal proc after countering Ivory Behemoth mechanics. Does not increase XP gain.",16,0
SEV-051,Sonic-Scarred Incident: Mural Vestibule,The Canopy Portrait Halls,Mural Vestibule,25,Mural Gnarl-Maws Helmet,Epic Relic,helmet,630,Guaranteed first-clear: Mural Gnarl-Maws Helmet pattern token + Epic Relic crafting imprint.,Repeat clear: 16% chance for the unique helmet; pity token after 8 eligible clears.,"Unique Perk: while inside Canopy-type arenas, gain a short defensive or traversal proc after countering Gnarl-Maws mechanics. Does not increase XP gain.",16,0
SEV-052,Glass-Hardened Incident: Vine-Swing Nave,The Canopy Portrait Halls,Vine-Swing Nave,25,Vine-Swing Siphon-Ticks Chest Armor,Epic Relic,chest armor,637,Guaranteed first-clear: Vine-Swing Siphon-Ticks Chest Armor pattern token + Epic Relic crafting imprint.,Repeat clear: 16% chance for the unique chest armor; pity token after 8 eligible clears.,"Unique Perk: while inside Canopy-type arenas, gain a short defensive or traversal proc after countering Siphon-Ticks mechanics. Does not increase XP gain.",16,0
SEV-053,Spore-Sick Incident: Pressure-Plate Gallery,The Canopy Portrait Halls,Pressure-Plate Gallery,25,Pressure-Plate Tremor-Fiend Gauntlets,Epic Relic,gauntlets,644,Guaranteed first-clear: Pressure-Plate Tremor-Fiend Gauntlets pattern token + Epic Relic crafting imprint.,Repeat clear: 16% chance for the unique gauntlets; pity token after 8 eligible clears.,"Unique Perk: while inside Canopy-type arenas, gain a short defensive or traversal proc after countering Tremor-Fiend mechanics. Does not increase XP gain.",16,0
SEV-054,Chrome-Maw Incident: Root-Sealed Reliquary,The Canopy Portrait Halls,Root-Sealed Reliquary,25,Root-Sealed Aegis Greaves,Epic Relic,greaves,651,Guaranteed first-clear: Root-Sealed Aegis Greaves pattern token + Epic Relic crafting imprint.,Repeat clear: 16% chance for the unique greaves; pity token after 8 eligible clears.,"Unique Perk: while inside Canopy-type arenas, gain a short defensive or traversal proc after countering Aegis Carapace mechanics. Does not increase XP gain.",16,0
SEV-055,Eclipse-Synced Incident: Collapsed Fresco Walk,The Canopy Portrait Halls,Collapsed Fresco Walk,25,Collapsed Iron-Jaw Cloak,Epic Relic,cloak,658,Guaranteed first-clear: Collapsed Iron-Jaw Cloak pattern token + Epic Relic crafting imprint.,Repeat clear: 16% chance for the unique cloak; pity token after 8 eligible clears.,"Unique Perk: while inside Canopy-type arenas, gain a short defensive or traversal proc after countering Iron-Jaw Hound mechanics. Does not increase XP gain.",16,0
SEV-056,Overcharged Incident: Lumenroot Meadow,The Whispering Glade,Lumenroot Meadow,25,Lumenroot Gnarl-Maws Ring,Epic Relic,ring,630,Guaranteed first-clear: Lumenroot Gnarl-Maws Ring pattern token + Epic Relic crafting imprint.,Repeat clear: 16% chance for the unique ring; pity token after 8 eligible clears.,"Unique Perk: while inside Whispering-type arenas, gain a short defensive or traversal proc after countering Gnarl-Maws mechanics. Does not increase XP gain.",16,0
SEV-057,Bark-Crowned Incident: Glow-Vine Path,The Whispering Glade,Glow-Vine Path,25,Glow-Vine Ascendant Amulet,Epic Relic,amulet,637,Guaranteed first-clear: Glow-Vine Ascendant Amulet pattern token + Epic Relic crafting imprint.,Repeat clear: 16% chance for the unique amulet; pity token after 8 eligible clears.,"Unique Perk: while inside Whispering-type arenas, gain a short defensive or traversal proc after countering Ascendant Colossus mechanics. Does not increase XP gain.",16,0
SEV-058,Echo-Split Incident: Silent Pool,The Whispering Glade,Silent Pool,25,Silent Tremor-Fiend Main-Hand Weapon,Epic Relic,main-hand weapon,644,Guaranteed first-clear: Silent Tremor-Fiend Main-Hand Weapon pattern token + Epic Relic crafting imprint.,Repeat clear: 16% chance for the unique main-hand weapon; pity token after 8 eligible clears.,"Unique Perk: while inside Whispering-type arenas, gain a short defensive or traversal proc after countering Tremor-Fiend mechanics. Does not increase XP gain.",16,0
